BoreID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,ConstructionType,Material,InnerDiameter,OuterDiameter,Property,PropertySize,DrillMethod,LogType,geometry
40152181,10641A,,478.8,,-332.49,PFC,UNK,,,SLAP,,UNK,1,
40152181,10641A,,131.1,,15.21,LIN,STL,,127.0,UNK,,UNK,1,
40152181,10641A,,473.0,,-326.69,LIN,STL,,152.0,UNK,,UNK,1,
40152181,10641A,0.0,61.0,146.31,85.31,LIN,STL,,203.0,UNK,,UNK,1,
40146604,11591A,,159.2,,-19.33,LIN,STL,,127.0,UNK,,UNK,1,
40146604,11591A,,160.1,,-20.23,PFC,UNK,,,SLAP,,UNK,1,
40146604,11591A,0.0,49.4,139.87,90.47,LIN,STL,,152.0,UNK,,UNK,1,
40143307,12104A,472.1,472.1,-324.89,-324.89,OPEN,UNK,,,UNK,,UNK,1,
40143307,12104A,,458.4,,-311.19,LIN,STL,,152.0,UNK,,UNK,1,
40143307,12104A,0.0,75.6,147.21,71.61,LIN,STL,,203.0,UNK,,UNK,1,
40149635,12214A,0.0,92.4,144.86,52.46,LIN,STL,,152.0,UNK,,UNK,1,
40149635,12214A,,365.3,,-220.44,LIN,STL,,127.0,UNK,,UNK,1,
40149635,12214A,370.5,370.5,-225.64,-225.64,OPEN,UNK,,,UNK,,UNK,1,
40136062,12472A,0.0,61.6,145.7,84.1,LIN,STL,,152.0,UNK,,UNK,1,
40136062,12472A,,346.1,,-200.4,LIN,STL,,127.0,UNK,,UNK,1,
40136062,12472A,339.0,346.1,-193.3,-200.4,PFC,UNK,,,SLAP,,UNK,1,
40136062,12472A,0.0,61.6,145.7,84.1,SEAL,CMT,,168.0,UNK,,UNK,1,
40151891,12580A,0.0,110.4,144.84,34.44,LIN,STL,,152.0,UNK,,UNK,1,
40151891,12580A,,518.5,,-373.66,PFC,UNK,,,SLAP,,UNK,1,
40151891,12580A,,518.5,,-373.66,LIN,STL,,127.0,UNK,,UNK,1,
40146373,13260A,,434.6,,-291.09,LIN,STL,,127.0,UNK,,UNK,1,
40146373,13260A,424.3,424.3,-280.79,-280.79,OPEN,UNK,,,UNK,,UNK,1,
40146373,13260A,0.0,20.8,143.51,122.71,LIN,STL,,203.0,UNK,,UNK,1,
40146373,13260A,,92.4,,51.11,LIN,STL,,152.0,UNK,,UNK,1,
40150892,14100A,0.0,90.8,144.08,53.28,LIN,STL,,152.0,UNK,,UNK,1,
40150892,14100A,,359.9,,-215.82,LIN,STL,,127.0,UNK,,UNK,1,
40141615,18194A,0.0,18.6,140.56,121.96,LIN,STL,,203.0,UNK,,UNK,1,
40141615,18194A,,71.0,,69.56,LIN,STL,,152.0,UNK,,UNK,1,
40141615,18194A,497.1,497.1,-356.54,-356.54,OPEN,UNK,,,UNK,,UNK,1,
40137532,7080A,0.0,245.3,135.27,-110.03,LIN,STL,,152.0,UNK,,UNK,1,
40137532,7080A,0.0,45.5,135.27,89.77,SEAL,CMT,,,UNK,,UNK,1,
40137532,7080A,0.0,45.5,135.27,89.77,LIN,STL,,203.0,UNK,,UNK,1,
40095561,7105A,0.0,239.0,132.65,-106.35,LIN,STL,,152.0,UNK,,UNK,1,
40095561,7105A,239.0,242.6,-106.35,-109.95,VOID,UNK,,,UNK,,UNK,1,
40095561,7105A,0.0,57.9,132.65,74.75,SEAL,CMT,,,UNK,,UNK,1,
40095561,7105A,0.0,57.9,132.65,74.75,LIN,STL,,203.0,UNK,,UNK,1,
40005648,7114A,82.0,94.7,53.1,40.4,VOID,UNK,,,UNK,,UNK,1,
40005648,7114A,,82.0,,53.1,LIN,STL,,152.0,UNK,,UNK,1,
40005648,7114A,0.0,40.5,135.1,94.6,SEAL,CMT,,,UNK,,UNK,1,
40005648,7114A,0.0,40.5,135.1,94.6,LIN,STL,,203.0,UNK,,UNK,1,
40142426,6963A,0.0,49.1,133.02,83.92,LIN,STL,,152.0,UNK,,UNK,1,
40142426,6963A,,360.5,,-227.48,LIN,STL,,127.0,UNK,,UNK,1,
40142426,6963A,,390.4,,-257.38,PFC,UNK,,,SLAP,,UNK,1,
40105296,26246A,0.0,127.9,134.93,7.03,LIN,STL,,177.0,UNK,,UNK,1,
40105296,26246A,0.0,15.2,134.93,119.73,LIN,STL,,244.0,UNK,,UNK,1,
40141857,4640A,,533.4,,-401.14,LIN,STL,,127.0,UNK,,UNK,1,
40142449,4642A,0.0,74.4,137.2,62.8,LIN,STL,,101.0,UNK,,UNK,1,
40135252,4643A,0.0,76.2,137.2,61.0,LIN,STL,,101.0,UNK,,UNK,1,
40132454,4647A,0.0,61.0,136.62,75.62,LIN,STL,,152.0,UNK,,UNK,1,
40132454,4647A,,167.4,,-30.78,PFC,UNK,,,SLAP,,UNK,1,
40132454,4647A,,112.8,,23.82,LIN,STL,,127.0,UNK,,UNK,1,
40027463,4648A,,106.7,,33.63,LIN,STL,,127.0,UNK,,UNK,1,
40027463,4648A,,106.7,,33.63,PFC,UNK,,,SLAP,,UNK,1,
40027463,4648A,0.0,61.6,140.33,78.73,LIN,STL,,152.0,UNK,,UNK,1,
40140599,4649A,0.0,91.5,141.25,49.75,LIN,STL,,152.0,UNK,,UNK,1,
40140599,4649A,,176.9,,-35.65,LIN,STL,,127.0,UNK,,UNK,1,
40140599,4649A,,189.7,,-48.45,PFC,UNK,,,SLAP,,UNK,1,
40144527,4654A,0.0,91.5,141.55,50.05,LIN,STL,,152.0,UNK,,UNK,1,
40144527,4654A,,305.0,,-163.45,LIN,STL,,127.0,UNK,,UNK,1,
40144527,4654A,,427.0,,-285.45,LIN,STL,,101.0,UNK,,UNK,1,
10055523,GW850020.1.0,0.0,430.0,118.0,-312.0,LIN,UNK,,,UNK,,UNK,1,
10055523,GW850020.1.0,0.0,82.7,118.0,35.3,UNK,UNK,,355.6,UNK,,ROT,1,
10055523,GW850020.1.0,82.7,531.0,35.3,-413.0,UNK,UNK,,247.7,UNK,,ROT,1,
10000076,GW007314.1.1,52.7,55.7,60.3,57.3,INLT,UNK,,,UNK,,UNK,1,
10152521,GW904015.1.1,386.0,414.0,-280.0,-308.0,LIN,UNK,,,UNK,,UNK,1,
10152521,GW904015.1.1,244.0,254.0,-138.0,-148.0,INLT,UNK,155.5,168.3,UNK,,UNK,1,
10152521,GW904015.1.1,0.0,12.0,106.0,94.0,LIN,UNK,240.4,250.0,UNK,,UNK,1,
10152521,GW904015.1.1,0.0,122.0,106.0,-16.0,LIN,UNK,206.3,219.1,UNK,,UNK,1,
10152521,GW904015.1.1,122.0,254.0,-16.0,-148.0,LIN,UNK,155.5,168.3,UNK,,UNK,1,
10152521,GW904015.1.1,254.0,386.0,-148.0,-280.0,LIN,UNK,128.5,141.3,UNK,,UNK,1,
10152521,GW904015.1.1,314.0,324.0,-208.0,-218.0,INLT,UNK,128.5,141.3,UNK,,UNK,1,
10152521,GW904015.1.1,363.0,372.0,-257.0,-266.0,INLT,UNK,128.5,141.3,UNK,,UNK,1,
10036294,GW063611.1.1,0.0,64.5,122.0,57.5,LIN,UNK,,135.0,UNK,,UNK,1,
10036294,GW063611.1.1,0.0,46.0,122.0,76.0,LIN,UNK,,165.0,UNK,,UNK,1,
10036294,GW063611.1.1,64.5,66.0,57.5,56.0,INLT,UNK,,125.0,UNK,,UNK,1,
10043691,GW006481.1.1,0.0,93.8,145.0,51.2,LIN,UNK,,152.0,UNK,,UNK,1,
10129506,GW003636.1.1,205.9,221.8,-75.9,-91.8,LIN,UNK,,152.0,UNK,,UNK,1,
10129506,GW003636.1.1,211.6,315.8,-81.6,-185.8,LIN,UNK,,127.0,UNK,,UNK,1,
10129506,GW003636.1.1,248.7,249.9,-118.7,-119.9,INLT,UNK,,127.0,UNK,,UNK,1,
10129506,GW003636.1.1,251.2,252.4,-121.2,-122.4,INLT,UNK,,127.0,UNK,,UNK,1,
10129506,GW003636.1.1,254.8,256.0,-124.8,-126.0,INLT,UNK,,127.0,UNK,,UNK,1,
10129506,GW003636.1.1,256.9,258.1,-126.9,-128.1,INLT,UNK,,127.0,UNK,,UNK,1,
10005278,GW006433.1.1,0.0,145.7,104.0,-41.7,LIN,UNK,,102.0,UNK,,UNK,1,
10005278,GW006433.1.1,0.0,48.6,104.0,55.4,LIN,UNK,,152.0,UNK,,UNK,1,
10005278,GW006433.1.1,0.0,145.7,104.0,-41.7,LIN,UNK,,102.0,UNK,,UNK,1,
10005278,GW006433.1.1,0.0,256.7,104.0,-152.7,LIN,UNK,,127.0,UNK,,UNK,1,
10013318,GW003665.1.1,0.0,354.3,109.0,-245.3,LIN,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,0.0,71.5,109.0,37.5,LIN,UNK,,203.0,UNK,,UNK,1,
10013318,GW003665.1.1,305.4,306.6,-196.4,-197.6,INLT,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,311.2,312.4,-202.2,-203.4,INLT,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,316.0,317.2,-207.0,-208.2,INLT,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,321.8,323.0,-212.8,-214.0,INLT,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,327.3,328.2,-218.3,-219.2,INLT,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,328.5,329.7,-219.5,-220.7,INLT,UNK,,152.0,UNK,,UNK,1,
10013318,GW003665.1.1,333.4,334.6,-224.4,-225.6,INLT,UNK,,152.0,UNK,,UNK,1,
10126313,GW006645.1.1,0.0,54.3,144.0,89.7,LIN,UNK,,127.0,UNK,,UNK,1,
10013916,GW006727.1.1,0.0,118.0,120.0,2.0,LIN,UNK,,127.0,UNK,,UNK,1,
10013916,GW006727.1.1,0.0,35.0,120.0,85.0,LIN,UNK,,203.0,UNK,,UNK,1,
10013916,GW006727.1.1,0.0,35.0,120.0,85.0,LIN,UNK,,203.0,UNK,,UNK,1,
10013916,GW006727.1.1,45.7,46.6,74.3,73.4,INLT,UNK,,127.0,UNK,,UNK,1,
10013916,GW006727.1.1,63.0,63.9,57.0,56.1,INLT,UNK,,127.0,UNK,,UNK,1,
10013916,GW006727.1.1,67.6,68.5,52.4,51.5,INLT,UNK,,127.0,UNK,,UNK,1,
10055740,GW850008.1.1,206.0,236.0,-109.0,-139.0,LIN,UNK,129.2,142.0,UNK,,UNK,1,
10055740,GW850008.1.1,210.0,236.0,-113.0,-139.0,LIN,UNK,129.2,142.0,UNK,,UNK,1,
10055740,GW850008.1.1,0.0,2.0,97.0,95.0,UNK,UNK,,300.0,UNK,,ROT,1,
10055740,GW850008.1.1,2.0,210.0,95.0,-113.0,UNK,UNK,,212.0,UNK,,ROT,1,
10055740,GW850008.1.1,210.0,236.0,-113.0,-139.0,UNK,UNK,,150.0,UNK,,ROT,1,
10115735,GW006467.1.1,0.0,3.0,113.0,110.0,INLT,UNK,,,UNK,,UNK,1,
10115735,GW006467.1.1,0.0,50.7,113.0,62.3,LIN,UNK,,127.0,UNK,,UNK,1,
10079953,GW003861.1.1,72.2,75.2,34.8,31.8,INLT,UNK,,95.0,UNK,,UNK,1,
10079953,GW003861.1.1,72.5,75.2,34.5,31.8,INLT,UNK,,102.0,UNK,,UNK,1,
10145809,GW003862.1.1,0.0,106.0,109.0,3.0,LIN,UNK,,203.0,UNK,,UNK,1,
10108473,GW006413.1.1,0.0,90.3,157.0,66.7,LIN,UNK,,127.0,UNK,,UNK,1,
10108473,GW006413.1.1,39.6,40.2,117.4,116.8,INLT,UNK,,127.0,UNK,,UNK,1,
10067371,GW003669.1.1,169.4,365.4,-45.27,-241.27,LIN,UNK,,127.0,UNK,,UNK,1,
10067371,GW003669.1.1,300.8,302.0,-176.67,-177.87,INLT,UNK,,127.0,UNK,,UNK,1,
10067371,GW003669.1.1,306.9,308.1,-182.77,-183.97,INLT,UNK,,127.0,UNK,,UNK,1,
10067371,GW003669.1.1,337.4,338.6,-213.27,-214.47,INLT,UNK,,127.0,UNK,,UNK,1,
10067371,GW003669.1.1,344.1,345.9,-219.97,-221.77,INLT,UNK,,127.0,UNK,,UNK,1,
10030979,GW006425.1.1,0.0,52.4,104.0,51.6,LIN,UNK,,127.0,UNK,,UNK,1,
10030979,GW006425.1.1,51.2,54.2,52.8,49.8,INLT,UNK,,76.0,UNK,,UNK,1,
10108047,GW003673.1.1,0.0,254.5,126.0,-128.5,LIN,UNK,,127.0,UNK,,UNK,1,
10108047,GW003673.1.1,0.0,91.3,126.0,34.7,LIN,UNK,,152.0,UNK,,UNK,1,
10108047,GW003673.1.1,158.4,159.6,-32.4,-33.6,INLT,UNK,,127.0,UNK,,UNK,1,
10108047,GW003673.1.1,163.9,165.1,-37.9,-39.1,INLT,UNK,,127.0,UNK,,UNK,1,
10108047,GW003673.1.1,212.7,213.9,-86.7,-87.9,INLT,UNK,,127.0,UNK,,UNK,1,
10108047,GW003673.1.1,217.9,219.1,-91.9,-93.1,INLT,UNK,,127.0,UNK,,UNK,1,
10108047,GW003673.1.1,223.1,224.3,-97.1,-98.3,INLT,UNK,,127.0,UNK,,UNK,1,
10108047,GW003673.1.1,247.1,275.2,-121.1,-149.2,LIN,UNK,,101.0,UNK,,UNK,1,
10094131,GW003853.1.1,0.0,35.7,133.0,97.3,LIN,UNK,,203.0,UNK,,UNK,1,
10080003,GW003864.1.1,420.0,527.0,-297.0,-404.0,LIN,UNK,,127.0,UNK,,UNK,1,
10080003,GW003864.1.1,434.6,435.8,-311.6,-312.8,INLT,UNK,,127.0,UNK,,UNK,1,
10080003,GW003864.1.1,436.8,438.0,-313.8,-315.0,INLT,UNK,,127.0,UNK,,UNK,1,
10080003,GW003864.1.1,490.7,491.9,-367.7,-368.9,INLT,UNK,,127.0,UNK,,UNK,1,
10018417,GW003866.1.1,0.0,19.6,86.0,66.4,LIN,UNK,,203.0,UNK,,UNK,1,
10056632,GW850007.1.1,206.0,236.0,-110.0,-140.0,LIN,UNK,129.2,142.0,UNK,,UNK,1,
10056632,GW850007.1.1,210.0,236.0,-114.0,-140.0,LIN,UNK,129.2,142.0,UNK,,UNK,1,
10056632,GW850007.1.1,0.0,2.0,96.0,94.0,UNK,UNK,,300.0,UNK,,ROT,1,
10056632,GW850007.1.1,2.0,210.0,94.0,-114.0,UNK,UNK,,212.0,UNK,,ROT,1,
10056632,GW850007.1.1,210.0,236.0,-114.0,-140.0,UNK,UNK,,150.0,UNK,,ROT,1,
10046151,GW006401.1.1,0.0,284.1,103.0,-181.1,LIN,UNK,,127.0,UNK,,UNK,1,
10046151,GW006401.1.1,0.0,78.0,103.0,25.0,LIN,UNK,,152.0,UNK,,UNK,1,
10020455,GW003676.1.1,0.0,121.6,169.0,47.4,LIN,UNK,,152.0,UNK,,UNK,1,
10111423,GW006646.1.1,0.0,213.6,95.0,-118.6,LIN,UNK,,127.0,UNK,,UNK,1,
10111423,GW006646.1.1,0.0,74.6,95.0,20.4,LIN,UNK,,152.0,UNK,,UNK,1,
10076791,GW006730.1.1,0.0,193.9,99.0,-94.9,LIN,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,0.0,197.4,127.0,-70.4,LIN,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,0.0,55.7,127.0,71.3,LIN,UNK,,203.0,UNK,,UNK,1,
10120262,GW003717.1.1,0.5,270.7,126.5,-143.7,LIN,UNK,,152.0,UNK,,UNK,1,
10120262,GW003717.1.1,259.2,410.0,-132.2,-283.0,LIN,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,385.9,387.1,-258.9,-260.1,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,387.1,388.3,-260.1,-261.3,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,388.3,389.5,-261.3,-262.5,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,392.3,393.5,-265.3,-266.5,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,393.5,394.7,-266.5,-267.7,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,394.7,395.9,-267.7,-268.9,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,399.0,400.5,-272.0,-273.5,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,399.9,401.1,-272.9,-274.1,INLT,UNK,,127.0,UNK,,UNK,1,
10120262,GW003717.1.1,401.1,402.3,-274.1,-275.3,INLT,UNK,,127.0,UNK,,UNK,1,
10155185,GW850147.1.1,0.0,60.0,94.0,34.0,LIN,UNK,203.0,225.0,UNK,,UNK,1,
10155185,GW850147.1.1,135.5,174.0,-41.5,-80.0,LIN,UNK,101.0,114.0,UNK,,UNK,1,
10155185,GW850147.1.1,186.0,192.0,-92.0,-98.0,LIN,UNK,101.0,114.0,UNK,,UNK,1,
10155185,GW850147.1.1,174.0,186.0,-80.0,-92.0,INLT,UNK,104.0,116.0,UNK,,UNK,1,
10140412,GW003638.1.1,0.0,109.7,124.2,14.5,LIN,UNK,,152.0,UNK,,UNK,1,
10140412,GW003638.1.1,328.3,414.5,-204.1,-290.3,LIN,UNK,,127.0,UNK,,UNK,1,
10140412,GW003638.1.1,377.0,380.0,-252.8,-255.8,INLT,UNK,,127.0,UNK,,UNK,1,
10140412,GW003638.1.1,400.2,402.6,-276.0,-278.4,INLT,UNK,,127.0,UNK,,UNK,1,
10140412,GW003638.1.1,405.1,408.1,-280.9,-283.9,INLT,UNK,,127.0,UNK,,UNK,1,
10012219,GW003651.1.1,0.0,31.8,130.0,98.2,LIN,UNK,,203.0,UNK,,UNK,1,
10145972,GW003708.1.1,0.0,353.0,112.0,-241.0,LIN,UNK,,152.0,UNK,,UNK,1,
10145972,GW003708.1.1,0.0,353.0,112.0,-241.0,LIN,UNK,,152.0,UNK,,UNK,1,
10145972,GW003708.1.1,0.0,89.8,112.0,22.2,LIN,UNK,,203.0,UNK,,UNK,1,
10145972,GW003708.1.1,343.8,408.4,-231.8,-296.4,LIN,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,396.2,397.4,-284.2,-285.4,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,396.8,398.0,-284.8,-286.0,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,398.7,399.9,-286.7,-287.9,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,399.3,400.5,-287.3,-288.5,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,402.3,403.5,-290.3,-291.5,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,402.9,404.1,-290.9,-292.1,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,404.8,406.0,-292.8,-294.0,INLT,UNK,,127.0,UNK,,UNK,1,
10145972,GW003708.1.1,405.4,406.6,-293.4,-294.6,INLT,UNK,,127.0,UNK,,UNK,1,
10088372,GW006672.1.1,0.0,308.3,111.0,-197.3,LIN,UNK,,152.0,UNK,,UNK,1,
10088372,GW006672.1.1,0.0,12.6,111.0,98.4,LIN,UNK,,203.0,UNK,,UNK,1,
10026742,GW006729.1.1,0.0,62.0,112.0,50.0,LIN,UNK,,152.0,UNK,,UNK,1,
10049952,GW003804.1.1,0.0,120.0,164.0,44.0,LIN,UNK,,127.0,UNK,,UNK,1,
10049952,GW003804.1.1,0.0,120.0,164.0,44.0,LIN,UNK,,187.0,UNK,,UNK,1,
10145710,GW003859.1.1,0.0,503.5,121.0,-382.5,LIN,UNK,,127.0,UNK,,UNK,1,
10145710,GW003859.1.1,0.0,179.8,121.0,-58.8,LIN,UNK,,152.0,UNK,,UNK,1,
10145710,GW003859.1.1,499.9,535.2,-378.9,-414.2,LIN,UNK,,102.0,UNK,,UNK,1,
10145710,GW003859.1.1,504.4,506.5,-383.4,-385.5,INLT,UNK,,102.0,UNK,,UNK,1,
10145710,GW003859.1.1,518.8,529.8,-397.8,-408.8,INLT,UNK,,102.0,UNK,,UNK,1,
10151459,GW904489.1.1,0.0,28.5,89.0,60.5,LIN,UNK,125.0,141.0,UNK,,UNK,1,
10151459,GW904489.1.1,29.5,30.5,59.5,58.5,LIN,UNK,125.0,141.0,UNK,,UNK,1,
10151459,GW904489.1.1,28.6,29.6,60.4,59.4,INLT,UNK,141.0,141.0,UNK,,UNK,1,
10151459,GW904489.1.1,0.0,43.0,89.0,46.0,UNK,UNK,,260.0,UNK,,CBT,1,
10073018,GW006716.1.1,0.0,201.7,99.0,-102.7,LIN,UNK,,127.0,UNK,,UNK,1,
10073018,GW006716.1.1,0.0,34.2,99.0,64.8,LIN,UNK,,152.0,UNK,,UNK,1,
10031003,GW006719.1.1,0.0,140.0,126.0,-14.0,LIN,UNK,,127.0,UNK,,UNK,1,
10044005,GW006724.1.1,0.0,35.3,87.0,51.7,LIN,UNK,,114.0,UNK,,UNK,1,
10044005,GW006724.1.1,0.0,34.4,87.0,52.6,LIN,UNK,,152.0,UNK,,UNK,1,
10044005,GW006724.1.1,29.3,35.3,57.7,51.7,INLT,UNK,,114.0,UNK,,UNK,1,
10051635,GW003696.1.1,0.0,111.3,99.0,-12.3,LIN,UNK,,127.0,UNK,,UNK,1,
10051635,GW003696.1.1,111.3,143.3,-12.3,-44.3,LIN,UNK,,127.0,UNK,,UNK,1,
10051635,GW003696.1.1,143.3,146.3,-44.3,-47.3,INLT,UNK,,,UNK,,UNK,1,
10124281,GW003558.1.1,0.0,440.2,122.0,-318.2,LIN,UNK,,152.0,UNK,,UNK,1,
10124281,GW003558.1.1,432.1,566.3,-310.1,-444.3,LIN,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,470.0,472.4,-348.0,-350.4,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,482.2,484.6,-360.2,-362.6,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,493.8,495.0,-371.8,-373.0,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,496.2,497.4,-374.2,-375.4,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,499.9,501.1,-377.9,-379.1,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,502.6,503.8,-380.6,-381.8,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,512.7,513.6,-390.7,-391.6,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,514.5,515.7,-392.5,-393.7,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,533.4,534.6,-411.4,-412.6,INLT,UNK,,127.0,UNK,,UNK,1,
10124281,GW003558.1.1,537.7,538.9,-415.7,-416.9,INLT,UNK,,127.0,UNK,,UNK,1,
10122200,GW003695.1.1,106.3,220.4,23.7,-90.4,LIN,UNK,,127.0,UNK,,UNK,1,
10008810,GW006616.1.1,0.0,231.3,100.0,-131.3,LIN,UNK,,127.0,UNK,,UNK,1,
10008810,GW006616.1.1,0.0,50.0,100.0,50.0,LIN,UNK,,152.0,UNK,,UNK,1,
10039360,GW006763.1.1,0.0,106.9,100.0,-6.9,LIN,UNK,,127.0,UNK,,UNK,1,
10101996,GW006778.1.1,0.0,59.6,114.0,54.4,LIN,UNK,,127.0,UNK,,UNK,1,
10029528,GW003899.1.1,0.0,237.7,106.0,-131.7,LIN,UNK,,162.0,UNK,,UNK,1,
10029528,GW003899.1.1,0.0,67.4,106.0,38.6,LIN,UNK,,203.0,UNK,,UNK,1,
10143261,GW004001.1.1,0.0,260.6,114.3,-146.3,LIN,UNK,,152.0,UNK,,UNK,1,
10143261,GW004001.1.1,0.0,102.6,114.3,11.7,LIN,UNK,,203.0,UNK,,UNK,1,
10138816,GW004008.1.1,0.0,169.0,100.6,-68.4,LIN,UNK,,127.0,UNK,,UNK,1,
10138816,GW004008.1.1,264.0,308.0,-163.4,-207.4,INLT,UNK,,127.0,UNK,,UNK,1,
10138816,GW004008.1.1,3.0,68.3,97.6,32.3,LIN,UNK,,203.0,UNK,,UNK,1,
10001158,GW008363.1.1,0.0,6.2,127.0,120.8,LIN,UNK,,127.0,UNK,,UNK,1,
10001158,GW008363.1.1,0.0,505.9,127.0,-378.9,LIN,UNK,,152.0,UNK,,UNK,1,
10001158,GW008363.1.1,0.0,55.5,127.0,71.5,LIN,UNK,,203.0,UNK,,UNK,1,
10001158,GW008363.1.1,433.4,434.6,-306.4,-307.6,INLT,UNK,,152.0,UNK,,UNK,1,
10001158,GW008363.1.1,435.9,437.1,-308.9,-310.1,INLT,UNK,,152.0,UNK,,UNK,1,
10001158,GW008363.1.1,437.4,438.6,-310.4,-311.6,INLT,UNK,,152.0,UNK,,UNK,1,
10001158,GW008363.1.1,438.9,440.1,-311.9,-313.1,INLT,UNK,,152.0,UNK,,UNK,1,
10001158,GW008363.1.1,441.0,442.2,-314.0,-315.2,INLT,UNK,,152.0,UNK,,UNK,1,
10001158,GW008363.1.1,497.4,498.6,-370.4,-371.6,INLT,UNK,,152.0,UNK,,UNK,1,
10047847,GW006403.1.1,0.0,19.5,74.0,54.5,LIN,UNK,,152.0,UNK,,UNK,1,
10103547,GW006434.1.1,0.0,127.0,133.0,6.0,LIN,UNK,,152.0,UNK,,UNK,1,
10000119,GW003712.1.1,0.2,155.1,94.8,-60.1,LIN,UNK,,152.0,UNK,,UNK,1,
10055574,GW850028.1.1,0.0,132.0,94.61,-37.39,LIN,UNK,110.0,140.0,UNK,,UNK,1,
10055574,GW850028.1.1,80.0,90.0,14.61,4.61,LIN,UNK,110.0,140.0,UNK,,UNK,1,
10055574,GW850028.1.1,108.0,129.0,-13.39,-34.39,LIN,UNK,110.0,140.0,UNK,,UNK,1,
10055574,GW850028.1.1,0.0,5.0,94.61,89.61,UNK,UNK,,220.0,UNK,,ROT,1,
10055574,GW850028.1.1,5.0,132.0,89.61,-37.39,UNK,UNK,,194.0,UNK,,ROT,1,
10045153,GW850026.1.1,0.0,119.5,126.0,6.5,LIN,UNK,110.0,140.0,UNK,,UNK,1,
10045153,GW850026.1.1,101.5,116.5,24.5,9.5,LIN,UNK,110.0,140.0,UNK,,UNK,1,
10045153,GW850026.1.1,0.0,5.0,126.0,121.0,UNK,UNK,,220.0,UNK,,ROT,1,
10045153,GW850026.1.1,5.0,120.0,121.0,6.0,UNK,UNK,,194.0,UNK,,ROT,1,
10125008,GW006641.1.1,0.0,94.5,93.0,-1.5,LIN,UNK,,152.0,UNK,,UNK,1,
10020819,GW006670.1.1,0.0,87.5,111.25,23.75,LIN,UNK,,127.0,UNK,,UNK,1,
10118705,GW003761.1.1,0.2,344.2,128.8,-215.2,LIN,UNK,,127.0,UNK,,UNK,1,
10118705,GW003761.1.1,0.2,91.5,128.8,37.5,LIN,UNK,,152.0,UNK,,UNK,1,
10118705,GW003761.1.1,330.1,581.5,-201.1,-452.5,LIN,UNK,,102.0,UNK,,UNK,1,
10118705,GW003761.1.1,534.6,535.2,-405.6,-406.2,INLT,UNK,,101.0,UNK,,UNK,1,
10118705,GW003761.1.1,551.9,552.5,-422.9,-423.5,INLT,UNK,,101.0,UNK,,UNK,1,
10118705,GW003761.1.1,552.6,553.2,-423.6,-424.2,INLT,UNK,,101.0,UNK,,UNK,1,
10118705,GW003761.1.1,555.6,556.2,-426.6,-427.2,INLT,UNK,,101.0,UNK,,UNK,1,
10118705,GW003761.1.1,557.4,558.0,-428.4,-429.0,INLT,UNK,,101.0,UNK,,UNK,1,
10118705,GW003761.1.1,559.6,560.2,-430.6,-431.2,INLT,UNK,,101.0,UNK,,UNK,1,
10118705,GW003761.1.1,560.8,561.4,-431.8,-432.4,INLT,UNK,,101.0,UNK,,UNK,1,
