BoreID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,GALithType,MajorLithCode,MinorLithCode,Description,Source,LogType,geometry
10031937,GW004346.1.1,478.23,479.45,-356.5,-357.72,unk,ROCK,,ROCK GREEN,UNK,1.0,
10031937,GW004346.1.1,479.45,482.49,-357.72,-360.76,slate,SLTE,,SLATE GREY HARD,UNK,1.0,
10031937,GW004346.1.1,482.49,485.54,-360.76,-363.81,unk,UNKN,,GREEN HARD,UNK,1.0,
10031937,GW004346.1.1,485.54,492.55,-363.81,-370.82,unk,UNKN,,HARD SLIGHTLY GRITTY,UNK,1.0,
10031937,GW004346.1.1,492.55,494.38,-370.82,-372.65,unk,UNKN,,GREEN WHITE HARD,UNK,1.0,
10031937,GW004346.1.1,494.38,502.92,-372.65,-381.19,sandstone,SDSN,,SAND ROCK LIGHT GREEN HARD,UNK,1.0,
10031937,GW004346.1.1,502.92,503.83,-381.19,-382.1,unk,UNKN,,HARD,UNK,1.0,
10031937,GW004346.1.1,503.83,511.14,-382.1,-389.41,unk,UNKN,,GREEN WHITE HARD,UNK,1.0,
10031937,GW004346.1.1,511.14,515.11,-389.41,-393.38,unk,UNKN,,HARD,UNK,1.0,
10031937,GW004346.1.1,515.11,517.55,-393.38,-395.82,unk,UNKN,,GREENISH,UNK,1.0,
10031937,GW004346.1.1,517.55,519.98,-395.82,-398.25,slate,SLTE,,SLATE,UNK,1.0,
10031937,GW004346.1.1,519.98,523.64,-398.25,-401.91,unk,UNKN,,GREENISH SLIGHTLY GRITTY,UNK,1.0,
10031937,GW004346.1.1,523.64,528.52,-401.91,-406.79,unk,UNKN,,HARD,UNK,1.0,
10031937,GW004346.1.1,528.52,535.83,-406.79,-414.1,unk,UNKN,,GREENISH HARD,UNK,1.0,
10031937,GW004346.1.1,535.83,553.82,-414.1,-432.09,slate,SLTE,,SLATE,UNK,1.0,
10031937,GW004346.1.1,553.82,554.12,-432.09,-432.39,unk,ROCK,,ROCK HARD,UNK,1.0,
10031937,GW004346.1.1,554.12,566.31,-432.39,-444.58,slate,SLTE,,SLATE,UNK,1.0,
10031937,GW004346.1.1,554.12,566.31,-432.39,-444.58,unk,UNKN,,HARD SMALL PATCHY,UNK,1.0,
10031937,GW004346.1.1,566.31,569.06,-444.58,-447.33,slate,SLTE,,SLATE HARD,UNK,1.0,
10031937,GW004346.1.1,569.06,570.89,-447.33,-449.16,slate,SLTE,,SLATE FRIABLE,UNK,1.0,
10031937,GW004346.1.1,570.89,572.1,-449.16,-450.37,unk,ROCK,,ROCK SLATEY,UNK,1.0,
10031937,GW004346.1.1,572.1,573.32,-450.37,-451.59,slate,SLTE,,SLATE FRIABLE,UNK,1.0,
10031937,GW004346.1.1,573.32,573.63,-451.59,-451.9,unk,ROCK,,ROCK HARD SLATE,UNK,1.0,
10031937,GW004346.1.1,573.63,575.46,-451.9,-453.73,unk,ROCK,,ROCK SLATEY,UNK,1.0,
10031937,GW004346.1.1,575.46,577.59,-453.73,-455.86,unk,ROCK,,ROCK,UNK,1.0,
10031937,GW004346.1.1,577.59,582.47,-455.86,-460.74,unk,ROCK,,ROCK SLATEY,UNK,1.0,
10031937,GW004346.1.1,582.47,584.3,-460.74,-462.57,slate,SLTE,,SLATE FRIABLE,UNK,1.0,
10031937,GW004346.1.1,584.3,584.6,-462.57,-462.87,unk,ROCK,,ROCK SLATEY,UNK,1.0,
10146517,GW004350.1.1,0.0,1.83,83.0,81.17,soil,LOAM,,LOAM,UNK,1.0,
10146517,GW004350.1.1,1.83,5.49,81.17,77.51,boulders,BLDR,,BOULDERS CLAY,UNK,1.0,
10146517,GW004350.1.1,5.49,7.92,77.51,75.08,clay,CLAY,,CLAY,UNK,1.0,
10146517,GW004350.1.1,7.92,10.36,75.08,72.64,clay,CLAY,,CLAY,UNK,1.0,
10146517,GW004350.1.1,10.36,29.26,72.64,53.74,clay,CLAY,,CLAY,UNK,1.0,
10146517,GW004350.1.1,29.26,31.39,53.74,51.61,sand,SAND,,SANDSTONE WATER SUPPLY,UNK,1.0,
10146517,GW004350.1.1,31.39,40.23,51.61,42.77,unk,CLVM,,DRIFT,UNK,1.0,
10146517,GW004350.1.1,40.23,42.98,42.77,40.02,unk,CLVM,,DRIFT,UNK,1.0,
10146517,GW004350.1.1,42.98,146.91,40.02,-63.91,unk,ROCK,,ROCK,UNK,1.0,
10122202,GW004351.1.1,0.0,10.67,98.0,87.33,sand,SAND,,SAND RED HARD,UNK,1.0,
10122202,GW004351.1.1,10.67,25.91,87.33,72.09,clay,CLAY,,CLAY YELLOW,UNK,1.0,
10122202,GW004351.1.1,25.91,85.34,72.09,12.66,clay,CLAY,,CLAY,UNK,1.0,
10122202,GW004351.1.1,85.34,86.87,12.66,11.13,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10122202,GW004351.1.1,86.87,105.77,11.13,-7.77,clay,CLAY,,CLAY,UNK,1.0,
10122202,GW004351.1.1,105.77,147.52,-7.77,-49.52,sandstone,SDSN,,SANDSTONE COARSE WATERWORN,UNK,1.0,
10122202,GW004351.1.1,147.52,249.02,-49.52,-151.02,unk,ROCK,,ROCK RED HARD,UNK,1.0,
10122202,GW004351.1.1,249.02,255.12,-151.02,-157.12,clay,CLAY,,CLAY,UNK,1.0,
10122202,GW004351.1.1,249.02,255.12,-151.02,-157.12,sandstone,SDSN,,SANDSTONE WHITE,UNK,1.0,
10122202,GW004351.1.1,255.12,274.32,-157.12,-176.32,unk,ROCK,,ROCK RED,UNK,1.0,
10122202,GW004351.1.1,274.32,286.51,-176.32,-188.51,unk,ROCK,,ROCK WHITE SOFT,UNK,1.0,
10122202,GW004351.1.1,286.51,304.8,-188.51,-206.8,unk,ROCK,,ROCK RED,UNK,1.0,
10122202,GW004351.1.1,304.8,342.29,-206.8,-244.29,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10122202,GW004351.1.1,342.29,350.52,-244.29,-252.52,clay,CLAY,,CLAY RED,UNK,1.0,
10122202,GW004351.1.1,350.52,367.28,-252.52,-269.28,unk,ROCK,,ROCK RED SOFT HARD STREAKS,UNK,1.0,
10122202,GW004351.1.1,367.28,384.35,-269.28,-286.35,shale,SHLE,,SHALE RED CLAYEY,UNK,1.0,
10036291,GW004352.1.1,0.0,18.29,174.0,155.71,sand,SAND,,SAND RED HARD CLAY,UNK,1.0,
10036291,GW004352.1.1,18.29,145.39,155.71,28.61,clay,CLAY,,CLAY,UNK,1.0,
10036291,GW004352.1.1,145.39,149.35,28.61,24.65,unk,ROCK,,ROCK HARD,UNK,1.0,
10036291,GW004352.1.1,149.35,152.4,24.65,21.6,clay,CLAY,,CLAY,UNK,1.0,
10036291,GW004352.1.1,152.4,155.14,21.6,18.86,sand,SAND,,SAND CLAY,UNK,1.0,
10036291,GW004352.1.1,155.14,175.26,18.86,-1.26,clay,CLAY,,PIPE CLAY SAND,UNK,1.0,
10036291,GW004352.1.1,175.26,185.93,-1.26,-11.93,clay,CLAY,,PIPE CLAY,UNK,1.0,
10036291,GW004352.1.1,185.93,221.59,-11.93,-47.59,shale,SHLE,,SHALE WHITE,UNK,1.0,
10036291,GW004352.1.1,221.59,593.45,-47.59,-419.45,slate,SLTE,,SLATE DARK,UNK,1.0,
10036291,GW004352.1.1,221.59,593.45,-47.59,-419.45,shale,SHALE,,OR SHALE,UNK,1.0,
10012717,GW004353.1.1,0.0,4.57,90.0,85.43,sand,SAND,,SAND RED,UNK,1.0,
10012717,GW004353.1.1,4.57,31.09,85.43,58.91,clay,CLAY,,CLAY GREY,UNK,1.0,
10012717,GW004353.1.1,31.09,132.59,58.91,-42.59,clay,CLAY,,CLAY WATER SUPPLY,UNK,1.0,
10012717,GW004353.1.1,132.59,157.89,-42.59,-67.89,clay,CLAY,,CLAY GREEN,UNK,1.0,
10012717,GW004353.1.1,157.89,222.5,-67.89,-132.5,clay,CLAY,,CLAY RED,UNK,1.0,
10012717,GW004353.1.1,222.5,237.44,-132.5,-147.44,gravel,GRVL,,GRAVEL WATER SUPPLY,UNK,1.0,
10012717,GW004353.1.1,222.5,237.44,-132.5,-147.44,sand,SAND,,SAND WHITE,UNK,1.0,
10012717,GW004353.1.1,237.44,243.84,-147.44,-153.84,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,243.84,246.89,-153.84,-156.89,clay,CLAY,,CLAY SAND,UNK,1.0,
10012717,GW004353.1.1,246.89,322.17,-156.89,-232.17,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,322.17,325.22,-232.17,-235.22,clay,CLAY,,CLAY GREEN,UNK,1.0,
10012717,GW004353.1.1,325.22,327.66,-235.22,-237.66,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,327.66,335.28,-237.66,-245.28,unk,ROCK,,ROCK WHITE HARD,UNK,1.0,
10012717,GW004353.1.1,335.28,344.42,-245.28,-254.42,unk,ROCK,,ROCK RED VERY HARD,UNK,1.0,
10012717,GW004353.1.1,344.42,350.52,-254.42,-260.52,quartz rock,QRTZ,,QUARTZ WHITE,UNK,1.0,
10012717,GW004353.1.1,344.42,350.52,-254.42,-260.52,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10012717,GW004353.1.1,350.52,361.49,-260.52,-271.49,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,361.49,364.85,-271.49,-274.85,unk,ROCK,,ROCK WHITE,UNK,1.0,
10012717,GW004353.1.1,364.85,391.06,-274.85,-301.06,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,391.06,398.37,-301.06,-308.37,unk,ROCK,,ROCK WHITE,UNK,1.0,
10012717,GW004353.1.1,398.37,485.85,-308.37,-395.85,sandstone,SDSN,,SANDSTONE WHITE,UNK,1.0,
10012717,GW004353.1.1,398.37,485.85,-308.37,-395.85,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,485.85,541.02,-395.85,-451.02,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,541.02,548.64,-451.02,-458.64,sandstone,SDSN,,SANDSTONE WHITE,UNK,1.0,
10012717,GW004353.1.1,548.64,550.16,-458.64,-460.16,clay,CLAY,,CLAY,UNK,1.0,
10012717,GW004353.1.1,550.16,569.98,-460.16,-479.98,shale,SHLE,,SHALE RED,UNK,1.0,
10012717,GW004353.1.1,569.98,586.74,-479.98,-496.74,clay,CLAY,,CLAY,UNK,1.0,
10012717,GW004353.1.1,586.74,601.07,-496.74,-511.07,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10012717,GW004353.1.1,601.07,608.69,-511.07,-518.69,granite,GRNT,,GRANITE,UNK,1.0,
10144998,GW004354.1.1,0.0,21.34,86.0,64.66,clay,CLAY,,CLAY,UNK,1.0,
10144998,GW004354.1.1,21.34,22.86,64.66,63.14,sand,SAND,,SAND DRIFT,UNK,1.0,
10144998,GW004354.1.1,22.86,32.0,63.14,54.0,clay,CLAY,,CLAY,UNK,1.0,
10144998,GW004354.1.1,22.86,32.0,63.14,54.0,sand,SAND,,SAND STREAKS,UNK,1.0,
10144998,GW004354.1.1,32.0,45.72,54.0,40.28,clay,CLAY,,CLAY,UNK,1.0,
10144998,GW004354.1.1,45.72,60.05,40.28,25.95,sandstone,SDSN,,SANDSTONE WATER SUPPLY,UNK,1.0,
10144998,GW004354.1.1,60.05,67.97,25.95,18.03,unk,ROCK,,ROCK HARD,UNK,1.0,
10102621,GW004355.1.1,0.0,534.92,89.0,-445.92,clay,CLAY,,CLAY NOMINAL,UNK,1.0,
10102621,GW004355.1.1,0.0,534.92,89.0,-445.92,sandstone,SDSN,,SANDSTONE REDDISH NOMINAL,UNK,1.0,
10120556,GW004360.1.1,0.0,30.48,131.9,101.42,clay,CLAY,,CLAY SANDY WATER SUPPLY,UNK,1.0,
10120556,GW004360.1.1,30.48,38.1,101.42,93.8,sand,SAND,,SAND DRIFT,UNK,1.0,
10120556,GW004360.1.1,38.1,42.67,93.8,89.23,sand,SAND,,SAND CLAY,UNK,1.0,
10120556,GW004360.1.1,42.67,47.24,89.23,84.66,sand,SAND,,SAND HARD BANDS,UNK,1.0,
10120556,GW004360.1.1,47.24,60.96,84.66,70.94,sand,SAND,,SAND DRIFT,UNK,1.0,
10120556,GW004360.1.1,60.96,83.82,70.94,48.08,clay,CLAY,,CLAY WHITE,UNK,1.0,
10120556,GW004360.1.1,83.82,86.87,48.08,45.03,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10120556,GW004360.1.1,86.87,96.93,45.03,34.97,clay,CLAY,,CLAY WHITE,UNK,1.0,
10120556,GW004360.1.1,96.93,100.58,34.97,31.32,clay,CLAY,,CLAY WHITE SAND,UNK,1.0,
10120556,GW004360.1.1,100.58,105.16,31.32,26.74,sand,SAND,,SAND,UNK,1.0,
10120556,GW004360.1.1,105.16,109.73,26.74,22.17,clay,CLAY,,CLAY SAND,UNK,1.0,
10120556,GW004360.1.1,105.16,109.73,26.74,22.17,gravel,GRVL,,GRAVEL,UNK,1.0,
10120556,GW004360.1.1,109.73,118.87,22.17,13.03,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10120556,GW004360.1.1,118.87,152.4,13.03,-20.5,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,152.4,155.45,-20.5,-23.55,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,155.45,165.81,-23.55,-33.91,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,165.81,168.25,-33.91,-36.35,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,168.25,185.93,-36.35,-54.03,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,185.93,188.98,-54.03,-57.08,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,188.98,208.18,-57.08,-76.28,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,208.18,209.7,-76.28,-77.8,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,209.7,266.7,-77.8,-134.8,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,266.7,268.22,-134.8,-136.32,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,268.22,292.61,-136.32,-160.71,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,292.61,301.14,-160.71,-169.24,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,301.14,301.45,-169.24,-169.55,unk,ROCK,,ROCK HARD STREAKS,UNK,1.0,
10120556,GW004360.1.1,301.45,302.67,-169.55,-170.77,unk,ROCK,,ROCK,UNK,1.0,
10120556,GW004360.1.1,302.67,466.57,-170.77,-334.67,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,466.57,469.32,-334.67,-337.42,unk,ROCK,,ROCK HARD,UNK,1.0,
10120556,GW004360.1.1,469.32,531.5,-337.42,-399.6,shale,SHLE,,SHALE WATER SUPPLY,UNK,1.0,
10120556,GW004360.1.1,531.5,547.65,-399.6,-415.75,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10120556,GW004360.1.1,547.65,578.43,-415.75,-446.53,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,578.43,586.66,-446.53,-454.76,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10120556,GW004360.1.1,586.66,590.32,-454.76,-458.42,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,590.32,609.22,-458.42,-477.32,sandstone,SDSN,,SANDSTONE WATER SUPPLY,UNK,1.0,
10120556,GW004360.1.1,609.22,643.36,-477.32,-511.46,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,643.36,649.76,-511.46,-517.86,sand,SAND,,SAND DRIFT COARSE WATER SUPPLY,UNK,1.0,
10120556,GW004360.1.1,649.76,659.51,-517.86,-527.61,shale,SHLE,,SHALE,UNK,1.0,
10120556,GW004360.1.1,659.51,692.43,-527.61,-560.53,sandstone,SDSN,,SANDSTONE WATER SUPPLY,UNK,1.0,
10147345,GW004362.1.1,0.0,6.1,130.27,124.17,clay,CLAY,,CLAY,UNK,1.0,
10147345,GW004362.1.1,6.1,18.29,124.17,111.98,sand,SAND,,SAND,UNK,1.0,
10147345,GW004362.1.1,18.29,28.96,111.98,101.31,clay,CLAY,,CLAY,UNK,1.0,
10147345,GW004362.1.1,28.96,35.05,101.31,95.22,clay,CLAY,,CLAY,UNK,1.0,
10147345,GW004362.1.1,35.05,91.44,95.22,38.83,clay,CLAY,,CLAY WATER SUPPLY,UNK,1.0,
10147345,GW004362.1.1,91.44,262.13,38.83,-131.86,shale,SHLE,,SHALE,UNK,1.0,
10147345,GW004362.1.1,262.13,281.94,-131.86,-151.67,shale,SHLE,,SHALE SAND,UNK,1.0,
10147345,GW004362.1.1,281.94,539.5,-151.67,-409.23,shale,SHLE,,SHALE,UNK,1.0,
10147345,GW004362.1.1,539.5,545.59,-409.23,-415.32,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10147345,GW004362.1.1,545.59,563.88,-415.32,-433.61,shale,SHLE,,SHALE,UNK,1.0,
10147345,GW004362.1.1,563.88,573.02,-433.61,-442.75,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10147345,GW004362.1.1,573.02,634.29,-442.75,-504.02,shale,SHLE,,SHALE,UNK,1.0,
10147345,GW004362.1.1,634.29,639.78,-504.02,-509.51,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10147345,GW004362.1.1,639.78,655.62,-509.51,-525.35,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10133021,GW004363.1.1,0.0,18.29,140.03,121.74,sandstone,SDSN,,SANDSTONE HARD,UNK,1.0,
10133021,GW004363.1.1,18.29,147.83,121.74,-7.8,sand,SAND,,"SAND RUNNING NOMINAL WATER SUPPLY, AND HARD STREAKS, NOMINAL, AND SAND, QUICK",UNK,1.0,
10133021,GW004363.1.1,147.83,147.84,-7.8,-7.81,sand,SAND,,"SAND RUNNING, AND SHALE BANDS",UNK,1.0,
10133021,GW004363.1.1,147.84,183.79,-7.81,-43.76,shale,SHLE,,SHALE SOFT,UNK,1.0,
10133021,GW004363.1.1,183.79,208.79,-43.76,-68.76,shale,SHLE,,SHALE DARK HARD STREAKS,UNK,1.0,
10133021,GW004363.1.1,208.79,313.94,-68.76,-173.91,shale,SHLE,,SHALE BLACK NOMINAL NOMINAL NOMINAL WATER SUPPLY,UNK,1.0,
10133021,GW004363.1.1,313.94,327.66,-173.91,-187.63,clay,CLAY,,PIPE CLAY,UNK,1.0,
10133021,GW004363.1.1,327.66,344.42,-187.63,-204.39,shale,SHLE,,SHALE,UNK,1.0,
10133021,GW004363.1.1,344.42,355.09,-204.39,-215.06,clay,CLAY,,PIPE CLAY,UNK,1.0,
10133021,GW004363.1.1,355.09,400.81,-215.06,-260.78,shale,SHLE,,SHALE WHITE,UNK,1.0,
10133021,GW004363.1.1,400.81,405.38,-260.78,-265.35,shale,SHLE,,"SHALE WHITE, AND SANDSTONE, STREAKS",UNK,1.0,
10133021,GW004363.1.1,405.38,513.89,-265.35,-373.86,sandstone,SDSN,,SANDSTONE WATER SUPPLY,UNK,1.0,
10133021,GW004363.1.1,513.89,565.61,-373.86,-425.58,quartz rock,QRTZ,,QUARTZ WHITE,UNK,1.0,
10135750,GW004366.1.1,0.0,12.19,133.35,121.16,clay,CLAY,,CLAY WHITE SANDY,UNK,1.0,
10135750,GW004366.1.1,12.19,24.38,121.16,108.97,sand,SAND,,SAND RUNNING,UNK,1.0,
10135750,GW004366.1.1,24.38,39.62,108.97,93.73,clay,CLAY,,CLAY YELLOW SANDY,UNK,1.0,
10135750,GW004366.1.1,39.62,45.72,93.73,87.63,sand,SAND,,SAND YELLOW,UNK,1.0,
10135750,GW004366.1.1,45.72,48.77,87.63,84.58,clay,CLAY,,CLAY YELLOW SANDY,UNK,1.0,
10135750,GW004366.1.1,48.77,53.34,84.58,80.01,sand,SAND,,SAND YELLOW,UNK,1.0,
10135750,GW004366.1.1,53.34,97.54,80.01,35.81,clay,CLAY,,CLAY YELLOW,UNK,1.0,
10135750,GW004366.1.1,97.54,326.14,35.81,-192.79,shale,SHLE,,SHALE DARK,UNK,1.0,
10135750,GW004366.1.1,326.14,339.85,-192.79,-206.5,shale,SHLE,,SHALE DARK SAND,UNK,1.0,
10135750,GW004366.1.1,339.85,349.0,-206.5,-215.65,shale,SHLE,,SHALE LIGHT,UNK,1.0,
10135750,GW004366.1.1,349.0,466.34,-215.65,-332.99,shale,SHLE,,SHALE SOFT,UNK,1.0,
10135750,GW004366.1.1,466.34,472.44,-332.99,-339.09,shale,SHLE,,SHALE SANDY,UNK,1.0,
10135750,GW004366.1.1,472.44,544.07,-339.09,-410.72,shale,SHLE,,SHALE SOFT,UNK,1.0,
10135750,GW004366.1.1,544.07,554.74,-410.72,-421.39,shale,SHLE,,SHALE,UNK,1.0,
10135750,GW004366.1.1,554.74,568.45,-421.39,-435.1,shale,SHLE,,SHALE STICKY,UNK,1.0,
10135750,GW004366.1.1,568.45,582.17,-435.1,-448.82,shale,SHLE,,SHALE STICKY LIGHT,UNK,1.0,
10135750,GW004366.1.1,582.17,594.36,-448.82,-461.01,shale,SHLE,,SHALE LIGHT SAND,UNK,1.0,
10135750,GW004366.1.1,594.36,606.55,-461.01,-473.2,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10135750,GW004366.1.1,606.55,618.74,-473.2,-485.39,clay,CLAY,,CLAY WHITE,UNK,1.0,
10135750,GW004366.1.1,606.55,618.74,-473.2,-485.39,sand,SAND,,SAND,UNK,1.0,
10135750,GW004366.1.1,618.74,633.98,-485.39,-500.63,clay,CLAY,,CLAY WHITE,UNK,1.0,
10135750,GW004366.1.1,633.98,640.08,-500.63,-506.73,clay,CLAY,,CLAY BROWNISH,UNK,1.0,
10135750,GW004366.1.1,640.08,647.7,-506.73,-514.35,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10135750,GW004366.1.1,647.7,653.8,-514.35,-520.45,clay,CLAY,,CLAY WHITE,UNK,1.0,
10135750,GW004366.1.1,653.8,661.42,-520.45,-528.07,clay,CLAY,,CLAY WHITE SAND,UNK,1.0,
10135750,GW004366.1.1,661.42,665.99,-528.07,-532.64,sandstone,SDSN,,SANDSTONE,UNK,1.0,
10135750,GW004366.1.1,665.99,670.56,-532.64,-537.21,sandstone,SDSN,,SANDSTONE SOFT WATER SUPPLY,UNK,1.0,
10135750,GW004366.1.1,670.56,678.18,-537.21,-544.83,sand,SAND,,SAND,UNK,1.0,
10135750,GW004366.1.1,678.18,684.28,-544.83,-550.93,sand,SAND,,SAND HARD STREAKS,UNK,1.0,
10135750,GW004366.1.1,684.28,687.32,-550.93,-553.97,sand,SAND,,SAND,UNK,1.0,
10135750,GW004366.1.1,687.32,694.94,-553.97,-561.59,clay,CLAY,,CLAY WHITE,UNK,1.0,
10135750,GW004366.1.1,687.32,694.94,-553.97,-561.59,sand,SAND,,SAND,UNK,1.0,
10135750,GW004366.1.1,694.94,697.99,-561.59,-564.64,sand,SAND,,SAND GRAVEL,UNK,1.0,
10135750,GW004366.1.1,694.94,697.99,-561.59,-564.64,sandstone,SDSN,,SANDSTONE WATER SUPPLY,UNK,1.0,
10139239,GW004367.1.1,0.0,16.46,135.23,118.77,sand,SAND,,SAND LOAM,UNK,1.0,
10139239,GW004367.1.1,16.46,24.38,118.77,110.85,clay,CLAY,,CLAY BLACK,UNK,1.0,
10139239,GW004367.1.1,24.38,44.2,110.85,91.03,sand,SAND,,SAND,UNK,1.0,
10139239,GW004367.1.1,44.2,55.47,91.03,79.76,clay,CLAY,,CLAY,UNK,1.0,
10139239,GW004367.1.1,55.47,59.44,79.76,75.79,clay,CLAY,,CLAY RED,UNK,1.0,
10139239,GW004367.1.1,59.44,70.1,75.79,65.13,clay,CLAY,,CLAY BLACK,UNK,1.0,
10139239,GW004367.1.1,70.1,78.33,65.13,56.9,clay,CLAY,,CLAY YELLOW GRITTY,UNK,1.0,
10139239,GW004367.1.1,78.33,82.3,56.9,52.93,clay,CLAY,,PIPE CLAY,UNK,1.0,
10139239,GW004367.1.1,82.3,95.4,52.93,39.83,sand,SAND,,SAND COARSE,UNK,1.0,
10139239,GW004367.1.1,95.4,110.34,39.83,24.89,shale,SHLE,,SHALE BLACK,UNK,1.0,
10139239,GW004367.1.1,110.34,146.3,24.89,-11.07,shale,SHLE,,SHALE RED,UNK,1.0,
10139239,GW004367.1.1,146.3,188.98,-11.07,-53.75,sand,SAND,,SAND,UNK,1.0,
10139239,GW004367.1.1,188.98,345.03,-53.75,-209.8,shale,SHLE,,SHALE,UNK,1.0,
10139239,GW004367.1.1,345.03,350.52,-209.8,-215.29,shale,SHLE,,SHALE SANDY,UNK,1.0,
10139239,GW004367.1.1,350.52,472.44,-215.29,-337.21,shale,SHLE,,SHALE BLACK,UNK,1.0,
10139239,GW004367.1.1,472.44,573.02,-337.21,-437.79,shale,SHLE,,SHALE STREAKS,UNK,1.0,
10139239,GW004367.1.1,573.02,587.35,-437.79,-452.12,shale,SHLE,,SHALE,UNK,1.0,
10139239,GW004367.1.1,587.35,601.37,-452.12,-466.14,sand,SAND,,SAND WATER SUPPLY,UNK,1.0,
10139239,GW004367.1.1,601.37,670.56,-466.14,-535.33,sandstone,SDSN,,SAND ROCK,UNK,1.0,
10139239,GW004367.1.1,670.56,679.7,-535.33,-544.47,shale,SHLE,,SHALE SANDY,UNK,1.0,
10139239,GW004367.1.1,679.7,690.07,-544.47,-554.84,sandstone,SDSN,,SAND ROCK WATER SUPPLY,UNK,1.0,
10139239,GW004367.1.1,690.07,690.08,-554.84,-554.85,quartz rock,QRTZ,,QUARTZ,UNK,1.0,
10145533,GW004370.1.1,0.0,60.96,129.67,68.71,sand,SAND,,SAND,UNK,1.0,
10145533,GW004370.1.1,60.96,91.44,68.71,38.23,sand,SAND,,SAND QUICK,UNK,1.0,
10145533,GW004370.1.1,91.44,313.94,38.23,-184.27,shale,SHLE,,SHALE BROKEN SOME ROCK BARS,UNK,1.0,
10120263,GW004371.1.1,0.0,340.77,135.09,-205.68,clay,CLAY,,CLAY NOMINAL SHALE NOMINAL STONES THIN LAYERS HARD NOMINAL SANDSTONE BARS NOMINAL,UNK,1.0,
10030965,GW004383.1.1,0.0,4.57,134.86,130.29,soil,SOIL,,SOIL SURFACE,UNK,1.0,
10030965,GW004383.1.1,4.57,7.62,130.29,127.24,soil,SBSL,,SUBSOIL,UNK,1.0,
10030965,GW004383.1.1,7.62,12.8,127.24,122.06,unk,DRFT,,DRIFT WATER SUPPLY,UNK,1.0,
10030965,GW004383.1.1,12.8,25.6,122.06,109.26,clay,CLAY,,CLAY BLACK,UNK,1.0,
10030965,GW004383.1.1,25.6,30.63,109.26,104.23,unk,DRFT,,DRIFT,UNK,1.0,
10030965,GW004383.1.1,30.63,34.14,104.23,100.72,clay,CLAY,,CLAY WHITE,UNK,1.0,
10030965,GW004383.1.1,34.14,55.78,100.72,79.08,unk,DRFT,,DRIFT WATER SUPPLY,UNK,1.0,
10030965,GW004383.1.1,55.78,61.87,79.08,72.99,clay,CLAY,,CLAY,UNK,1.0,
10030965,GW004383.1.1,61.87,64.62,72.99,70.24,unk,DRFT,,DRIFT WATER SUPPLY,UNK,1.0,
10030965,GW004383.1.1,64.62,71.02,70.24,63.84,clay,CLAY,,CLAY,UNK,1.0,
10030965,GW004383.1.1,71.02,124.05,63.84,10.81,unk,DRFT,,DRIFT SOME GRAVEL WATER SUPPLY,UNK,1.0,
10030965,GW004383.1.1,124.05,125.27,10.81,9.59,unk,UNKN,,VEGETATION DECOMPOSED CLAY,UNK,1.0,
