BoreID,HydroCode,FromDepth,ToDepth,TopElev,BottomElev,GALithType,MajorLithCode,MinorLithCode,Description,Source,LogType,geometry
40090280,4516,0.0,496.82,143.6,-353.22,unk,UNKN,,NO STRATA DETAILS,QLD DNRME GWDB,1.0,
40152181,10641A,0.0,1.83,146.31,144.48,unk,UNKN,,RED SOIL,QLD DNRME GWDB,1.0,
40152181,10641A,1.83,14.02,144.48,132.29,sandstone,SANDSTONE,,SANDSTONE & CLAY,QLD DNRME GWDB,1.0,
40152181,10641A,14.02,17.07,132.29,129.24,unk,UNKN,,SALT WATER,QLD DNRME GWDB,1.0,
40152181,10641A,17.07,20.12,129.24,126.19,clay,CLAY,,COLOURED CLAYS,QLD DNRME GWDB,1.0,
40152181,10641A,20.12,25.3,126.19,121.01,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40152181,10641A,25.3,26.82,121.01,119.49,clay,CLAY,,HARD CLAYS,QLD DNRME GWDB,1.0,
40152181,10641A,26.82,32.0,119.49,114.31,limestone,LIMESTONE,,LIMESTONE,QLD DNRME GWDB,1.0,
40152181,10641A,32.0,38.1,114.31,108.21,clay,CLAY,,HARD CLAY,QLD DNRME GWDB,1.0,
40152181,10641A,38.1,51.82,108.21,94.49,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,51.82,64.01,94.49,82.3,shale,SHALE,,HARD GREY SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,64.01,64.62,82.3,81.69,shale,SHALE,,GREY SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,64.62,94.49,81.69,51.82,shale,SHALE,,GREY SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,94.49,97.54,51.82,48.77,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40152181,10641A,97.54,108.2,48.77,38.11,clay,CLAY,,GRAVELLY & BLUE CLAY,QLD DNRME GWDB,1.0,
40152181,10641A,108.2,109.73,38.11,36.58,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40152181,10641A,109.73,173.74,36.58,-27.43,clay,CLAY,,BLUE CLAY & BLUE SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,173.74,190.5,-27.43,-44.19,sandstone,SANDSTONE,,GRAVELLY SANDSTONE,QLD DNRME GWDB,1.0,
40152181,10641A,190.5,213.36,-44.19,-67.05,sandstone,SANDSTONE,,BLUE SANDY SANDSTONE & CLAY,QLD DNRME GWDB,1.0,
40152181,10641A,213.36,304.8,-67.05,-158.49,shale,SHALE,,GRAVELLY SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,304.8,341.38,-158.49,-195.07,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,341.38,344.42,-195.07,-198.11,shale,SHALE,,BLUE GRAVELLY SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,344.42,355.09,-198.11,-208.78,shale,SHALE,,GRAVELLY BROWN SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,355.09,369.72,-208.78,-223.41,shale,SHALE,,GRAVELLY BROWN SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,369.72,370.64,-223.41,-224.33,sandstone,SANDSTONE,,SANDROCK,QLD DNRME GWDB,1.0,
40152181,10641A,370.64,373.68,-224.33,-227.37,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1.0,
40152181,10641A,373.68,402.64,-227.37,-256.33,shale,SHALE,,GRAVELLY BROWN SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,402.64,404.16,-256.33,-257.85,sandstone,SANDSTONE,,SANDROCK,QLD DNRME GWDB,1.0,
40152181,10641A,404.16,457.2,-257.85,-310.89,shale,SHALE,,GRAVELLY BROWN SHALE & GRAVELLY SHALE,QLD DNRME GWDB,1.0,
40152181,10641A,457.2,478.54,-310.89,-332.23,slate,SLATE,,GRAVELLY SLATE,QLD DNRME GWDB,1.0,
40123058,10979A,0.0,169.16,143.7,-25.46,unk,UNKN,,NO STRATA DETAILS,QLD DNRME GWDB,1.0,
40146604,11591A,0.0,7.92,139.87,131.95,soil,TPSL,,"SOIL, BOULDERS, SILICA, SANDSTONE",QLD DNRME GWDB,1.0,
40146604,11591A,7.92,33.22,131.95,106.65,limestone,LIMESTONE,,WHITE LIMESTONE,QLD DNRME GWDB,1.0,
40146604,11591A,33.22,40.84,106.65,99.03,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1.0,
40146604,11591A,40.84,72.24,99.03,67.63,shale,SHALE,,BLACK SHALE,QLD DNRME GWDB,1.0,
40146604,11591A,72.24,129.54,67.63,10.33,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146604,11591A,129.54,146.3,10.33,-6.43,sand,SAND,,GREEN SAND,QLD DNRME GWDB,1.0,
40146604,11591A,138.7,146.3,1.17,-6.43,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SUITABLE,QLD DNRME GWDB,1.0,
40146604,11591A,146.3,153.92,-6.43,-14.05,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40146604,11591A,153.92,160.02,-14.05,-20.15,shale,SHALE,,SAND SHALE,QLD DNRME GWDB,1.0,
40146604,11591A,157.0,158.5,-17.13,-18.63,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SUITABLE,QLD DNRME GWDB,1.0,
40143307,12104A,0.0,1.83,147.21,145.38,sand,SAND,,SAND,QLD DNRME GWDB,1.0,
40143307,12104A,1.83,4.57,145.38,142.64,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40143307,12104A,4.57,10.67,142.64,136.54,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40143307,12104A,10.67,28.04,136.54,119.17,sandstone,SANDSTONE,,SANDSTONE AND CLAY,QLD DNRME GWDB,1.0,
40143307,12104A,18.3,,128.91,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: POTABLE,QLD DNRME GWDB,1.0,
40143307,12104A,27.4,,119.81,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40143307,12104A,28.04,57.91,119.17,89.3,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1.0,
40143307,12104A,57.91,182.88,89.3,-35.67,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40143307,12104A,182.88,219.46,-35.67,-72.25,sandy shale,SANDY SHALE,,SANDY SHALE WITH SALT WATER,QLD DNRME GWDB,1.0,
40143307,12104A,195.1,,-47.89,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40143307,12104A,219.46,335.28,-72.25,-188.07,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40143307,12104A,335.28,361.19,-188.07,-213.98,sandy shale,SANDY SHALE,,"SANDY SHALE, FRESH WATER",QLD DNRME GWDB,1.0,
40143307,12104A,361.19,463.91,-213.98,-316.7,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40143307,12104A,463.9,,-316.69,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1.0,
40143307,12104A,463.91,471.83,-316.7,-324.62,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40149635,12214A,0.0,6.1,144.86,138.76,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40149635,12214A,6.1,12.19,138.76,132.67,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40149635,12214A,12.19,15.24,132.67,129.62,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40149635,12214A,12.2,,132.66,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40149635,12214A,15.24,30.48,129.62,114.38,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40149635,12214A,30.48,45.72,114.38,99.14,clay,CLAY,,WHITE CLAY,QLD DNRME GWDB,1.0,
40149635,12214A,45.72,182.88,99.14,-38.02,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,182.88,184.4,-38.02,-39.54,unk,UNKN,,WATER SAND,QLD DNRME GWDB,1.0,
40149635,12214A,184.4,190.5,-39.54,-45.64,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,190.5,201.17,-45.64,-56.31,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,201.17,292.61,-56.31,-147.75,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,292.61,300.23,-147.75,-155.37,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,300.2,,-155.34,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1.0,
40149635,12214A,300.23,301.75,-155.37,-156.89,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40149635,12214A,301.75,316.99,-156.89,-172.13,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,316.99,352.04,-172.13,-207.18,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,352.04,353.57,-207.18,-208.71,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40149635,12214A,353.57,365.76,-208.71,-220.9,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40149635,12214A,365.76,368.2,-220.9,-223.34,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40149635,12214A,368.2,370.33,-223.34,-225.47,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,0.0,2.7,145.7,143.0,boulders,BLDR,,BOULDERS,QLD DNRME GWDB,1.0,
40136062,12472A,2.7,12.0,143.0,133.7,sandstone,SANDSTONE,,YELLOW SANDSTONE,QLD DNRME GWDB,1.0,
40136062,12472A,12.0,24.0,133.7,121.7,unk,UNKN,,WHITE ROCK,QLD DNRME GWDB,1.0,
40136062,12472A,24.0,48.5,121.7,97.2,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1.0,
40136062,12472A,48.5,61.5,97.2,84.2,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,61.5,122.0,84.2,23.7,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,122.0,134.0,23.7,11.7,sandy shale,SANDY SHALE,,SANDY GREY SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,134.0,143.25,11.7,2.45,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,143.25,144.0,2.45,1.7,sandstone,SANDSTONE,,HARD SANDSTONE BAND,QLD DNRME GWDB,1.0,
40136062,12472A,144.0,152.5,1.7,-6.8,unk,UNKN,,SANDY BROWN SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,152.5,155.5,-6.8,-9.8,sandstone,SANDSTONE,,GREY SANDSTONE & SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,155.5,175.0,-9.8,-29.3,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,175.0,236.0,-29.3,-90.3,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,236.0,237.5,-90.3,-91.8,unk,UNKN,,WATER INCREASE TO 4000 GPD,QLD DNRME GWDB,1.0,
40136062,12472A,237.5,247.0,-91.8,-101.3,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,247.0,327.5,-101.3,-181.8,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40136062,12472A,327.5,337.0,-181.8,-191.3,shale,SHALE,,GREY SHALE & SANDSTONE,QLD DNRME GWDB,1.0,
40136062,12472A,337.0,343.0,-191.3,-197.3,sandstone,SANDSTONE,,"GREY SANDSTONE 28,000 GPD",QLD DNRME GWDB,1.0,
40136062,12472A,337.0,343.0,-191.3,-197.3,unk,UNKN,,QUALITY DESCRIP/ CONDUT: 1000,QLD DNRME GWDB,1.0,
40136062,12472A,343.0,346.0,-197.3,-200.3,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,0.0,12.19,144.84,132.65,sand,SAND,,SAND,QLD DNRME GWDB,1.0,
40151891,12580A,12.19,18.29,132.65,126.55,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40151891,12580A,18.29,21.34,126.55,123.5,unk,UNKN,,SALT WATER,QLD DNRME GWDB,1.0,
40151891,12580A,21.34,91.44,123.5,53.4,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,91.44,94.49,53.4,50.35,clay,CLAY,,CLAY,QLD DNRME GWDB,1.0,
40151891,12580A,94.49,106.68,50.35,38.16,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40151891,12580A,106.68,208.79,38.16,-63.95,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,208.79,210.31,-63.95,-65.47,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40151891,12580A,210.31,211.53,-65.47,-66.69,unk,UNKN,,HARD BAND,QLD DNRME GWDB,1.0,
40151891,12580A,211.53,219.46,-66.69,-74.62,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40151891,12580A,219.46,365.76,-74.62,-220.92,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,365.76,368.81,-220.92,-223.97,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40151891,12580A,368.81,426.72,-223.97,-281.88,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,426.72,457.2,-281.88,-312.36,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,457.2,481.58,-312.36,-336.74,shale,SHALE,,SHALE & STREAKS SANDY SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,481.58,493.78,-336.74,-348.94,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,493.78,501.4,-348.94,-356.56,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40151891,12580A,501.4,507.5,-356.56,-362.66,unk,UNKN,,QUALITY DESCRIP/CONDUCT:    990,QLD DNRME GWDB,1.0,
40151891,12580A,501.4,502.92,-356.56,-358.08,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40151891,12580A,502.92,518.16,-358.08,-373.32,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,0.0,0.61,143.51,142.9,soil,LOAM,,SANDY LOAM,QLD DNRME GWDB,1.0,
40146373,13260A,0.61,2.74,142.9,140.77,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1.0,
40146373,13260A,2.74,7.32,140.77,136.19,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40146373,13260A,7.3,,136.21,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40146373,13260A,7.32,11.58,136.19,131.93,sand,SAND,,DRIFTSAND WATER BED,QLD DNRME GWDB,1.0,
40146373,13260A,11.58,12.8,131.93,130.71,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1.0,
40146373,13260A,12.8,17.37,130.71,126.14,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40146373,13260A,17.37,21.03,126.14,122.48,unk,UNKN,,HARD ROCK,QLD DNRME GWDB,1.0,
40146373,13260A,21.03,35.05,122.48,108.46,unk,UNKN,,GRITTY CLAY,QLD DNRME GWDB,1.0,
40146373,13260A,35.05,49.68,108.46,93.83,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1.0,
40146373,13260A,49.68,51.82,93.83,91.69,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,51.82,56.39,91.69,87.12,clay,CLAY,,CLAY,QLD DNRME GWDB,1.0,
40146373,13260A,56.39,82.91,87.12,60.6,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,82.9,83.5,60.61,60.01,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40146373,13260A,82.91,83.52,60.6,59.99,gravel,GRAVEL,,GRAVEL,QLD DNRME GWDB,1.0,
40146373,13260A,83.52,166.12,59.99,-22.61,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,166.1,182.9,-22.59,-39.39,unk,UNKN,,QUALITY DESCRIP/CONDUCT: BRACKISH,QLD DNRME GWDB,1.0,
40146373,13260A,166.12,187.45,-22.61,-43.94,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40146373,13260A,187.45,267.92,-43.94,-124.41,sandy shale,SANDY SHALE,,SANDY SHALE SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,267.92,269.75,-124.41,-126.24,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40146373,13260A,269.75,274.32,-126.24,-130.81,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,274.32,326.14,-130.81,-182.63,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,326.14,327.05,-182.63,-183.54,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,327.05,345.34,-183.54,-201.83,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,345.3,346.2,-201.79,-202.69,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1.0,
40146373,13260A,345.34,346.25,-201.83,-202.74,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1.0,
40146373,13260A,346.25,347.47,-202.74,-203.96,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,347.47,356.62,-203.96,-213.11,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,356.6,357.8,-213.09,-214.29,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1.0,
40146373,13260A,356.62,357.84,-213.11,-214.33,sandstone,SANDSTONE,,SANDSTONE WATER BED,QLD DNRME GWDB,1.0,
40146373,13260A,357.84,363.32,-214.33,-219.81,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,363.32,430.99,-219.81,-287.48,shale,SHALE,,HARD BANDS SHALE,QLD DNRME GWDB,1.0,
40146373,13260A,430.99,433.12,-287.48,-289.61,sandstone,SANDSTONE,,SANDSTONE WATERBED,QLD DNRME GWDB,1.0,
40146373,13260A,433.12,434.34,-289.61,-290.83,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,0.0,1.22,144.08,142.86,soil,TPSL,,TOP SOIL,QLD DNRME GWDB,1.0,
40150892,14100A,1.22,7.62,142.86,136.46,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1.0,
40150892,14100A,7.6,8.2,136.48,135.88,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40150892,14100A,7.62,8.84,136.46,135.24,sand,SAND,,SAND,QLD DNRME GWDB,1.0,
40150892,14100A,8.84,13.72,135.24,130.36,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1.0,
40150892,14100A,13.72,18.12,130.36,125.96,limestone,LIMESTONE,,LIMESTONE,QLD DNRME GWDB,1.0,
40150892,14100A,18.12,28.96,125.96,115.12,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1.0,
40150892,14100A,28.96,51.82,115.12,92.26,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1.0,
40150892,14100A,51.82,58.83,92.26,85.25,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1.0,
40150892,14100A,58.83,64.01,85.25,80.07,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,64.01,71.63,80.07,72.45,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,71.63,74.07,72.45,70.01,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,74.07,74.68,70.01,69.4,unk,UNKN,,ROCK,QLD DNRME GWDB,1.0,
40150892,14100A,74.68,90.53,69.4,53.55,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,90.53,156.67,53.55,-12.59,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,152.4,156.9,-8.32,-12.82,unk,UNKN,,QUALITY DESCRIP/CONDUCT: BRACKISH,QLD DNRME GWDB,1.0,
40150892,14100A,156.67,160.02,-12.59,-15.94,sandstone,SANDSTONE,,WATER BED SANDSTONE,QLD DNRME GWDB,1.0,
40150892,14100A,160.02,167.03,-15.94,-22.95,sandstone,SANDSTONE,,SANDROCK,QLD DNRME GWDB,1.0,
40150892,14100A,166.1,,-22.02,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: BRACKISH,QLD DNRME GWDB,1.0,
40150892,14100A,167.03,336.8,-22.95,-192.72,sandy shale,SANDY SHALE,,SANDY SHALE & SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,336.8,342.29,-192.72,-198.21,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,342.29,345.95,-198.21,-201.87,unk,UNKN,,WATER BEARING SANDSTONE,QLD DNRME GWDB,1.0,
40150892,14100A,342.3,346.0,-198.22,-201.92,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1050,QLD DNRME GWDB,1.0,
40150892,14100A,345.95,350.52,-201.87,-206.44,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,350.52,355.09,-206.44,-211.01,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,355.09,356.01,-211.01,-211.93,unk,UNKN,,WATER BEARING SAND,QLD DNRME GWDB,1.0,
40150892,14100A,355.1,,-211.02,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1050,QLD DNRME GWDB,1.0,
40150892,14100A,356.01,356.92,-211.93,-212.84,shale,SHALE,,SHALE,QLD DNRME GWDB,1.0,
40150892,14100A,356.92,357.23,-212.84,-213.15,sand,SAND,,WATER BED SAND,QLD DNRME GWDB,1.0,
40150892,14100A,357.2,,-213.12,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1050,QLD DNRME GWDB,1.0,
40150892,14100A,357.23,357.23,-213.15,-213.15,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40141615,18194A,0.0,6.71,140.56,133.85,soil,TPSL,,BLACK SUB SOIL,QLD DNRME GWDB,1.0,
40141615,18194A,6.7,,133.86,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40141615,18194A,6.71,12.8,133.85,127.76,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1.0,
40141615,18194A,12.8,48.46,127.76,92.1,clay,CLAY,,COLOURED CLAYS,QLD DNRME GWDB,1.0,
40141615,18194A,48.46,60.05,92.1,80.51,shale,SHALE,,GREY SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,60.05,79.55,80.51,61.01,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,79.55,80.77,61.01,59.79,sandy shale,SANDY SHALE,,GREY SANDY SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,79.6,,60.96,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1.0,
40141615,18194A,80.77,166.73,59.79,-26.17,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,166.7,,-26.14,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   2260,QLD DNRME GWDB,1.0,
40141615,18194A,166.73,170.08,-26.17,-29.52,sandstone,SANDSTONE,,GREY SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,170.08,171.6,-29.52,-31.04,sandstone,SANDSTONE,,HARD GREY SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,171.6,306.02,-31.04,-165.46,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,306.02,306.63,-165.46,-166.07,sandstone,SANDSTONE,,GREY SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,306.63,333.15,-166.07,-192.59,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,333.15,369.42,-192.59,-228.86,shale,SHALE,,BROWN & GREY SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,369.42,378.26,-228.86,-237.7,unk,UNKN,,BANDS OF SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,378.26,415.44,-237.7,-274.88,shale,SHALE,,GREY & BROWN SHALE,QLD DNRME GWDB,1.0,
40141615,18194A,415.44,462.08,-274.88,-321.52,sandstone,SANDSTONE,,HARD BANDS OF SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,462.08,468.17,-321.52,-327.61,limestone,LIMESTONE,,LIMESTONE,QLD DNRME GWDB,1.0,
40141615,18194A,468.17,478.84,-327.61,-338.28,sandstone,SANDSTONE,,SANDSTONE & BANDS OF SLATE,QLD DNRME GWDB,1.0,
40141615,18194A,478.84,493.78,-338.28,-353.22,sandstone,SANDSTONE,,GREY SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,493.78,496.82,-353.22,-356.26,shale,SHALE,,BLUE SHALE & SANDSTONE,QLD DNRME GWDB,1.0,
40141615,18194A,496.82,496.82,-356.26,-356.26,unk,UNKN,,WATER,QLD DNRME GWDB,1.0,
40105296,26246A,0.0,9.75,134.93,125.18,sandy clay,SANDY CLAYS,,GREY-GREEN CLAYS AND SANDY CLAYS,QLD DNRME GWDB,1.0,
40105296,26246A,9.75,12.19,125.18,122.74,unk,UNKN,,LIGHT GREY FRIABLE FINE GRAINED,QLD DNRME GWDB,1.0,
40105296,26246A,12.19,15.24,122.74,119.69,unk,UNKN,,"LIGHT GREY TO GREY-WHITE, FRIABLE",QLD DNRME GWDB,1.0,
40137229,4521A,0.0,513.59,140.6,-372.99,unk,UNKN,,NO STRATA DETAILS,QLD DNRME GWDB,1.0,
40141179,4525A,0.0,495.6,146.0,-349.6,unk,UNKN,,NO STRATA DETAILS,QLD DNRME GWDB,1.0,
40141857,4640A,0.0,533.4,132.26,-401.14,unk,UNKN,,FIRST FLOW AT APPROX 1410FT-SECOND,QLD DNRME GWDB,1.0,
40141857,4640A,531.9,,-399.64,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SUITABLE,QLD DNRME GWDB,1.0,
40132454,4647A,0.0,0.91,136.62,135.71,soil,TPSL,,SOIL,QLD DNRME GWDB,1.0,
40132454,4647A,0.91,1.83,135.71,134.79,limestone,LIMESTONE,,LIMESTONE BOULDERS,QLD DNRME GWDB,1.0,
40132454,4647A,1.83,4.88,134.79,131.74,limestone,LIMESTONE,,HARD LIMESTONE,QLD DNRME GWDB,1.0,
40132454,4647A,4.88,23.77,131.74,112.85,unk,UNKN,,WHITE PIPECLAY,QLD DNRME GWDB,1.0,
40132454,4647A,23.77,31.7,112.85,104.92,clay,CLAY,,GREY CLAY FRESH WATER STRUCK AT 78 FT,QLD DNRME GWDB,1.0,
40132454,4647A,31.7,50.29,104.92,86.33,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1.0,
