BoreID	HydroCode	FromDepth	ToDepth	GALithType	MajorLithCode	MinorLithCode	Description	X	Y	TopElev
40090280	4516	0.0	496.82	unk	UNKN		NO STRATA DETAILS	424911.5578547118	6801327.0663660485	143.6
40152181	10641A	0.0	1.83	unk	UNKN		RED SOIL	433988.51618354104	6801691.939705968	146.31
40152181	10641A	1.83	14.02	sandstone	SANDSTONE		SANDSTONE & CLAY	433988.51618354104	6801691.939705968	144.48
40152181	10641A	14.02	17.07	unk	UNKN		SALT WATER	433988.51618354104	6801691.939705968	132.29
40152181	10641A	17.07	20.12	clay	CLAY		COLOURED CLAYS	433988.51618354104	6801691.939705968	129.24
40152181	10641A	20.12	25.3	sand	SAND		DRIFT SAND	433988.51618354104	6801691.939705968	126.19
40152181	10641A	25.3	26.82	clay	CLAY		HARD CLAYS	433988.51618354104	6801691.939705968	121.01
40152181	10641A	26.82	32.0	limestone	LIMESTONE		LIMESTONE	433988.51618354104	6801691.939705968	119.49
40152181	10641A	32.0	38.1	clay	CLAY		HARD CLAY	433988.51618354104	6801691.939705968	114.31
40152181	10641A	38.1	51.82	shale	SHALE		BROWN SHALE	433988.51618354104	6801691.939705968	108.21
40152181	10641A	51.82	64.01	shale	SHALE		HARD GREY SHALE	433988.51618354104	6801691.939705968	94.49
40152181	10641A	64.01	64.62	shale	SHALE		GREY SHALE	433988.51618354104	6801691.939705968	82.3
40152181	10641A	64.62	94.49	shale	SHALE		GREY SHALE	433988.51618354104	6801691.939705968	81.69
40152181	10641A	94.49	97.54	sand	SAND		DRIFT SAND	433988.51618354104	6801691.939705968	51.82
40152181	10641A	97.54	108.2	clay	CLAY		GRAVELLY & BLUE CLAY	433988.51618354104	6801691.939705968	48.77
40152181	10641A	108.2	109.73	sand	SAND		DRIFT SAND	433988.51618354104	6801691.939705968	38.11
40152181	10641A	109.73	173.74	clay	CLAY		BLUE CLAY & BLUE SHALE	433988.51618354104	6801691.939705968	36.58
40152181	10641A	173.74	190.5	sandstone	SANDSTONE		GRAVELLY SANDSTONE	433988.51618354104	6801691.939705968	-27.43
40152181	10641A	190.5	213.36	sandstone	SANDSTONE		BLUE SANDY SANDSTONE & CLAY	433988.51618354104	6801691.939705968	-44.19
40152181	10641A	213.36	304.8	shale	SHALE		GRAVELLY SHALE	433988.51618354104	6801691.939705968	-67.05
40152181	10641A	304.8	341.38	shale	SHALE		BLUE SHALE	433988.51618354104	6801691.939705968	-158.49
40152181	10641A	341.38	344.42	shale	SHALE		BLUE GRAVELLY SHALE	433988.51618354104	6801691.939705968	-195.07
40152181	10641A	344.42	355.09	shale	SHALE		GRAVELLY BROWN SHALE	433988.51618354104	6801691.939705968	-198.11
40152181	10641A	355.09	369.72	shale	SHALE		GRAVELLY BROWN SHALE	433988.51618354104	6801691.939705968	-208.78
40152181	10641A	369.72	370.64	sandstone	SANDSTONE		SANDROCK	433988.51618354104	6801691.939705968	-223.41
40152181	10641A	370.64	373.68	sandy clay	SANDY CLAY		SANDY CLAY	433988.51618354104	6801691.939705968	-224.33
40152181	10641A	373.68	402.64	shale	SHALE		GRAVELLY BROWN SHALE	433988.51618354104	6801691.939705968	-227.37
40152181	10641A	402.64	404.16	sandstone	SANDSTONE		SANDROCK	433988.51618354104	6801691.939705968	-256.33
40152181	10641A	404.16	457.2	shale	SHALE		GRAVELLY BROWN SHALE & GRAVELLY SHALE	433988.51618354104	6801691.939705968	-257.85
40152181	10641A	457.2	478.54	slate	SLATE		GRAVELLY SLATE	433988.51618354104	6801691.939705968	-310.89
40123058	10979A	0.0	169.16	unk	UNKN		NO STRATA DETAILS	479672.26967772027	6800816.602609071	143.7
40146604	11591A	0.0	7.92	soil	TPSL		SOIL, BOULDERS, SILICA, SANDSTONE	463937.96188954334	6799363.00237702	139.87
40146604	11591A	7.92	33.22	limestone	LIMESTONE		WHITE LIMESTONE	463937.96188954334	6799363.00237702	131.95
40146604	11591A	33.22	40.84	clay	CLAY		YELLOW CLAY	463937.96188954334	6799363.00237702	106.65
40146604	11591A	40.84	72.24	shale	SHALE		BLACK SHALE	463937.96188954334	6799363.00237702	99.03
40146604	11591A	72.24	129.54	shale	SHALE		SHALE	463937.96188954334	6799363.00237702	67.63
40146604	11591A	129.54	146.3	sand	SAND		GREEN SAND	463937.96188954334	6799363.00237702	10.33
40146604	11591A	138.7	146.3	unk	UNKN		QUALITY DESCRIP/CONDUCT: SUITABLE	463937.96188954334	6799363.00237702	1.17
40146604	11591A	146.3	153.92	sandy shale	SANDY SHALE		SANDY SHALE	463937.96188954334	6799363.00237702	-6.43
40146604	11591A	153.92	160.02	shale	SHALE		SAND SHALE	463937.96188954334	6799363.00237702	-14.05
40146604	11591A	157.0	158.5	unk	UNKN		QUALITY DESCRIP/CONDUCT: SUITABLE	463937.96188954334	6799363.00237702	-17.13
40143307	12104A	0.0	1.83	sand	SAND		SAND	404847.9495207862	6798673.7540042475	147.21
40143307	12104A	1.83	4.57	sandstone	SANDSTONE		SANDSTONE	404847.9495207862	6798673.7540042475	145.38
40143307	12104A	4.57	10.67	sand	SAND		DRIFT SAND	404847.9495207862	6798673.7540042475	142.64
40143307	12104A	10.67	28.04	sandstone	SANDSTONE		SANDSTONE AND CLAY	404847.9495207862	6798673.7540042475	136.54
40143307	12104A	18.3		unk	UNKN		QUALITY DESCRIP/CONDUCT: POTABLE	404847.9495207862	6798673.7540042475	128.91
40143307	12104A	27.4		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	404847.9495207862	6798673.7540042475	119.81
40143307	12104A	28.04	57.91	clay	CLAY		COLOURED CLAY	404847.9495207862	6798673.7540042475	119.17
40143307	12104A	57.91	182.88	shale	SHALE		SHALE	404847.9495207862	6798673.7540042475	89.3
40143307	12104A	182.88	219.46	sandy shale	SANDY SHALE		SANDY SHALE WITH SALT WATER	404847.9495207862	6798673.7540042475	-35.67
40143307	12104A	195.1		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	404847.9495207862	6798673.7540042475	-47.89
40143307	12104A	219.46	335.28	shale	SHALE		SHALE	404847.9495207862	6798673.7540042475	-72.25
40143307	12104A	335.28	361.19	sandy shale	SANDY SHALE		SANDY SHALE, FRESH WATER	404847.9495207862	6798673.7540042475	-188.07
40143307	12104A	361.19	463.91	sandy shale	SANDY SHALE		SANDY SHALE	404847.9495207862	6798673.7540042475	-213.98
40143307	12104A	463.9		unk	UNKN		QUALITY DESCRIP/CONDUCT:   1000	404847.9495207862	6798673.7540042475	-316.69
40143307	12104A	463.91	471.83	sandstone	SANDSTONE		SANDSTONE	404847.9495207862	6798673.7540042475	-316.7
40149635	12214A	0.0	6.1	sandstone	SANDSTONE		SANDSTONE	426808.98397707706	6794881.729364624	144.86
40149635	12214A	6.1	12.19	sand	SAND		DRIFT SAND	426808.98397707706	6794881.729364624	138.76
40149635	12214A	12.19	15.24	sandstone	SANDSTONE		SANDSTONE	426808.98397707706	6794881.729364624	132.67
40149635	12214A	12.2		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	426808.98397707706	6794881.729364624	132.66
40149635	12214A	15.24	30.48	sandstone	SANDSTONE		SANDSTONE	426808.98397707706	6794881.729364624	129.62
40149635	12214A	30.48	45.72	clay	CLAY		WHITE CLAY	426808.98397707706	6794881.729364624	114.38
40149635	12214A	45.72	182.88	shale	SHALE		SHALE	426808.98397707706	6794881.729364624	99.14
40149635	12214A	182.88	184.4	unk	UNKN		WATER SAND	426808.98397707706	6794881.729364624	-38.02
40149635	12214A	184.4	190.5	shale	SHALE		SHALE	426808.98397707706	6794881.729364624	-39.54
40149635	12214A	190.5	201.17	sandy shale	SANDY SHALE		SANDY SHALE	426808.98397707706	6794881.729364624	-45.64
40149635	12214A	201.17	292.61	shale	SHALE		DARK SHALE	426808.98397707706	6794881.729364624	-56.31
40149635	12214A	292.61	300.23	shale	SHALE		BROWN SHALE	426808.98397707706	6794881.729364624	-147.75
40149635	12214A	300.2		unk	UNKN		QUALITY DESCRIP/CONDUCT:   1000	426808.98397707706	6794881.729364624	-155.34
40149635	12214A	300.23	301.75	unk	UNKN		WATER	426808.98397707706	6794881.729364624	-155.37
40149635	12214A	301.75	316.99	shale	SHALE		BROWN SHALE	426808.98397707706	6794881.729364624	-156.89
40149635	12214A	316.99	352.04	sandy shale	SANDY SHALE		SANDY SHALE	426808.98397707706	6794881.729364624	-172.13
40149635	12214A	352.04	353.57	unk	UNKN		WATER	426808.98397707706	6794881.729364624	-207.18
40149635	12214A	353.57	365.76	sandy shale	SANDY SHALE		SANDY SHALE	426808.98397707706	6794881.729364624	-208.71
40149635	12214A	365.76	368.2	unk	UNKN		WATER	426808.98397707706	6794881.729364624	-220.9
40149635	12214A	368.2	370.33	sandy shale	SANDY SHALE		SANDY SHALE	426808.98397707706	6794881.729364624	-223.34
40136062	12472A	0.0	2.7	boulders	BLDR		BOULDERS	479404.5433872934	6799123.485571226	145.7
40136062	12472A	2.7	12.0	sandstone	SANDSTONE		YELLOW SANDSTONE	479404.5433872934	6799123.485571226	143.0
40136062	12472A	12.0	24.0	unk	UNKN		WHITE ROCK	479404.5433872934	6799123.485571226	133.7
40136062	12472A	24.0	48.5	clay	CLAY		YELLOW CLAY	479404.5433872934	6799123.485571226	121.7
40136062	12472A	48.5	61.5	shale	SHALE		DARK SHALE	479404.5433872934	6799123.485571226	97.2
40136062	12472A	61.5	122.0	shale	SHALE		DARK SHALE	479404.5433872934	6799123.485571226	84.2
40136062	12472A	122.0	134.0	sandy shale	SANDY SHALE		SANDY GREY SHALE	479404.5433872934	6799123.485571226	23.7
40136062	12472A	134.0	143.25	shale	SHALE		BROWN SHALE	479404.5433872934	6799123.485571226	11.7
40136062	12472A	143.25	144.0	sandstone	SANDSTONE		HARD SANDSTONE BAND	479404.5433872934	6799123.485571226	2.45
40136062	12472A	144.0	152.5	unk	UNKN		SANDY BROWN SHALE	479404.5433872934	6799123.485571226	1.7
40136062	12472A	152.5	155.5	sandstone	SANDSTONE		GREY SANDSTONE & SHALE	479404.5433872934	6799123.485571226	-6.8
40136062	12472A	155.5	175.0	shale	SHALE		BROWN SHALE	479404.5433872934	6799123.485571226	-9.8
40136062	12472A	175.0	236.0	shale	SHALE		DARK SHALE	479404.5433872934	6799123.485571226	-29.3
40136062	12472A	236.0	237.5	unk	UNKN		WATER INCREASE TO 4000 GPD	479404.5433872934	6799123.485571226	-90.3
40136062	12472A	237.5	247.0	shale	SHALE		BROWN SHALE	479404.5433872934	6799123.485571226	-91.8
40136062	12472A	247.0	327.5	shale	SHALE		BROWN SHALE	479404.5433872934	6799123.485571226	-101.3
40136062	12472A	327.5	337.0	shale	SHALE		GREY SHALE & SANDSTONE	479404.5433872934	6799123.485571226	-181.8
40136062	12472A	337.0	343.0	sandstone	SANDSTONE		GREY SANDSTONE 28,000 GPD	479404.5433872934	6799123.485571226	-191.3
40136062	12472A	337.0	343.0	unk	UNKN		QUALITY DESCRIP/ CONDUT: 1000	479404.5433872934	6799123.485571226	-191.3
40136062	12472A	343.0	346.0	shale	SHALE		BROWN SHALE	479404.5433872934	6799123.485571226	-197.3
40151891	12580A	0.0	12.19	sand	SAND		SAND	435387.32161122636	6794737.516472403	144.84
40151891	12580A	12.19	18.29	sandstone	SANDSTONE		SANDSTONE	435387.32161122636	6794737.516472403	132.65
40151891	12580A	18.29	21.34	unk	UNKN		SALT WATER	435387.32161122636	6794737.516472403	126.55
40151891	12580A	21.34	91.44	shale	SHALE		BROWN SHALE	435387.32161122636	6794737.516472403	123.5
40151891	12580A	91.44	94.49	clay	CLAY		CLAY	435387.32161122636	6794737.516472403	53.4
40151891	12580A	94.49	106.68	sand	SAND		DRIFT SAND	435387.32161122636	6794737.516472403	50.35
40151891	12580A	106.68	208.79	shale	SHALE		SHALE	435387.32161122636	6794737.516472403	38.16
40151891	12580A	208.79	210.31	unk	UNKN		WATER	435387.32161122636	6794737.516472403	-63.95
40151891	12580A	210.31	211.53	unk	UNKN		HARD BAND	435387.32161122636	6794737.516472403	-65.47
40151891	12580A	211.53	219.46	sandstone	SANDSTONE		SANDSTONE	435387.32161122636	6794737.516472403	-66.69
40151891	12580A	219.46	365.76	shale	SHALE		SHALE	435387.32161122636	6794737.516472403	-74.62
40151891	12580A	365.76	368.81	unk	UNKN		WATER	435387.32161122636	6794737.516472403	-220.92
40151891	12580A	368.81	426.72	sandy shale	SANDY SHALE		SANDY SHALE	435387.32161122636	6794737.516472403	-223.97
40151891	12580A	426.72	457.2	shale	SHALE		SHALE	435387.32161122636	6794737.516472403	-281.88
40151891	12580A	457.2	481.58	shale	SHALE		SHALE & STREAKS SANDY SHALE	435387.32161122636	6794737.516472403	-312.36
40151891	12580A	481.58	493.78	sandy shale	SANDY SHALE		SANDY SHALE	435387.32161122636	6794737.516472403	-336.74
40151891	12580A	493.78	501.4	shale	SHALE		SHALE	435387.32161122636	6794737.516472403	-348.94
40151891	12580A	501.4	507.5	unk	UNKN		QUALITY DESCRIP/CONDUCT:    990	435387.32161122636	6794737.516472403	-356.56
40151891	12580A	501.4	502.92	unk	UNKN		WATER	435387.32161122636	6794737.516472403	-356.56
40151891	12580A	502.92	518.16	sandy shale	SANDY SHALE		SANDY SHALE	435387.32161122636	6794737.516472403	-358.08
40146373	13260A	0.0	0.61	soil	LOAM		SANDY LOAM	449328.4353425153	6803133.9167972375	143.51
40146373	13260A	0.61	2.74	sandy clay	SANDY CLAY		SANDY CLAY	449328.4353425153	6803133.9167972375	142.9
40146373	13260A	2.74	7.32	sandstone	SANDSTONE		SANDSTONE	449328.4353425153	6803133.9167972375	140.77
40146373	13260A	7.3		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	449328.4353425153	6803133.9167972375	136.21
40146373	13260A	7.32	11.58	sand	SAND		DRIFTSAND WATER BED	449328.4353425153	6803133.9167972375	136.19
40146373	13260A	11.58	12.8	sandy clay	SANDY CLAY		SANDY CLAY	449328.4353425153	6803133.9167972375	131.93
40146373	13260A	12.8	17.37	sand	SAND		DRIFT SAND	449328.4353425153	6803133.9167972375	130.71
40146373	13260A	17.37	21.03	unk	UNKN		HARD ROCK	449328.4353425153	6803133.9167972375	126.14
40146373	13260A	21.03	35.05	unk	UNKN		GRITTY CLAY	449328.4353425153	6803133.9167972375	122.48
40146373	13260A	35.05	49.68	clay	CLAY		YELLOW CLAY	449328.4353425153	6803133.9167972375	108.46
40146373	13260A	49.68	51.82	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	93.83
40146373	13260A	51.82	56.39	clay	CLAY		CLAY	449328.4353425153	6803133.9167972375	91.69
40146373	13260A	56.39	82.91	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	87.12
40146373	13260A	82.9	83.5	unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	449328.4353425153	6803133.9167972375	60.61
40146373	13260A	82.91	83.52	gravel	GRAVEL		GRAVEL	449328.4353425153	6803133.9167972375	60.6
40146373	13260A	83.52	166.12	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	59.99
40146373	13260A	166.1	182.9	unk	UNKN		QUALITY DESCRIP/CONDUCT: BRACKISH	449328.4353425153	6803133.9167972375	-22.59
40146373	13260A	166.12	187.45	sandstone	SANDSTONE		SANDSTONE	449328.4353425153	6803133.9167972375	-22.61
40146373	13260A	187.45	267.92	sandy shale	SANDY SHALE		SANDY SHALE SHALE	449328.4353425153	6803133.9167972375	-43.94
40146373	13260A	267.92	269.75	sandstone	SANDSTONE		SANDSTONE	449328.4353425153	6803133.9167972375	-124.41
40146373	13260A	269.75	274.32	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	-126.24
40146373	13260A	274.32	326.14	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	-130.81
40146373	13260A	326.14	327.05	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	-182.63
40146373	13260A	327.05	345.34	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	-183.54
40146373	13260A	345.3	346.2	unk	UNKN		QUALITY DESCRIP/CONDUCT:   1000	449328.4353425153	6803133.9167972375	-201.79
40146373	13260A	345.34	346.25	sandstone	SANDSTONE		SANDSTONE	449328.4353425153	6803133.9167972375	-201.83
40146373	13260A	346.25	347.47	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	-202.74
40146373	13260A	347.47	356.62	sandy shale	SANDY SHALE		SANDY SHALE	449328.4353425153	6803133.9167972375	-203.96
40146373	13260A	356.6	357.8	unk	UNKN		QUALITY DESCRIP/CONDUCT:   1000	449328.4353425153	6803133.9167972375	-213.09
40146373	13260A	356.62	357.84	sandstone	SANDSTONE		SANDSTONE WATER BED	449328.4353425153	6803133.9167972375	-213.11
40146373	13260A	357.84	363.32	sandy shale	SANDY SHALE		SANDY SHALE	449328.4353425153	6803133.9167972375	-214.33
40146373	13260A	363.32	430.99	shale	SHALE		HARD BANDS SHALE	449328.4353425153	6803133.9167972375	-219.81
40146373	13260A	430.99	433.12	sandstone	SANDSTONE		SANDSTONE WATERBED	449328.4353425153	6803133.9167972375	-287.48
40146373	13260A	433.12	434.34	shale	SHALE		SHALE	449328.4353425153	6803133.9167972375	-289.61
40150892	14100A	0.0	1.22	soil	TPSL		TOP SOIL	454075.8065336826	6803394.24184772	144.08
40150892	14100A	1.22	7.62	sandy clay	SANDY CLAY		SANDY CLAY	454075.8065336826	6803394.24184772	142.86
40150892	14100A	7.6	8.2	unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	454075.8065336826	6803394.24184772	136.48
40150892	14100A	7.62	8.84	sand	SAND		SAND	454075.8065336826	6803394.24184772	136.46
40150892	14100A	8.84	13.72	clay	CLAY		COLOURED CLAY	454075.8065336826	6803394.24184772	135.24
40150892	14100A	13.72	18.12	limestone	LIMESTONE		LIMESTONE	454075.8065336826	6803394.24184772	130.36
40150892	14100A	18.12	28.96	clay	CLAY		COLOURED CLAY	454075.8065336826	6803394.24184772	125.96
40150892	14100A	28.96	51.82	clay	CLAY		COLOURED CLAY	454075.8065336826	6803394.24184772	115.12
40150892	14100A	51.82	58.83	clay	CLAY		COLOURED CLAY	454075.8065336826	6803394.24184772	92.26
40150892	14100A	58.83	64.01	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	85.25
40150892	14100A	64.01	71.63	sandy shale	SANDY SHALE		SANDY SHALE	454075.8065336826	6803394.24184772	80.07
40150892	14100A	71.63	74.07	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	72.45
40150892	14100A	74.07	74.68	unk	UNKN		ROCK	454075.8065336826	6803394.24184772	70.01
40150892	14100A	74.68	90.53	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	69.4
40150892	14100A	90.53	156.67	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	53.55
40150892	14100A	152.4	156.9	unk	UNKN		QUALITY DESCRIP/CONDUCT: BRACKISH	454075.8065336826	6803394.24184772	-8.32
40150892	14100A	156.67	160.02	sandstone	SANDSTONE		WATER BED SANDSTONE	454075.8065336826	6803394.24184772	-12.59
40150892	14100A	160.02	167.03	sandstone	SANDSTONE		SANDROCK	454075.8065336826	6803394.24184772	-15.94
40150892	14100A	166.1		unk	UNKN		QUALITY DESCRIP/CONDUCT: BRACKISH	454075.8065336826	6803394.24184772	-22.02
40150892	14100A	167.03	336.8	sandy shale	SANDY SHALE		SANDY SHALE & SHALE	454075.8065336826	6803394.24184772	-22.95
40150892	14100A	336.8	342.29	sandy shale	SANDY SHALE		SANDY SHALE	454075.8065336826	6803394.24184772	-192.72
40150892	14100A	342.29	345.95	unk	UNKN		WATER BEARING SANDSTONE	454075.8065336826	6803394.24184772	-198.21
40150892	14100A	342.3	346.0	unk	UNKN		QUALITY DESCRIP/CONDUCT:   1050	454075.8065336826	6803394.24184772	-198.22
40150892	14100A	345.95	350.52	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	-201.87
40150892	14100A	350.52	355.09	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	-206.44
40150892	14100A	355.09	356.01	unk	UNKN		WATER BEARING SAND	454075.8065336826	6803394.24184772	-211.01
40150892	14100A	355.1		unk	UNKN		QUALITY DESCRIP/CONDUCT:   1050	454075.8065336826	6803394.24184772	-211.02
40150892	14100A	356.01	356.92	shale	SHALE		SHALE	454075.8065336826	6803394.24184772	-211.93
40150892	14100A	356.92	357.23	sand	SAND		WATER BED SAND	454075.8065336826	6803394.24184772	-212.84
40150892	14100A	357.2		unk	UNKN		QUALITY DESCRIP/CONDUCT:   1050	454075.8065336826	6803394.24184772	-213.12
40150892	14100A	357.23	357.23	unk	UNKN		WATER	454075.8065336826	6803394.24184772	-213.15
40141615	18194A	0.0	6.71	soil	TPSL		BLACK SUB SOIL	450564.5111905439	6796210.882142326	140.56
40141615	18194A	6.7		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	450564.5111905439	6796210.882142326	133.86
40141615	18194A	6.71	12.8	sand	SAND		DRIFT SAND	450564.5111905439	6796210.882142326	133.85
40141615	18194A	12.8	48.46	clay	CLAY		COLOURED CLAYS	450564.5111905439	6796210.882142326	127.76
40141615	18194A	48.46	60.05	shale	SHALE		GREY SHALE	450564.5111905439	6796210.882142326	92.1
40141615	18194A	60.05	79.55	shale	SHALE		BLUE SHALE	450564.5111905439	6796210.882142326	80.51
40141615	18194A	79.55	80.77	sandy shale	SANDY SHALE		GREY SANDY SHALE	450564.5111905439	6796210.882142326	61.01
40141615	18194A	79.6		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	450564.5111905439	6796210.882142326	60.96
40141615	18194A	80.77	166.73	shale	SHALE		BLUE SHALE	450564.5111905439	6796210.882142326	59.79
40141615	18194A	166.7		unk	UNKN		QUALITY DESCRIP/CONDUCT:   2260	450564.5111905439	6796210.882142326	-26.14
40141615	18194A	166.73	170.08	sandstone	SANDSTONE		GREY SANDSTONE	450564.5111905439	6796210.882142326	-26.17
40141615	18194A	170.08	171.6	sandstone	SANDSTONE		HARD GREY SANDSTONE	450564.5111905439	6796210.882142326	-29.52
40141615	18194A	171.6	306.02	shale	SHALE		BLUE SHALE	450564.5111905439	6796210.882142326	-31.04
40141615	18194A	306.02	306.63	sandstone	SANDSTONE		GREY SANDSTONE	450564.5111905439	6796210.882142326	-165.46
40141615	18194A	306.63	333.15	shale	SHALE		BROWN SHALE	450564.5111905439	6796210.882142326	-166.07
40141615	18194A	333.15	369.42	shale	SHALE		BROWN & GREY SHALE	450564.5111905439	6796210.882142326	-192.59
40141615	18194A	369.42	378.26	unk	UNKN		BANDS OF SANDSTONE	450564.5111905439	6796210.882142326	-228.86
40141615	18194A	378.26	415.44	shale	SHALE		GREY & BROWN SHALE	450564.5111905439	6796210.882142326	-237.7
40141615	18194A	415.44	462.08	sandstone	SANDSTONE		HARD BANDS OF SANDSTONE	450564.5111905439	6796210.882142326	-274.88
40141615	18194A	462.08	468.17	limestone	LIMESTONE		LIMESTONE	450564.5111905439	6796210.882142326	-321.52
40141615	18194A	468.17	478.84	sandstone	SANDSTONE		SANDSTONE & BANDS OF SLATE	450564.5111905439	6796210.882142326	-327.61
40141615	18194A	478.84	493.78	sandstone	SANDSTONE		GREY SANDSTONE	450564.5111905439	6796210.882142326	-338.28
40141615	18194A	493.78	496.82	shale	SHALE		BLUE SHALE & SANDSTONE	450564.5111905439	6796210.882142326	-353.22
40141615	18194A	496.82	496.82	unk	UNKN		WATER	450564.5111905439	6796210.882142326	-356.26
40105296	26246A	0.0	9.75	sandy clay	SANDY CLAYS		GREY-GREEN CLAYS AND SANDY CLAYS	516332.8192947863	6797210.330411495	134.93
40105296	26246A	9.75	12.19	unk	UNKN		LIGHT GREY FRIABLE FINE GRAINED	516332.8192947863	6797210.330411495	125.18
40105296	26246A	12.19	15.24	unk	UNKN		LIGHT GREY TO GREY-WHITE, FRIABLE	516332.8192947863	6797210.330411495	122.74
40137229	4521A	0.0	513.59	unk	UNKN		NO STRATA DETAILS	441271.3797351808	6803904.531296341	140.6
40141179	4525A	0.0	495.6	unk	UNKN		NO STRATA DETAILS	418307.07358390104	6806633.814953977	146.0
40141857	4640A	0.0	533.4	unk	UNKN		FIRST FLOW AT APPROX 1410FT-SECOND	503107.8222078577	6798425.6816450525	132.26
40141857	4640A	531.9		unk	UNKN		QUALITY DESCRIP/CONDUCT: SUITABLE	503107.8222078577	6798425.6816450525	-399.64
40132454	4647A	0.0	0.91	soil	TPSL		SOIL	464486.41986610467	6794564.144660588	136.62
40132454	4647A	0.91	1.83	limestone	LIMESTONE		LIMESTONE BOULDERS	464486.41986610467	6794564.144660588	135.71
40132454	4647A	1.83	4.88	limestone	LIMESTONE		HARD LIMESTONE	464486.41986610467	6794564.144660588	134.79
40132454	4647A	4.88	23.77	unk	UNKN		WHITE PIPECLAY	464486.41986610467	6794564.144660588	131.74
40132454	4647A	23.77	31.7	clay	CLAY		GREY CLAY FRESH WATER STRUCK AT 78 FT	464486.41986610467	6794564.144660588	112.85
40132454	4647A	31.7	50.29	clay	CLAY		YELLOW CLAY	464486.41986610467	6794564.144660588	104.92
40132454	4647A	50.29	150.57	shale	SHALE		BLUE SHALE	464486.41986610467	6794564.144660588	86.33
40132454	4647A	150.57	165.81	sandstone	SANDSTONE		BLUE SANDSTONE WATER BEARING FLOW	464486.41986610467	6794564.144660588	-13.95
40132454	4647A	150.6	165.8	unk	UNKN		QUALITY DESCRIP/CONDUCT:   1000	464486.41986610467	6794564.144660588	-13.98
40132454	4647A	165.81	167.34	clay	CLAY		BROWN CLAY	464486.41986610467	6794564.144660588	-29.19
40027463	4648A	0.0	1.52	gravel	GRAVEL		GRAVEL  TALBALBA NO 3	478756.423324869	6802634.382775085	140.33
40027463	4648A	1.52	37.18	clay	CLAY		YELLOW CLAY	478756.423324869	6802634.382775085	138.81
40027463	4648A	37.18	43.28	clay	CLAY		GREY CLAY	478756.423324869	6802634.382775085	103.15
40027463	4648A	43.28	56.99	clay	CLAY		BLUE CLAY	478756.423324869	6802634.382775085	97.05
40027463	4648A	56.99	92.96	shale	SHALE		BLUE SHALE	478756.423324869	6802634.382775085	83.34
40027463	4648A	92.96	106.68	sandstone	SANDSTONE		BLUE SANDSTONE	478756.423324869	6802634.382775085	47.37
40027463	4648A	93.0		unk	UNKN		QUALITY DESCRIP/CONDUCT: SUITABLE	478756.423324869	6802634.382775085	47.33
40144527	4654A	0.0	1.52	clay	CLAY		GREY CLAY  TALBALBA NO 6	458082.71786994895	6794174.66858807	141.55
40144527	4654A	1.52	6.4	boulders	BLDR		BOULDERS	458082.71786994895	6794174.66858807	140.03
40144527	4654A	6.4		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	458082.71786994895	6794174.66858807	135.15
40144527	4654A	6.4	12.8	unk	UNKN		WHITE ROCK	458082.71786994895	6794174.66858807	135.15
40144527	4654A	12.8	18.28	clay	CLAY		WHITE CLAY	458082.71786994895	6794174.66858807	128.75
40144527	4654A	18.28	20.11	unk	UNKN		RED ROCK	458082.71786994895	6794174.66858807	123.27
40144527	4654A	20.11	29.26	clay	CLAY		WHITE CLAY	458082.71786994895	6794174.66858807	121.44
40144527	4654A	29.26	42.36	unk	UNKN		SOFT RED ROCK	458082.71786994895	6794174.66858807	112.29
40144527	4654A	42.36	42.67	clay	CLAY		RED CLAY	458082.71786994895	6794174.66858807	99.19
40144527	4654A	42.67	45.72	sandstone	SANDSTONE		SANDSTONE	458082.71786994895	6794174.66858807	98.88
40144527	4654A	45.7		unk	UNKN		QUALITY DESCRIP/CONDUCT: SALTY	458082.71786994895	6794174.66858807	95.85
40144527	4654A	45.72	46.02	limestone	LIMESTONE		LIMESTONE	458082.71786994895	6794174.66858807	95.83
40144527	4654A	46.02	55.16	sandy clay	SANDY CLAY		SANDY CLAY	458082.71786994895	6794174.66858807	95.53
