BoreID	HydroCode	FromDepth	GA_UNIT	X	Y	TopElev
10049589	GW015936.1.1	42.37	Renmark Group	131339.56498509756	6492977.783327628	44.44
10027847	GW017456.1.1	21.34	Blanchetown Clay	131401.8153566692	6462551.980566758	50.66
10027847	GW017456.1.1	25.91	Blanchetown Clay	131401.8153566692	6462551.980566758	46.09
10027847	GW017456.1.1	27.43	Loxton Sand	131401.8153566692	6462551.980566758	44.57
10027847	GW017456.1.1	27.43	Renmark Group	131401.8153566692	6462551.980566758	44.57
10027847	GW017456.1.1	32.92	Loxton Sand	131401.8153566692	6462551.980566758	39.08
10027847	GW017456.1.1	32.92	Renmark Group	131401.8153566692	6462551.980566758	39.08
10027847	GW017456.1.1	35.05	Loxton Sand	131401.8153566692	6462551.980566758	36.95
10027847	GW017456.1.1	35.05	Renmark Group	131401.8153566692	6462551.980566758	36.95
10114967	GW017726.1.1	0.0	Shepparton Formation	146910.30147859576	6465636.995529638	70.72
10114967	GW017726.1.1	0.61	Shepparton Formation	146910.30147859576	6465636.995529638	70.11
10114967	GW017726.1.1	4.57	Shepparton Formation	146910.30147859576	6465636.995529638	66.15
10114967	GW017726.1.1	6.1	Shepparton Formation	146910.30147859576	6465636.995529638	64.62
10114967	GW017726.1.1	10.97	Shepparton Formation	146910.30147859576	6465636.995529638	59.75
10114967	GW017726.1.1	12.8	Blanchetown Clay	146910.30147859576	6465636.995529638	57.92
10114967	GW017726.1.1	16.15	Blanchetown Clay	146910.30147859576	6465636.995529638	54.57
10114967	GW017726.1.1	30.78	Blanchetown Clay	146910.30147859576	6465636.995529638	39.94
10114967	GW017726.1.1	32.92	Loxton Sand	146910.30147859576	6465636.995529638	37.8
10114967	GW017726.1.1	32.92	Renmark Group	146910.30147859576	6465636.995529638	37.8
10114967	GW017726.1.1	35.36	Loxton Sand	146910.30147859576	6465636.995529638	35.36
10114967	GW017726.1.1	35.36	Renmark Group	146910.30147859576	6465636.995529638	35.36
10007497	GW018354.1.1	0.0	Shepparton Formation	136651.22934928274	6495078.920651896	80.0
10007497	GW018354.1.1	0.61	Shepparton Formation	136651.22934928274	6495078.920651896	79.39
10007497	GW018354.1.1	2.13	Shepparton Formation	136651.22934928274	6495078.920651896	77.87
10007497	GW018354.1.1	3.66	Shepparton Formation	136651.22934928274	6495078.920651896	76.34
10007497	GW018354.1.1	9.75	Blanchetown Clay	136651.22934928274	6495078.920651896	70.25
10007497	GW018354.1.1	16.76	Blanchetown Clay	136651.22934928274	6495078.920651896	63.24
10007497	GW018354.1.1	22.56	Loxton Sand	136651.22934928274	6495078.920651896	57.44
10007497	GW018354.1.1	22.56	Renmark Group	136651.22934928274	6495078.920651896	57.44
10007497	GW018354.1.1	26.52	Loxton Sand	136651.22934928274	6495078.920651896	53.48
10007497	GW018354.1.1	26.52	Renmark Group	136651.22934928274	6495078.920651896	53.48
10007497	GW018354.1.1	32.61	Loxton Sand	136651.22934928274	6495078.920651896	47.39
10007497	GW018354.1.1	32.61	Renmark Group	136651.22934928274	6495078.920651896	47.39
10007497	GW018354.1.1	36.58	Loxton Sand	136651.22934928274	6495078.920651896	43.42
10007497	GW018354.1.1	36.58	Renmark Group	136651.22934928274	6495078.920651896	43.42
10007497	GW018354.1.1	38.4	Loxton Sand	136651.22934928274	6495078.920651896	41.6
10007497	GW018354.1.1	38.4	Renmark Group	136651.22934928274	6495078.920651896	41.6
10007497	GW018354.1.1	39.01	Loxton Sand	136651.22934928274	6495078.920651896	40.99
10007497	GW018354.1.1	39.01	Renmark Group	136651.22934928274	6495078.920651896	40.99
10007497	GW018354.1.1	41.15	Loxton Sand	136651.22934928274	6495078.920651896	38.85
10007497	GW018354.1.1	41.15	Renmark Group	136651.22934928274	6495078.920651896	38.85
10007497	GW018354.1.1	43.89	Loxton Sand	136651.22934928274	6495078.920651896	36.11
10007497	GW018354.1.1	43.89	Renmark Group	136651.22934928274	6495078.920651896	36.11
10076796	GW018512.1.1	0.0	Shepparton Formation	171742.3559661649	6475708.722720919	78.0
10076796	GW018512.1.1	3.66	Shepparton Formation	171742.3559661649	6475708.722720919	74.34
10076796	GW018512.1.1	13.11	Shepparton Formation	171742.3559661649	6475708.722720919	64.89
10076796	GW018512.1.1	16.15	Loxton Sand	171742.3559661649	6475708.722720919	61.85
10076796	GW018512.1.1	16.15	Renmark Group	171742.3559661649	6475708.722720919	61.85
10076796	GW018512.1.1	19.51	Loxton Sand	171742.3559661649	6475708.722720919	58.49
10076796	GW018512.1.1	19.51	Renmark Group	171742.3559661649	6475708.722720919	58.49
10076796	GW018512.1.1	28.35	Loxton Sand	171742.3559661649	6475708.722720919	49.65
10076796	GW018512.1.1	28.35	Renmark Group	171742.3559661649	6475708.722720919	49.65
10076796	GW018512.1.1	29.26	Loxton Sand	171742.3559661649	6475708.722720919	48.74
10076796	GW018512.1.1	29.26	Renmark Group	171742.3559661649	6475708.722720919	48.74
10076796	GW018512.1.1	42.98	Loxton Sand	171742.3559661649	6475708.722720919	35.02
10076796	GW018512.1.1	42.98	Renmark Group	171742.3559661649	6475708.722720919	35.02
10076796	GW018512.1.1	59.74	Renmark Group	171742.3559661649	6475708.722720919	18.26
10076796	GW018512.1.1	79.25	Renmark Group	171742.3559661649	6475708.722720919	-1.25
10086670	GW019121.1.1	10.36	Loxton Sand	139206.039869425	6449530.20749221	62.64
10086670	GW019121.1.1	10.36	Renmark Group	139206.039869425	6449530.20749221	62.64
10086670	GW019121.1.1	13.41	Loxton Sand	139206.039869425	6449530.20749221	59.59
10086670	GW019121.1.1	13.41	Renmark Group	139206.039869425	6449530.20749221	59.59
10086670	GW019121.1.1	14.63	Loxton Sand	139206.039869425	6449530.20749221	58.37
10086670	GW019121.1.1	14.63	Renmark Group	139206.039869425	6449530.20749221	58.37
10086670	GW019121.1.1	16.15	Loxton Sand	139206.039869425	6449530.20749221	56.85
10086670	GW019121.1.1	16.15	Renmark Group	139206.039869425	6449530.20749221	56.85
10086670	GW019121.1.1	19.51	Loxton Sand	139206.039869425	6449530.20749221	53.49
10086670	GW019121.1.1	19.51	Renmark Group	139206.039869425	6449530.20749221	53.49
10086670	GW019121.1.1	29.57	Loxton Sand	139206.039869425	6449530.20749221	43.43
10086670	GW019121.1.1	29.57	Renmark Group	139206.039869425	6449530.20749221	43.43
10086670	GW019121.1.1	41.45	Loxton Sand	139206.039869425	6449530.20749221	31.55
10086670	GW019121.1.1	41.45	Renmark Group	139206.039869425	6449530.20749221	31.55
10060345	GW021923.1.1	0.0	Shepparton Formation	161357.51749613666	6452820.560676845	76.0
10060345	GW021923.1.1	1.52	Shepparton Formation	161357.51749613666	6452820.560676845	74.48
10060345	GW021923.1.1	24.38	Shepparton Formation	161357.51749613666	6452820.560676845	51.62
10060345	GW021923.1.1	30.48	Loxton Sand	161357.51749613666	6452820.560676845	45.52
10060345	GW021923.1.1	30.48	Renmark Group	161357.51749613666	6452820.560676845	45.52
10060345	GW021923.1.1	37.19	Loxton Sand	161357.51749613666	6452820.560676845	38.81
10060345	GW021923.1.1	37.19	Renmark Group	161357.51749613666	6452820.560676845	38.81
10060345	GW021923.1.1	38.71	Loxton Sand	161357.51749613666	6452820.560676845	37.29
10060345	GW021923.1.1	38.71	Renmark Group	161357.51749613666	6452820.560676845	37.29
10060345	GW021923.1.1	51.82	Loxton Sand	161357.51749613666	6452820.560676845	24.18
10060345	GW021923.1.1	51.82	Renmark Group	161357.51749613666	6452820.560676845	24.18
10060345	GW021923.1.1	53.04	Loxton Sand	161357.51749613666	6452820.560676845	22.96
10060345	GW021923.1.1	53.04	Renmark Group	161357.51749613666	6452820.560676845	22.96
10060345	GW021923.1.1	71.32	Loxton Sand	161357.51749613666	6452820.560676845	4.68
10060345	GW021923.1.1	71.32	Renmark Group	161357.51749613666	6452820.560676845	4.68
10060345	GW021923.1.1	79.25	Renmark Group	161357.51749613666	6452820.560676845	-3.25
10013548	GW022021.1.1	0.0	Blanchetown Clay	132523.65313181147	6462098.560950421	72.0
10013548	GW022021.1.1	4.57	Blanchetown Clay	132523.65313181147	6462098.560950421	67.43
10013548	GW022021.1.1	16.76	Loxton Sand	132523.65313181147	6462098.560950421	55.24
10013548	GW022021.1.1	16.76	Renmark Group	132523.65313181147	6462098.560950421	55.24
10013548	GW022021.1.1	27.43	Loxton Sand	132523.65313181147	6462098.560950421	44.57
10013548	GW022021.1.1	27.43	Renmark Group	132523.65313181147	6462098.560950421	44.57
10013548	GW022021.1.1	39.62	Loxton Sand	132523.65313181147	6462098.560950421	32.38
10013548	GW022021.1.1	39.62	Renmark Group	132523.65313181147	6462098.560950421	32.38
10108846	GW022463.1.1	0.0	Shepparton Formation	149522.25530015765	6464484.591612186	69.78
10108846	GW022463.1.1	1.83	Shepparton Formation	149522.25530015765	6464484.591612186	67.95
10108846	GW022463.1.1	12.19	Shepparton Formation	149522.25530015765	6464484.591612186	57.59
10108846	GW022463.1.1	28.35	Loxton Sand	149522.25530015765	6464484.591612186	41.43
10108846	GW022463.1.1	28.35	Renmark Group	149522.25530015765	6464484.591612186	41.43
10108846	GW022463.1.1	71.93	Renmark Group	149522.25530015765	6464484.591612186	-2.15
10108846	GW022463.1.1	94.79	Renmark Group	149522.25530015765	6464484.591612186	-25.01
10078005	GW022667.1.1	0.0	Shepparton Formation	147748.79471013608	6470903.1615387015	71.82
10078005	GW022667.1.1	0.61	Shepparton Formation	147748.79471013608	6470903.1615387015	71.21
10078005	GW022667.1.1	12.8	Shepparton Formation	147748.79471013608	6470903.1615387015	59.02
10078005	GW022667.1.1	13.72	Blanchetown Clay	147748.79471013608	6470903.1615387015	58.1
10078005	GW022667.1.1	24.38	Blanchetown Clay	147748.79471013608	6470903.1615387015	47.44
10078005	GW022667.1.1	38.1	Blanchetown Clay	147748.79471013608	6470903.1615387015	33.72
10078005	GW022667.1.1	41.15	Loxton Sand	147748.79471013608	6470903.1615387015	30.67
10078005	GW022667.1.1	41.15	Renmark Group	147748.79471013608	6470903.1615387015	30.67
10066979	GW022669.1.1	16.76	Blanchetown Clay	149569.55729312153	6464640.4806185365	53.27
10066979	GW022669.1.1	21.34	Loxton Sand	149569.55729312153	6464640.4806185365	48.69
10066979	GW022669.1.1	21.34	Renmark Group	149569.55729312153	6464640.4806185365	48.69
10066979	GW022669.1.1	24.38	Loxton Sand	149569.55729312153	6464640.4806185365	45.65
10066979	GW022669.1.1	24.38	Renmark Group	149569.55729312153	6464640.4806185365	45.65
10066979	GW022669.1.1	28.96	Loxton Sand	149569.55729312153	6464640.4806185365	41.07
10066979	GW022669.1.1	28.96	Renmark Group	149569.55729312153	6464640.4806185365	41.07
