BoreID	HydroCode	FromDepth	GA_UNIT	X	Y	TopElev
10075954	GW026704.1.1	0.0	Shepparton Formation	153684.39115442464	6479990.54643021	75.77
10075954	GW026704.1.1	0.61	Shepparton Formation	153684.39115442464	6479990.54643021	75.16
10075954	GW026704.1.1	7.32	Shepparton Formation	153684.39115442464	6479990.54643021	68.45
10075954	GW026704.1.1	9.14	Loxton Sand	153684.39115442464	6479990.54643021	66.63
10075954	GW026704.1.1	9.14	Renmark Group	153684.39115442464	6479990.54643021	66.63
10075954	GW026704.1.1	19.81	Loxton Sand	153684.39115442464	6479990.54643021	55.96
10075954	GW026704.1.1	19.81	Renmark Group	153684.39115442464	6479990.54643021	55.96
10075954	GW026704.1.1	24.38	Loxton Sand	153684.39115442464	6479990.54643021	51.39
10075954	GW026704.1.1	24.38	Renmark Group	153684.39115442464	6479990.54643021	51.39
10075954	GW026704.1.1	27.43	Loxton Sand	153684.39115442464	6479990.54643021	48.34
10075954	GW026704.1.1	27.43	Renmark Group	153684.39115442464	6479990.54643021	48.34
10075954	GW026704.1.1	28.96	Loxton Sand	153684.39115442464	6479990.54643021	46.81
10075954	GW026704.1.1	28.96	Renmark Group	153684.39115442464	6479990.54643021	46.81
10075954	GW026704.1.1	45.11	Loxton Sand	153684.39115442464	6479990.54643021	30.66
10075954	GW026704.1.1	45.11	Renmark Group	153684.39115442464	6479990.54643021	30.66
10075954	GW026704.1.1	46.63	Renmark Group	153684.39115442464	6479990.54643021	29.14
10075954	GW026704.1.1	48.16	Renmark Group	153684.39115442464	6479990.54643021	27.61
10075954	GW026704.1.1	48.77	Renmark Group	153684.39115442464	6479990.54643021	27.0
10075954	GW026704.1.1	51.21	Renmark Group	153684.39115442464	6479990.54643021	24.56
10075758	GW027508.1.1	9.14	Loxton Sand	143972.07534574775	6455313.864694038	63.86
10075758	GW027508.1.1	9.14	Renmark Group	143972.07534574775	6455313.864694038	63.86
10075758	GW027508.1.1	18.29	Loxton Sand	143972.07534574775	6455313.864694038	54.71
10075758	GW027508.1.1	18.29	Renmark Group	143972.07534574775	6455313.864694038	54.71
10128660	GW033354.1.1	0.0	Shepparton Formation	155970.6860604746	6455879.692556875	73.0
10128660	GW033354.1.1	3.05	Shepparton Formation	155970.6860604746	6455879.692556875	69.95
10128660	GW033354.1.1	9.14	Shepparton Formation	155970.6860604746	6455879.692556875	63.86
10128660	GW033354.1.1	18.29	Shepparton Formation	155970.6860604746	6455879.692556875	54.71
10128660	GW033354.1.1	21.64	Shepparton Formation	155970.6860604746	6455879.692556875	51.36
10128660	GW033354.1.1	22.86	Loxton Sand	155970.6860604746	6455879.692556875	50.14
10128660	GW033354.1.1	22.86	Renmark Group	155970.6860604746	6455879.692556875	50.14
10128660	GW033354.1.1	23.77	Loxton Sand	155970.6860604746	6455879.692556875	49.23
10128660	GW033354.1.1	23.77	Renmark Group	155970.6860604746	6455879.692556875	49.23
10128528	GW034666.1.1	22.86	Blanchetown Clay	149798.90227494016	6445703.683758488	50.14
10128528	GW034666.1.1	26.51	Loxton Sand	149798.90227494016	6445703.683758488	46.49
10128528	GW034666.1.1	26.51	Renmark Group	149798.90227494016	6445703.683758488	46.49
10128528	GW034666.1.1	37.18	Loxton Sand	149798.90227494016	6445703.683758488	35.82
10128528	GW034666.1.1	37.18	Renmark Group	149798.90227494016	6445703.683758488	35.82
10002559	GW034971.1.1	0.0	Shepparton Formation	167741.836791676	6479682.760980982	87.0
10002559	GW034971.1.1	0.6	Shepparton Formation	167741.836791676	6479682.760980982	86.4
10002559	GW034971.1.1	5.18	Shepparton Formation	167741.836791676	6479682.760980982	81.82
10002559	GW034971.1.1	11.27	Loxton Sand	167741.836791676	6479682.760980982	75.73
10002559	GW034971.1.1	11.27	Renmark Group	167741.836791676	6479682.760980982	75.73
10002559	GW034971.1.1	18.28	Loxton Sand	167741.836791676	6479682.760980982	68.72
10002559	GW034971.1.1	18.28	Renmark Group	167741.836791676	6479682.760980982	68.72
10002559	GW034971.1.1	21.64	Loxton Sand	167741.836791676	6479682.760980982	65.36
10002559	GW034971.1.1	21.64	Renmark Group	167741.836791676	6479682.760980982	65.36
10002559	GW034971.1.1	22.55	Loxton Sand	167741.836791676	6479682.760980982	64.45
10002559	GW034971.1.1	22.55	Renmark Group	167741.836791676	6479682.760980982	64.45
10002559	GW034971.1.1	25.9	Loxton Sand	167741.836791676	6479682.760980982	61.1
10002559	GW034971.1.1	25.9	Renmark Group	167741.836791676	6479682.760980982	61.1
10002559	GW034971.1.1	26.67	Loxton Sand	167741.836791676	6479682.760980982	60.33
10002559	GW034971.1.1	26.67	Renmark Group	167741.836791676	6479682.760980982	60.33
10002559	GW034971.1.1	31.24	Loxton Sand	167741.836791676	6479682.760980982	55.76
10002559	GW034971.1.1	31.24	Renmark Group	167741.836791676	6479682.760980982	55.76
10002857	GW034972.1.1	0.0	Shepparton Formation	168896.01507468522	6476573.635289497	80.0
10002857	GW034972.1.1	0.6	Shepparton Formation	168896.01507468522	6476573.635289497	79.4
10002857	GW034972.1.1	6.09	Shepparton Formation	168896.01507468522	6476573.635289497	73.91
10002857	GW034972.1.1	7.62	Loxton Sand	168896.01507468522	6476573.635289497	72.38
10002857	GW034972.1.1	7.62	Renmark Group	168896.01507468522	6476573.635289497	72.38
10002857	GW034972.1.1	21.03	Loxton Sand	168896.01507468522	6476573.635289497	58.97
10002857	GW034972.1.1	21.03	Renmark Group	168896.01507468522	6476573.635289497	58.97
10002857	GW034972.1.1	21.64	Loxton Sand	168896.01507468522	6476573.635289497	58.36
10002857	GW034972.1.1	21.64	Renmark Group	168896.01507468522	6476573.635289497	58.36
10002857	GW034972.1.1	38.1	Loxton Sand	168896.01507468522	6476573.635289497	41.9
10002857	GW034972.1.1	38.1	Renmark Group	168896.01507468522	6476573.635289497	41.9
10002857	GW034972.1.1	43.58	Loxton Sand	168896.01507468522	6476573.635289497	36.42
10002857	GW034972.1.1	43.58	Renmark Group	168896.01507468522	6476573.635289497	36.42
10002857	GW034972.1.1	57.6	Loxton Sand	168896.01507468522	6476573.635289497	22.4
10002857	GW034972.1.1	57.6	Renmark Group	168896.01507468522	6476573.635289497	22.4
10032308	GW035058.1.1	0.0	Shepparton Formation	169706.72821490635	6475119.104330298	74.0
10032308	GW035058.1.1	0.45	Shepparton Formation	169706.72821490635	6475119.104330298	73.55
10032308	GW035058.1.1	3.04	Shepparton Formation	169706.72821490635	6475119.104330298	70.96
10032308	GW035058.1.1	10.66	Loxton Sand	169706.72821490635	6475119.104330298	63.34
10032308	GW035058.1.1	10.66	Renmark Group	169706.72821490635	6475119.104330298	63.34
10032308	GW035058.1.1	17.98	Loxton Sand	169706.72821490635	6475119.104330298	56.02
10032308	GW035058.1.1	17.98	Renmark Group	169706.72821490635	6475119.104330298	56.02
10032308	GW035058.1.1	19.5	Loxton Sand	169706.72821490635	6475119.104330298	54.5
10032308	GW035058.1.1	19.5	Renmark Group	169706.72821490635	6475119.104330298	54.5
10032308	GW035058.1.1	19.59	Loxton Sand	169706.72821490635	6475119.104330298	54.41
10032308	GW035058.1.1	19.59	Renmark Group	169706.72821490635	6475119.104330298	54.41
10032308	GW035058.1.1	28.74	Loxton Sand	169706.72821490635	6475119.104330298	45.26
10032308	GW035058.1.1	28.74	Renmark Group	169706.72821490635	6475119.104330298	45.26
10032308	GW035058.1.1	38.4	Loxton Sand	169706.72821490635	6475119.104330298	35.6
10032308	GW035058.1.1	38.4	Renmark Group	169706.72821490635	6475119.104330298	35.6
10036777	GW035405.1.1	10.66	Loxton Sand	149816.64871496282	6465111.741610927	56.08
10036777	GW035405.1.1	10.66	Renmark Group	149816.64871496282	6465111.741610927	56.08
10036777	GW035405.1.1	16.76	Loxton Sand	149816.64871496282	6465111.741610927	49.98
10036777	GW035405.1.1	16.76	Renmark Group	149816.64871496282	6465111.741610927	49.98
10036777	GW035405.1.1	21.33	Loxton Sand	149816.64871496282	6465111.741610927	45.41
10036777	GW035405.1.1	21.33	Renmark Group	149816.64871496282	6465111.741610927	45.41
10036777	GW035405.1.1	24.38	Loxton Sand	149816.64871496282	6465111.741610927	42.36
10036777	GW035405.1.1	24.38	Renmark Group	149816.64871496282	6465111.741610927	42.36
10036777	GW035405.1.1	28.95	Loxton Sand	149816.64871496282	6465111.741610927	37.79
10036777	GW035405.1.1	28.95	Renmark Group	149816.64871496282	6465111.741610927	37.79
10145445	GW036806.1.1	29.0	Loxton Sand	151065.559471494	6482316.541390139	46.42
10145445	GW036806.1.1	29.0	Renmark Group	151065.559471494	6482316.541390139	46.42
10145445	GW036806.1.1	34.0	Loxton Sand	151065.559471494	6482316.541390139	41.42
10145445	GW036806.1.1	34.0	Renmark Group	151065.559471494	6482316.541390139	41.42
10145445	GW036806.1.1	46.0	Loxton Sand	151065.559471494	6482316.541390139	29.42
10145445	GW036806.1.1	46.0	Renmark Group	151065.559471494	6482316.541390139	29.42
10145445	GW036806.1.1	52.0	Loxton Sand	151065.559471494	6482316.541390139	23.42
10145445	GW036806.1.1	52.0	Renmark Group	151065.559471494	6482316.541390139	23.42
10145445	GW036806.1.1	59.0	Loxton Sand	151065.559471494	6482316.541390139	16.42
10145445	GW036806.1.1	59.0	Renmark Group	151065.559471494	6482316.541390139	16.42
10145445	GW036806.1.1	61.0	Loxton Sand	151065.559471494	6482316.541390139	14.42
10145445	GW036806.1.1	61.0	Renmark Group	151065.559471494	6482316.541390139	14.42
10145445	GW036806.1.1	62.0	Loxton Sand	151065.559471494	6482316.541390139	13.42
10145445	GW036806.1.1	62.0	Renmark Group	151065.559471494	6482316.541390139	13.42
10145445	GW036806.1.1	70.0	Loxton Sand	151065.559471494	6482316.541390139	5.42
10145445	GW036806.1.1	70.0	Renmark Group	151065.559471494	6482316.541390139	5.42
10135181	GW036807.1.1	0.0	Shepparton Formation	124455.80286278581	6455443.971064279	73.79
10135181	GW036807.1.1	1.0	Shepparton Formation	124455.80286278581	6455443.971064279	72.79
10135181	GW036807.1.1	5.0	Shepparton Formation	124455.80286278581	6455443.971064279	68.79
10135181	GW036807.1.1	12.0	Shepparton Formation	124455.80286278581	6455443.971064279	61.79
10135181	GW036807.1.1	14.0	Blanchetown Clay	124455.80286278581	6455443.971064279	59.79
10135181	GW036807.1.1	45.0	Loxton Sand	124455.80286278581	6455443.971064279	28.79
10135181	GW036807.1.1	45.0	Renmark Group	124455.80286278581	6455443.971064279	28.79
10135181	GW036807.1.1	52.0	Loxton Sand	124455.80286278581	6455443.971064279	21.79
10135181	GW036807.1.1	52.0	Renmark Group	124455.80286278581	6455443.971064279	21.79
10135181	GW036807.1.1	56.0	Loxton Sand	124455.80286278581	6455443.971064279	17.79
10135181	GW036807.1.1	56.0	Renmark Group	124455.80286278581	6455443.971064279	17.79
10135181	GW036807.1.1	64.0	Renmark Group	124455.80286278581	6455443.971064279	9.79
10135181	GW036807.1.1	82.0	Renmark Group	124455.80286278581	6455443.971064279	-8.21
10135181	GW036807.1.1	92.0	Renmark Group	124455.80286278581	6455443.971064279	-18.21
10135181	GW036807.1.1	99.0	Renmark Group	124455.80286278581	6455443.971064279	-25.21
10135181	GW036807.1.1	105.0	Renmark Group	124455.80286278581	6455443.971064279	-31.21
10003699	GW042677.1.1	15.0	Loxton Sand	172973.81545496843	6469301.332252563	59.0
10003699	GW042677.1.1	15.0	Renmark Group	172973.81545496843	6469301.332252563	59.0
10003699	GW042677.1.1	36.0	Loxton Sand	172973.81545496843	6469301.332252563	38.0
10003699	GW042677.1.1	36.0	Renmark Group	172973.81545496843	6469301.332252563	38.0
10003699	GW042677.1.1	55.0	Loxton Sand	172973.81545496843	6469301.332252563	19.0
10003699	GW042677.1.1	55.0	Renmark Group	172973.81545496843	6469301.332252563	19.0
10003699	GW042677.1.1	62.0	Loxton Sand	172973.81545496843	6469301.332252563	12.0
10003699	GW042677.1.1	62.0	Renmark Group	172973.81545496843	6469301.332252563	12.0
10003953	GW042678.1.1	0.0	Loxton Sand	174692.25824603607	6466579.9571229145	79.0
10003953	GW042678.1.1	0.0	Loxton Sand	174692.25824603607	6466579.9571229145	79.0
10003953	GW042678.1.1	0.0	Loxton Sand	174692.25824603607	6466579.9571229145	79.0
10003953	GW042678.1.1	0.0	Renmark Group	174692.25824603607	6466579.9571229145	79.0
10003953	GW042678.1.1	0.0	Renmark Group	174692.25824603607	6466579.9571229145	79.0
10003953	GW042678.1.1	0.0	Renmark Group	174692.25824603607	6466579.9571229145	79.0
10003953	GW042678.1.1	50.0	Renmark Group	174692.25824603607	6466579.9571229145	29.0
10003953	GW042678.1.1	50.0	Renmark Group	174692.25824603607	6466579.9571229145	29.0
10028598	GW057138.1.1	10.1	Loxton Sand	143820.94722810457	6470243.005648646	61.0
10028598	GW057138.1.1	10.1	Renmark Group	143820.94722810457	6470243.005648646	61.0
10028598	GW057138.1.1	11.0	Loxton Sand	143820.94722810457	6470243.005648646	60.1
10028598	GW057138.1.1	11.0	Renmark Group	143820.94722810457	6470243.005648646	60.1
10028598	GW057138.1.1	20.4	Loxton Sand	143820.94722810457	6470243.005648646	50.7
10028598	GW057138.1.1	20.4	Renmark Group	143820.94722810457	6470243.005648646	50.7
10028598	GW057138.1.1	35.7	Loxton Sand	143820.94722810457	6470243.005648646	35.4
10028598	GW057138.1.1	35.7	Renmark Group	143820.94722810457	6470243.005648646	35.4
10028598	GW057138.1.1	40.5	Renmark Group	143820.94722810457	6470243.005648646	30.6
10028598	GW057138.1.1	41.8	Renmark Group	143820.94722810457	6470243.005648646	29.3
10117676	GW600007.1.1	10.5	Blanchetown Clay	135875.13105311757	6471389.229057535	64.78
10117676	GW600007.1.1	21.7	Blanchetown Clay	135875.13105311757	6471389.229057535	53.58
10117676	GW600007.1.1	23.4	Blanchetown Clay	135875.13105311757	6471389.229057535	51.88
10119558	GW600081.1.1	10.0	Blanchetown Clay	143046.97992057173	6451868.116031909	60.0
10119558	GW600081.1.1	13.0	Loxton Sand	143046.97992057173	6451868.116031909	57.0
10119558	GW600081.1.1	13.0	Renmark Group	143046.97992057173	6451868.116031909	57.0
10119558	GW600081.1.1	30.0	Loxton Sand	143046.97992057173	6451868.116031909	40.0
10119558	GW600081.1.1	30.0	Renmark Group	143046.97992057173	6451868.116031909	40.0
10119558	GW600081.1.1	39.0	Loxton Sand	143046.97992057173	6451868.116031909	31.0
10119558	GW600081.1.1	39.0	Renmark Group	143046.97992057173	6451868.116031909	31.0
10127504	GW600082.1.1	18.0	Loxton Sand	145354.30804789334	6455611.612019718	53.0
10127504	GW600082.1.1	18.0	Renmark Group	145354.30804789334	6455611.612019718	53.0
10850330	MIN_003420	0.0	Woorinen Formation	327314.9994861989	6590885.000521114	131.78
10850330	MIN_003420	8.53	Louth Volcanics	327314.9994861989	6590885.000521114	123.25
10850330	MIN_003420	488.9	Nangunyah Formation	327314.9994861989	6590885.000521114	-357.12
10850331	MIN_003421	0.0	Woorinen Formation	327308.99716143525	6590875.000126248	131.78
10850331	MIN_003421	38.1	Nangunyah Formation	327308.99716143525	6590875.000126248	93.68
10850332	MIN_003422	0.0	Alluvium	328114.9978921405	6591435.000357835	122.98
10850332	MIN_003422	5.49	Louth Volcanics	328114.9978921405	6591435.000357835	117.49
10850333	MIN_003423	0.0	Woorinen Formation	328814.9983987485	6590085.000014638	128.56
10850333	MIN_003423	12.5	Louth Volcanics	328814.9983987485	6590085.000014638	116.06
10850280	MIN_009659	0.0	Alluvium	351814.0013317415	6579384.999769619	156.41
10850280	MIN_009659	10.0	Biddabirra Formation	351814.0013317415	6579384.999769619	146.41
10850281	MIN_009660	0.0	Alluvium	351913.9979676914	6580284.9995273985	154.72
10850281	MIN_009660	22.0	Biddabirra Formation	351913.9979676914	6580284.9995273985	132.72
10850282	MIN_009663	0.0	Alluvium	352463.9995144779	6579884.999699746	155.8
10850282	MIN_009663	12.0	Biddabirra Formation	352463.9995144779	6579884.999699746	143.8
10850251	MIN_012395	5.5	Narrama Formation	362527.99614362814	6583763.999415247	171.71
10850401	MIN_012424	4.0	Girilambone Group	368664.00041651755	6609884.000047516	163.32
10850246	MIN_016552	0.0	Narrama Formation	365584.995420567	6578348.999669538	206.65
