BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,GALithType,MajorLithCode,MinorLithCode,Description,Source,LogType,OgcFidTemp
10105533,GW011516.1.1,,UNK,175.26,204.83,,,shale,SHLE,NA,SHALE GREY,UNK,1,8674796
10105533,GW011516.1.1,,UNK,204.83,205.13,,,sandstone,SDSN,NA,SANDSTONE,UNK,1,8706266
10105533,GW011516.1.1,,UNK,205.13,257.56,,,shale,SHLE,NA,SHALE GREY,UNK,1,8736142
10105533,GW011516.1.1,,UNK,257.56,262.13,,,sandstone,SDSN,NA,SANDSTONE PUGGY,UNK,1,8693918
10105533,GW011516.1.1,,UNK,262.13,263.04,,,sandstone,SDSN,NA,SANDSTONE,UNK,1,8727675
10105533,GW011516.1.1,,UNK,263.04,284.99,,,shale,SHLE,NA,SHALE,UNK,1,8727676
10105533,GW011516.1.1,,UNK,284.99,303.89,,,sandstone,SDSN,NA,SANDSTONE,UNK,1,8706267
10105533,GW011516.1.1,,UNK,303.89,305.71,,,shale,SHLE,NA,SHALE HARD,UNK,1,8693919
10105533,GW011516.1.1,,UNK,305.71,337.72,,,slate,SLTE,NA,SLATE,UNK,1,8697130
10105533,GW011516.1.1,,UNK,337.72,337.73,,,phyllite,PHLT,NA,PHYLLITE GREY SOFT,UNK,1,8755659
10086696,GW011592.1.1,,UNK,0,0.91,,,clay,CLAY,NA,CLAY,UNK,1,8798639
10086696,GW011592.1.1,,UNK,0.91,3.35,,,limestone,LMSN,NA,LIMESTONE WHITE,UNK,1,8714821
10086696,GW011592.1.1,,UNK,3.35,5.18,,,unk,ROCK,NA,ROCK RED SOFT,UNK,1,8798640
10086696,GW011592.1.1,,UNK,5.18,11.58,,,clay,CLAY,NA,CLAY LIGHT BROWN LIMESTONE,UNK,1,8778263
10086696,GW011592.1.1,,UNK,11.58,24.99,,,clay,CLAY,NA,CLAY COLOURED,UNK,1,8778264
10086696,GW011592.1.1,,UNK,24.99,25.91,,,unk,ROCK,NA,ROCK RED,UNK,1,8707709
10086696,GW011592.1.1,,UNK,25.91,28.96,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8798641
10086696,GW011592.1.1,,UNK,28.96,33.53,,,shale,SHLE,NA,SHALE BLACK,UNK,1,8707710
10086696,GW011592.1.1,,UNK,33.53,34.75,,,unk,ROCK,NA,ROCK GREY,UNK,1,8739311
10086696,GW011592.1.1,,UNK,34.75,43.28,,,shale,SHLE,NA,SHALE GREY,UNK,1,8758232
10086696,GW011592.1.1,,UNK,43.28,44.2,,,clay,CLAY,NA,CLAY,UNK,1,8778265
10086696,GW011592.1.1,,UNK,44.2,53.34,,,shale,SHLE,NA,SHALE GREY HARD,UNK,1,8714822
10086696,GW011592.1.1,,UNK,53.34,54.86,,,limestone,LMSN,NA,LIMESTONE,UNK,1,8670440
10086696,GW011592.1.1,,UNK,54.86,56.39,,,unk,ROCK,NA,ROCK GREY HARD,UNK,1,8714823
10086696,GW011592.1.1,,UNK,56.39,56.69,,,clay,CLAY,NA,CLAY,UNK,1,8798642
10086696,GW011592.1.1,,UNK,56.69,57.3,,,unk,ROCK,NA,ROCK WHITE HARD,UNK,1,8714824
10086696,GW011592.1.1,,UNK,57.3,62.48,,,shale,SHLE,NA,SHALE GREY,UNK,1,8778266
10086696,GW011592.1.1,,UNK,62.48,64.01,,,sandstone,SDSN,NA,SANDSTONE SOFT,UNK,1,8763275
10086696,GW011592.1.1,,UNK,64.01,67.06,,,sandstone,SDSN,NA,SANDSTONE POROUS WATER SUPPLY,UNK,1,8798643
10111951,GW011663.1.1,,UNK,0,6.1,,,soil,LOAM,NA,LOAM RED,UNK,1,8781832
10111951,GW011663.1.1,,UNK,6.1,10.67,,,unk,ROCK,NA,ROCK WHITE CHALKY,UNK,1,8767291
10111951,GW011663.1.1,,UNK,10.67,26.82,,,shale,SHLE,NA,SLIPPERY BACK WHITE WATER SUPPLY,UNK,1,8781833
10111951,GW011663.1.1,,UNK,26.82,36.58,,,shale,SHLE,NA,SLIPPERY BACK YELLOW,UNK,1,8714186
10085369,GW012007.1.1,,UNK,0,1.52,,,sand,SAND,NA,SAND RED,UNK,1,8756628
10085369,GW012007.1.1,,UNK,1.52,7.32,,,clay,CLAY,NA,CLAY SANDY,UNK,1,8732801
10085369,GW012007.1.1,,UNK,7.32,10.36,,,clay,CLAY,NA,CLAY GREY SANDY,UNK,1,8756629
10085369,GW012007.1.1,,UNK,10.36,17.07,,,clay,CLAY,NA,CLAY WHITE SANDY,UNK,1,8732802
10085369,GW012007.1.1,,UNK,17.07,21.03,,,clay,CLAY,NA,CLAY WHITE STICKY,UNK,1,8713999
10085369,GW012007.1.1,,UNK,21.03,24.08,,,clay,CLAY,NA,CLAY LIGHT BROWN,UNK,1,8767302
10085369,GW012007.1.1,,UNK,24.08,29.26,,,clay,CLAY,NA,CLAY WHITE,UNK,1,8714000
10085369,GW012007.1.1,,UNK,29.26,32.92,,,clay,CLAY,NA,CLAY LIGHT BROWN,UNK,1,8767303
10085369,GW012007.1.1,,UNK,32.92,34.44,,,clay,CLAY,NA,CLAY GREY,UNK,1,8664323
10085369,GW012007.1.1,,UNK,34.44,41.15,,,clay,CLAY,NA,CLAY LIGHT BROWN,UNK,1,8702635
10085369,GW012007.1.1,,UNK,41.15,49.07,,,clay,CLAY,NA,CLAY DARK BROWN,UNK,1,8767304
10085369,GW012007.1.1,,UNK,49.07,54.86,,,shale,SHLE,NA,SHALE GREY STICKY,UNK,1,8756630
10085369,GW012007.1.1,,UNK,54.86,60.96,,,shale,SHLE,NA,SHALE GREY,UNK,1,8702636
10085369,GW012007.1.1,,UNK,60.96,64.01,,,shale,SHLE,NA,SHALE GREY STICKY,UNK,1,8695727
10085369,GW012007.1.1,,UNK,64.01,68.58,,,shale,SHLE,NA,SHALE GREY,UNK,1,8702637
10085369,GW012007.1.1,,UNK,68.58,85.65,,,shale,SHLE,NA,SHALE GREY HARD BANDS,UNK,1,8732803
10085369,GW012007.1.1,,UNK,85.65,93.27,,,shale,SHLE,NA,SHALE GREY SANDY SOAK,UNK,1,8781844
10085369,GW012007.1.1,,UNK,93.27,117.35,,,shale,SHLE,NA,SHALE GREY,UNK,1,8702638
10085369,GW012007.1.1,,UNK,117.35,117.96,,,shale,SHLE,NA,SHALE GREY SANDY SOAK,UNK,1,8756631
10085369,GW012007.1.1,,UNK,117.96,118.57,,,unk,ROCK,NA,ROCK HARD BANDS,UNK,1,8664324
10085369,GW012007.1.1,,UNK,118.57,121.62,,,shale,SHLE,NA,SHALE GREY VERY,UNK,1,8732804
10085369,GW012007.1.1,,UNK,121.62,170.38,,,shale,SHLE,NA,SHALE GREY,UNK,1,8781845
10085369,GW012007.1.1,,UNK,170.38,170.69,,,sandstone,SDSN,NA,SANDSTONE HARD BANDS,UNK,1,8781846
10085369,GW012007.1.1,,UNK,170.69,181.36,,,shale,SHLE,NA,SHALE GREY,UNK,1,8756632
10085369,GW012007.1.1,,UNK,181.36,192.02,,,shale,SHLE,NA,SHALE GREY SANDY WATER SUPPLY,UNK,1,8767305
10085369,GW012007.1.1,,UNK,192.02,192.33,,,unk,UNKN,NA,HARD BANDS,UNK,1,8702639
10085369,GW012007.1.1,,UNK,192.33,198.12,,,shale,SHLE,NA,SHALE GREY,UNK,1,8756633
10085369,GW012007.1.1,,UNK,198.12,199.34,,,sandstone,SDSN,NA,SANDSTONE HARD,UNK,1,8756634
10085369,GW012007.1.1,,UNK,199.34,215.49,,,shale,SHLE,NA,SHALE GREY,UNK,1,8714001
10085369,GW012007.1.1,,UNK,215.49,219.46,,,sandstone,SDSN,NA,SANDSTONE COARSE WATER SUPPLY,UNK,1,8695728
10085369,GW012007.1.1,,UNK,219.46,220.68,,,clay,CLAY,NA,CLAY GREY SANDY,UNK,1,8732805
10085369,GW012007.1.1,,UNK,220.68,228.9,,,clay,CLAY,NA,CLAY SANDY COARSE,UNK,1,8732806
10085369,GW012007.1.1,,UNK,228.9,229.51,,,unk,ROCK,NA,ROCK HARD,UNK,1,8732807
10085369,GW012007.1.1,,UNK,229.51,234.39,,,sandstone,SDSN,NA,SANDSTONE COARSE,UNK,1,8781847
10085369,GW012007.1.1,,UNK,234.39,236.52,,,quartz rock,QRTZ,NA,QUARTZ,UNK,1,8664325
10085369,GW012007.1.1,,UNK,236.52,238.35,,,sandstone,SDSN,NA,SANDSTONE COARSE QUARTZ BANDS,UNK,1,8756635
10085369,GW012007.1.1,,UNK,238.35,238.66,,,quartz rock,QRTZ,NA,QUARTZ,UNK,1,8756636
10085369,GW012007.1.1,,UNK,238.66,240.49,,,sandstone,SDSN,NA,SANDSTONE COARSE,UNK,1,8702640
10085369,GW012007.1.1,,UNK,240.49,240.79,,,quartz rock,QRTZ,NA,QUARTZ,UNK,1,8767306
10085369,GW012007.1.1,,UNK,240.79,242.01,,,sandstone,SDSN,NA,SANDSTONE COARSE,UNK,1,8714002
10085369,GW012007.1.1,,UNK,242.01,247.19,,,conglomerate,CGLM,NA,CONGLOMERATE,UNK,1,8767307
10069709,GW012019.1.1,,UNK,0,0.91,,,soil,SOIL,NA,SOIL,UNK,1,8699364
10069709,GW012019.1.1,,UNK,0.91,4.57,,,clay,CLAY,NA,CLAY,UNK,1,8699365
10069709,GW012019.1.1,,UNK,4.57,13.72,,,conglomerate,CGLM,NA,CONGLOMERATE,UNK,1,8699366
10069709,GW012019.1.1,,UNK,13.72,18.29,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8768546
10069709,GW012019.1.1,,UNK,18.29,21.34,,,clay,CLAY,NA,CLAY YELLOW PEBBLES/PEBBLY SOAK,UNK,1,8752319
10069709,GW012019.1.1,,UNK,21.34,34.14,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8663607
10069709,GW012019.1.1,,UNK,34.14,60.96,,,shale,SHLE,NA,SHALE GREY,UNK,1,8752320
10069709,GW012019.1.1,,UNK,60.96,70.1,,,shale,SHLE,NA,SHALE LIGHT GREY WADDY,UNK,1,8707989
10069709,GW012019.1.1,,UNK,70.1,79.55,,,shale,SHLE,NA,SHALE GREY WADDY,UNK,1,8663608
10069709,GW012019.1.1,,UNK,79.55,93.88,,,shale,SHLE,NA,SHALE GREY WADDY HARD BANDS,UNK,1,8699367
10069709,GW012019.1.1,,UNK,93.88,97.54,,,shale,SHLE,NA,SHALE GREY SANDY,UNK,1,8699368
10069709,GW012019.1.1,,UNK,97.54,100.58,,,sandstone,SDSN,NA,SANDSTONE WATER SUPPLY,UNK,1,8733177
10069709,GW012019.1.1,,UNK,100.58,104.55,,,unk,ROCK,NA,ROCK GREY HARD,UNK,1,8699369
10049625,GW012029.1.1,,UNK,0,0.3,,,soil,TPSL,NA,TOPSOIL RED,UNK,1,8738252
10049625,GW012029.1.1,,UNK,0.3,1.22,,,unk,ROCK,NA,ROCK GREYBILLY LOOSE,UNK,1,8660993
10049625,GW012029.1.1,,UNK,1.22,22.56,,,clay,CLAY,NA,CLAY WHITE CHALKY,UNK,1,8762671
10049625,GW012029.1.1,,UNK,22.56,39.62,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8738253
10049625,GW012029.1.1,,UNK,39.62,39.93,,,clay,CLAY,NA,CLAY PEBBLES/PEBBLY WATER SUPPLY,UNK,1,8717754
10049625,GW012029.1.1,,UNK,39.93,57.91,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8704654
10049625,GW012029.1.1,,UNK,57.91,70.1,,,clay,CLAY,NA,CLAY,UNK,1,8762672
10049625,GW012029.1.1,,UNK,70.1,80.16,,,shale,SHLE,NA,SHALE GREY SOME HARD BANDS,UNK,1,8754041
10049625,GW012029.1.1,,UNK,80.16,120.7,,,shale,SHLE,NA,SHALE GREY,UNK,1,8754042
10049625,GW012029.1.1,,UNK,120.7,131.98,,,shale,SHLE,NA,SHALE GREY HARD,UNK,1,8762673
10049625,GW012029.1.1,,UNK,131.98,163.68,,,shale,SHLE,NA,SHALE HARD,UNK,1,8704817
10049625,GW012029.1.1,,UNK,163.68,165.81,,,unk,ROCK,NA,ROCK HARD SHALE,UNK,1,8694588
10049625,GW012029.1.1,,UNK,165.81,175.26,,,unk,ROCK,NA,ROCK HARD,UNK,1,8754043
10049625,GW012029.1.1,,UNK,175.26,183.18,,,unk,ROCK,NA,ROCK,UNK,1,8762674
10034675,GW012044.1.1,,UNK,0,6.1,,,soil,SOIL,NA,SOIL RED,UNK,1,8722376
10034675,GW012044.1.1,,UNK,6.1,11.58,,,conglomerate,CGLM,NA,CONGLOMERATE,UNK,1,8734833
10034675,GW012044.1.1,,UNK,11.58,17.37,,,unk,ROCK,NA,ROCK WHITE,UNK,1,8722377
10034675,GW012044.1.1,,UNK,17.37,19.81,,,clay,CLAY,NA,CLAY WHITE SOAK,UNK,1,8769697
10034675,GW012044.1.1,,UNK,19.81,35.05,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8657329
10034675,GW012044.1.1,,UNK,35.05,40.23,,,shale,SHLE,NA,SHALE DARK GREY,UNK,1,8722378
10034675,GW012044.1.1,,UNK,40.23,44.5,,,shale,SHLE,NA,SHALE,UNK,1,8700832
10034675,GW012044.1.1,,UNK,44.5,48.16,,,shale,SHLE,NA,SHALE GREY,UNK,1,8700833
10034675,GW012044.1.1,,UNK,48.16,53.34,,,slate,SLTE,NA,SLATE,UNK,1,8709444
10034675,GW012044.1.1,,UNK,53.34,59.44,,,unk,ROCK,NA,ROCK WHITE,UNK,1,8722379
10034675,GW012044.1.1,,UNK,59.44,60.05,,,shale,SHLE,NA,SHALE GREY,UNK,1,8734834
10034675,GW012044.1.1,,UNK,60.05,63.4,,,phyllite,PHLT,NA,PHYLLITE GEOLOGIST,UNK,1,8760560
10034675,GW012044.1.1,,UNK,63.4,64.01,,,slate,SLTE,NA,SLATE GREY PHYLLITE GEOLOGIST,UNK,1,8722380
10034675,GW012044.1.1,,UNK,64.01,64.62,,,phyllite,PHLT,NA,PHYLLITE LIGHT GREY SOFT SOME VEINED GEOLOGIST,UNK,1,8697896
10034675,GW012044.1.1,,UNK,64.62,65.23,,,unk,ROCK,NA,ROCK WATER SUPPLY,UNK,1,8760561
10034675,GW012044.1.1,,UNK,65.23,65.84,,,slate,SLTE,NA,SLATE LIGHT GREY DARK GREY BEDROCK GEOLOGIST,UNK,1,8657330
10034675,GW012044.1.1,,UNK,65.84,68.88,,,shale,SHLE,NA,SHALE BLACK HARD,UNK,1,8769698
10144638,GW012047.1.1,,UNK,0,6.1,,,silcrete,SLCR,NA,GREYBILLY,UNK,1,8746834
10144638,GW012047.1.1,,UNK,6.1,12.19,,,clay,CLAY,NA,CLAY GREY,UNK,1,8663613
10144638,GW012047.1.1,,UNK,12.19,39.62,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8699372
10144638,GW012047.1.1,,UNK,39.62,47.55,,,shale,SHLE,NA,SHALE,UNK,1,8733180
10144638,GW012047.1.1,,UNK,47.55,64.31,,,shale,SHLE,NA,SHALE GREY HARD BANDS,UNK,1,8699373
10144638,GW012047.1.1,,UNK,64.31,95.4,,,shale,SHLE,NA,SHALE GREY,UNK,1,8778971
10144638,GW012047.1.1,,UNK,95.4,127.1,,,shale,SHLE,NA,SHALE GREY WADDY,UNK,1,8684018
10144638,GW012047.1.1,,UNK,127.1,131.67,,,shale,SHLE,NA,SHALE WADDY,UNK,1,8663614
10144638,GW012047.1.1,,UNK,131.67,140.21,,,shale,SHLE,NA,SHALE WADDY HARD BANDS,UNK,1,8684019
10144638,GW012047.1.1,,UNK,140.21,147.83,,,shale,SHLE,NA,SHALE WADDY,UNK,1,8663615
10144638,GW012047.1.1,,UNK,147.83,149.35,,,shale,SHLE,NA,SHALE GREY,UNK,1,8663616
10144638,GW012047.1.1,,UNK,149.35,169.77,,,sandstone,SDSN,NA,SANDSTONE HARD WATER SUPPLY,UNK,1,8778972
10144638,GW012047.1.1,,UNK,169.77,176.78,,,shale,SHLE,NA,SHALE HARD SANDY WATER SUPPLY,UNK,1,8663617
10144638,GW012047.1.1,,UNK,176.78,188.98,,,sandstone,SDSN,NA,SAND ROCK HARD,UNK,1,8707992
10144638,GW012047.1.1,,UNK,188.98,192.02,,,shale,SHLE,NA,SHALE HARD SANDY,UNK,1,8707993
10144638,GW012047.1.1,,UNK,192.02,212.14,,,shale,SHLE,NA,SHALE SANDY,UNK,1,8746835
10144638,GW012047.1.1,,UNK,212.14,216.41,,,sandstone,SDSN,NA,SANDSTONE HARD,UNK,1,8699374
10144638,GW012047.1.1,,UNK,216.41,241.71,,,sandstone,SDSN,NA,SANDSTONE,UNK,1,8663618
10144638,GW012047.1.1,,UNK,241.71,268.22,,,sandstone,SDSN,NA,SANDSTONE HARD,UNK,1,8733181
10144638,GW012047.1.1,,UNK,268.22,269.14,,,sandstone,SDSN,NA,SANDSTONE WATER SUPPLY,UNK,1,8663619
10144638,GW012047.1.1,,UNK,269.14,271.58,,,shale,SHLE,NA,SHALE GREY HARD,UNK,1,8768550
10144638,GW012047.1.1,,UNK,271.58,275.84,,,sandstone,SDSN,NA,SANDSTONE HARD,UNK,1,8733182
10120127,GW012068.1.1,,UNK,0,11.58,,,sand,SAND,NA,SAND,UNK,1,8700834
10120127,GW012068.1.1,,UNK,11.58,16.76,,,gravel,GRVL,NA,GRAVEL SAND,UNK,1,8679543
10120127,GW012068.1.1,,UNK,16.76,21.34,,,sand,SAND,NA,SAND,UNK,1,8734836
10120127,GW012068.1.1,,UNK,21.34,26.82,,,unk,ROCK,NA,ROCK,UNK,1,8709445
10120127,GW012068.1.1,,UNK,26.82,33.53,,,gravel,GRVL,NA,GRAVEL CLAY,UNK,1,8722382
10120127,GW012068.1.1,,UNK,33.53,42.67,,,clay,CLAY,NA,CLAY,UNK,1,8760562
10120127,GW012068.1.1,,UNK,42.67,50.6,,,shale,SHLE,NA,SLIPPERY BACK VERY,UNK,1,8709446
10120127,GW012068.1.1,,UNK,50.6,88.09,,,shale,SHLE,NA,SHALE,UNK,1,8734837
10120127,GW012068.1.1,,UNK,88.09,94.18,,,shale,SHLE,NA,SHALE SOME HARD BANDS,UNK,1,8679544
10120127,GW012068.1.1,,UNK,94.18,99.97,,,shale,SHLE,NA,SHALE WATER BEARING,UNK,1,8722383
10120127,GW012068.1.1,,UNK,99.97,105.77,,,shale,SHLE,NA,SHALE HARD ROCK WATER SUPPLY,UNK,1,8709447
10120127,GW012068.1.1,,UNK,105.77,163.98,,,shale,SHLE,NA,SHALE,UNK,1,8760563
10120127,GW012068.1.1,,UNK,163.98,175.56,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8769466
10120127,GW012068.1.1,,UNK,175.56,206.65,,,shale,SHLE,NA,SHALE,UNK,1,8769467
10120127,GW012068.1.1,,UNK,206.65,211.23,,,sandstone,SDSN,NA,SAND ROCK BLACK,UNK,1,8679545
10120127,GW012068.1.1,,UNK,211.23,225.55,,,shale,SHLE,NA,SHALE SOME HARD BANDS,UNK,1,8734838
10120127,GW012068.1.1,,UNK,225.55,282.55,,,shale,SHLE,NA,SHALE,UNK,1,8769468
10120127,GW012068.1.1,,UNK,282.55,285.6,,,sandstone,SDSN,NA,SANDSTONE WATER SUPPLY,UNK,1,8700835
10120127,GW012068.1.1,,UNK,285.6,318.52,,,shale,SHLE,NA,SHALE,UNK,1,8722384
10120127,GW012068.1.1,,UNK,318.52,333.76,,,sandstone,SDSN,NA,SANDSTONE WATER SUPPLY,UNK,1,8769469
10120127,GW012068.1.1,,UNK,333.76,336.19,,,sandstone,SDSN,NA,SANDSTONE HARD,UNK,1,8760564
10120127,GW012068.1.1,,UNK,336.19,339.85,,,shale,SHLE,NA,SHALE,UNK,1,8769470
10082446,GW012069.1.1,,UNK,0,1.83,,,unk,ROCK,NA,BOULDERS ROCK,UNK,1,8766701
10082446,GW012069.1.1,,UNK,1.83,2.74,,,unk,ROCK,NA,BOULDERS,UNK,1,8741476
10082446,GW012069.1.1,,UNK,2.74,5.79,,,unk,ROCK,NA,ROCK,UNK,1,8741477
10082446,GW012069.1.1,,UNK,5.79,7.62,,,silcrete,SLCR,NA,GREYBILLY,UNK,1,8725790
10082446,GW012069.1.1,,UNK,7.62,14.63,,,clay,CLAY,NA,CLAY WHITE,UNK,1,8741478
10082446,GW012069.1.1,,UNK,14.63,21.34,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8776459
10082446,GW012069.1.1,,UNK,21.34,24.38,,,clay,CLAY,NA,CLAY SOAK,UNK,1,8766702
10082446,GW012069.1.1,,UNK,24.38,28.96,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8699024
10082446,GW012069.1.1,,UNK,28.96,35.05,,,clay,CLAY,NA,CLAY GREY,UNK,1,8699025
10082446,GW012069.1.1,,UNK,35.05,49.99,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8658989
10082446,GW012069.1.1,,UNK,49.99,61.87,,,shale,SHLE,NA,SHALE GREY WADDY,UNK,1,8699026
10082446,GW012069.1.1,,UNK,61.87,78.64,,,shale,SHLE,NA,SHALE,UNK,1,8658990
10082446,GW012069.1.1,,UNK,78.64,79.55,,,shale,SHLE,NA,SHALE GREY WATERWORN STONES MIXED WATER SUPPLY,UNK,1,8741479
10082446,GW012069.1.1,,UNK,79.55,84.43,,,shale,SHLE,NA,SHALE,UNK,1,8680614
10082446,GW012069.1.1,,UNK,84.43,94.49,,,clay,CLAY,NA,CLAY GREY,UNK,1,8680615
10082446,GW012069.1.1,,UNK,94.49,99.36,,,shale,SHLE,NA,SHALE GREY WADDY,UNK,1,8680616
10082446,GW012069.1.1,,UNK,99.36,106.68,,,unk,ROCK,NA,ROCK BASALTIC SLIGHTLY ALTERED GEOLOGIST SANDSTONE COARSE GEOLOGIST,UNK,1,8776460
10128797,GW012094.1.1,,UNK,0,3.66,,,clay,CLAY,NA,CLAY RED SANDY,UNK,1,8691287
10128797,GW012094.1.1,,UNK,3.66,9.14,,,clay,CLAY,NA,CLAY GREY SANDY,UNK,1,8673389
10128797,GW012094.1.1,,UNK,9.14,12.19,,,sand,SAND,NA,SAND HARD,UNK,1,8691288
10128797,GW012094.1.1,,UNK,12.19,19.81,,,clay,CLAY,NA,CLAY SANDY WATER SUPPLY,UNK,1,8726180
10128797,GW012094.1.1,,UNK,19.81,27.43,,,silcrete,SLCR,NA,GREYBILLY,UNK,1,8673390
10128797,GW012094.1.1,,UNK,27.43,39.62,,,clay,CLAY,NA,CLAY WADDY,UNK,1,8673391
10128797,GW012094.1.1,,UNK,39.62,44.2,,,clay,CLAY,NA,CLAY SANDY,UNK,1,8712305
10128797,GW012094.1.1,,UNK,44.2,54.86,,,clay,CLAY,NA,CLAY YELLOW,UNK,1,8673392
10128797,GW012094.1.1,,UNK,54.86,58.83,,,clay,CLAY,NA,CLAY GREY,UNK,1,8737075
10128797,GW012094.1.1,,UNK,58.83,61.26,,,shale,SHLE,NA,SHALE BLACK STONES,UNK,1,8774207
10128797,GW012094.1.1,,UNK,61.26,70.1,,,clay,CLAY,NA,CLAY WHITE SANDY,UNK,1,8691289
10128797,GW012094.1.1,,UNK,70.1,80.77,,,clay,CLAY,NA,CLAY WHITE SANDY,UNK,1,8774208
10128797,GW012094.1.1,,UNK,80.77,83.82,,,clay,CLAY,NA,CLAY GREY STICKY,UNK,1,8737076
10128797,GW012094.1.1,,UNK,83.82,88.39,,,shale,SHLE,NA,SHALE,UNK,1,8712306
10128797,GW012094.1.1,,UNK,88.39,96.01,,,shale,SHLE,NA,SHALE DARK,UNK,1,8728562
10128797,GW012094.1.1,,UNK,96.01,110.34,,,shale,SHLE,NA,SHALE HARD BANDS WATER SUPPLY,UNK,1,8774209
10128797,GW012094.1.1,,UNK,110.34,112.78,,,shale,SHLE,NA,SHALE SANDY WATER SUPPLY,UNK,1,8691290
10128797,GW012094.1.1,,UNK,112.78,143.26,,,shale,SHLE,NA,SHALE GREY,UNK,1,8774210
10128797,GW012094.1.1,,UNK,143.26,150.88,,,shale,SHLE,NA,SHALE GREY,UNK,1,8774211
10128797,GW012094.1.1,,UNK,150.88,164.59,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8728563
10128797,GW012094.1.1,,UNK,164.59,213.36,,,shale,SHLE,NA,SHALE GREY,UNK,1,8774212
10128797,GW012094.1.1,,UNK,213.36,217.93,,,shale,SHLE,NA,SHALE LIGHT BROWN SANDY,UNK,1,8726181
10128797,GW012094.1.1,,UNK,217.93,218.85,,,unk,UNKN,NA,HARD BANDS,UNK,1,8728564
10128797,GW012094.1.1,,UNK,218.85,232.26,,,shale,SHLE,NA,SHALE GREY SOFT SANDY WATER SUPPLY,UNK,1,8728565
10128797,GW012094.1.1,,UNK,232.26,313.94,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8728566
10128797,GW012094.1.1,,UNK,313.94,336.8,,,shale,SHLE,NA,SHALE,UNK,1,8774213
10128797,GW012094.1.1,,UNK,336.8,347.47,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8712307
10128797,GW012094.1.1,,UNK,347.47,359.66,,,shale,SHLE,NA,SHALE SANDY,UNK,1,8728567
10128797,GW012094.1.1,,UNK,359.66,365.76,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8726182
10128797,GW012094.1.1,,UNK,365.76,371.86,,,shale,SHLE,NA,SHALE,UNK,1,8691291
10128797,GW012094.1.1,,UNK,371.86,379.48,,,shale,SHLE,NA,SHALE GREY SANDY,UNK,1,8673393
10128797,GW012094.1.1,,UNK,379.48,385.57,,,shale,SHLE,NA,SHALE,UNK,1,8712308
10128797,GW012094.1.1,,UNK,385.57,391.67,,,shale,SHLE,NA,SHALE GREY SANDY,UNK,1,8759164
10128797,GW012094.1.1,,UNK,391.67,403.86,,,shale,SHLE,NA,SHALE STICKY SANDY,UNK,1,8728568
10128797,GW012094.1.1,,UNK,403.86,408.43,,,sandstone,SDSN,NA,SANDSTONE WATER SUPPLY,UNK,1,8673394
10128797,GW012094.1.1,,UNK,408.43,423.67,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8726183
10128797,GW012094.1.1,,UNK,423.67,429.77,,,sand,SAND,NA,SAND,UNK,1,8774214
10128797,GW012094.1.1,,UNK,429.77,432.82,,,sandstone,SDSN,NA,SANDSTONE,UNK,1,8728569
10128797,GW012094.1.1,,UNK,432.82,438.91,,,shale,SHLE,NA,SHALE SANDY,UNK,1,8728570
10128797,GW012094.1.1,,UNK,438.91,441.96,,,sand,SAND,NA,SAND HARD,UNK,1,8691292
10128797,GW012094.1.1,,UNK,441.96,449.58,,,sandstone,SDSN,NA,SANDSTONE SOFT,UNK,1,8726184
10128797,GW012094.1.1,,UNK,449.58,451.1,,,shale,SHLE,NA,SHALE SANDY,UNK,1,8759165
10128797,GW012094.1.1,,UNK,451.1,457.2,,,shale,SHLE,NA,SHALE GREY SANDY,UNK,1,8691293
10128797,GW012094.1.1,,UNK,457.2,458.72,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8728571
10128797,GW012094.1.1,,UNK,458.72,460.25,,,shale,SHLE,NA,SHALE SANDY,UNK,1,8726185
10128797,GW012094.1.1,,UNK,460.25,470.92,,,shale,SHLE,NA,SHALE SANDY,UNK,1,8774215
10128797,GW012094.1.1,,UNK,470.92,475.49,,,shale,SHLE,NA,SHALE STICKY SANDY,UNK,1,8737077
10128797,GW012094.1.1,,UNK,475.49,484.63,,,shale,SHLE,NA,SHALE STICKY,UNK,1,8673395
10128797,GW012094.1.1,,UNK,484.63,493.78,,,shale,SHLE,NA,SHALE STICKY HARD BANDS,UNK,1,8737078
10128797,GW012094.1.1,,UNK,493.78,499.87,,,shale,SHLE,NA,SHALE HARD BANDS,UNK,1,8737079
