BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,GALithType,MajorLithCode,MinorLithCode,Description,Source,LogType,OgcFidTemp
40090280,4516,143.6,NGS,0,496.82,143.6,-353.22,unk,UNKN,,NO STRATA DETAILS,QLD DNRME GWDB,1,7782880
40152181,10641A,137.2,NGS,0,1.83,137.2,135.37,unk,UNKN,,RED SOIL,QLD DNRME GWDB,1,6880016
40152181,10641A,137.2,NGS,1.83,14.02,135.37,123.18,sandstone,SANDSTONE,,SANDSTONE & CLAY,QLD DNRME GWDB,1,6880017
40152181,10641A,137.2,NGS,14.02,17.07,123.18,120.13,unk,UNKN,,SALT WATER,QLD DNRME GWDB,1,6880018
40152181,10641A,137.2,NGS,17.07,20.12,120.13,117.08,clay,CLAY,,COLOURED CLAYS,QLD DNRME GWDB,1,6880019
40152181,10641A,137.2,NGS,20.12,25.3,117.08,111.9,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,6880020
40152181,10641A,137.2,NGS,25.3,26.82,111.9,110.38,clay,CLAY,,HARD CLAYS,QLD DNRME GWDB,1,6880021
40152181,10641A,137.2,NGS,26.82,32,110.38,105.2,limestone,LIMESTONE,,LIMESTONE,QLD DNRME GWDB,1,6880022
40152181,10641A,137.2,NGS,32,38.1,105.2,99.1,clay,CLAY,,HARD CLAY,QLD DNRME GWDB,1,6880023
40152181,10641A,137.2,NGS,38.1,51.82,99.1,85.38,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6880024
40152181,10641A,137.2,NGS,51.82,64.01,85.38,73.19,shale,SHALE,,HARD GREY SHALE,QLD DNRME GWDB,1,6880025
40152181,10641A,137.2,NGS,64.01,64.62,73.19,72.58,shale,SHALE,,GREY SHALE,QLD DNRME GWDB,1,6880026
40152181,10641A,137.2,NGS,64.62,94.49,72.58,42.71,shale,SHALE,,GREY SHALE,QLD DNRME GWDB,1,6880027
40152181,10641A,137.2,NGS,94.49,97.54,42.71,39.66,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,6880028
40152181,10641A,137.2,NGS,97.54,108.2,39.66,29,clay,CLAY,,GRAVELLY & BLUE CLAY,QLD DNRME GWDB,1,6880029
40152181,10641A,137.2,NGS,108.2,109.73,29,27.47,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,6880030
40152181,10641A,137.2,NGS,109.73,173.74,27.47,-36.54,clay,CLAY,,BLUE CLAY & BLUE SHALE,QLD DNRME GWDB,1,6880031
40152181,10641A,137.2,NGS,173.74,190.5,-36.54,-53.3,sandstone,SANDSTONE,,GRAVELLY SANDSTONE,QLD DNRME GWDB,1,6880032
40152181,10641A,137.2,NGS,190.5,213.36,-53.3,-76.16,sandstone,SANDSTONE,,BLUE SANDY SANDSTONE & CLAY,QLD DNRME GWDB,1,6880033
40152181,10641A,137.2,NGS,213.36,304.8,-76.16,-167.6,shale,SHALE,,GRAVELLY SHALE,QLD DNRME GWDB,1,6880034
40152181,10641A,137.2,NGS,304.8,341.38,-167.6,-204.18,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1,6880015
40152181,10641A,137.2,NGS,341.38,344.42,-204.18,-207.22,shale,SHALE,,BLUE GRAVELLY SHALE,QLD DNRME GWDB,1,6880035
40152181,10641A,137.2,NGS,344.42,355.09,-207.22,-217.89,shale,SHALE,,GRAVELLY BROWN SHALE,QLD DNRME GWDB,1,6880036
40152181,10641A,137.2,NGS,355.09,369.72,-217.89,-232.52,shale,SHALE,,GRAVELLY BROWN SHALE,QLD DNRME GWDB,1,6880037
40152181,10641A,137.2,NGS,369.72,370.64,-232.52,-233.44,sandstone,SANDSTONE,,SANDROCK,QLD DNRME GWDB,1,6880038
40152181,10641A,137.2,NGS,370.64,373.68,-233.44,-236.48,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1,6880039
40152181,10641A,137.2,NGS,373.68,402.64,-236.48,-265.44,shale,SHALE,,GRAVELLY BROWN SHALE,QLD DNRME GWDB,1,6880040
40152181,10641A,137.2,NGS,402.64,404.16,-265.44,-266.96,sandstone,SANDSTONE,,SANDROCK,QLD DNRME GWDB,1,6880041
40152181,10641A,137.2,NGS,404.16,457.2,-266.96,-320,shale,SHALE,,GRAVELLY BROWN SHALE & GRAVELLY SHALE,QLD DNRME GWDB,1,6880042
40152181,10641A,137.2,NGS,457.2,478.54,-320,-341.34,slate,SLATE,,GRAVELLY SLATE,QLD DNRME GWDB,1,6880043
40123058,10979A,132,NGS,0,169.16,132,-37.16,unk,UNKN,,NO STRATA DETAILS,QLD DNRME GWDB,1,6929670
40146604,11591A,131.1,NGS,0,7.92,131.1,123.18,soil,TPSL,,"SOIL, BOULDERS, SILICA, SANDSTONE",QLD DNRME GWDB,1,6958217
40146604,11591A,131.1,NGS,7.92,33.22,123.18,97.88,limestone,LIMESTONE,,WHITE LIMESTONE,QLD DNRME GWDB,1,6958216
40146604,11591A,131.1,NGS,33.22,40.84,97.88,90.26,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1,6958223
40146604,11591A,131.1,NGS,40.84,72.24,90.26,58.86,shale,SHALE,,BLACK SHALE,QLD DNRME GWDB,1,6958222
40146604,11591A,131.1,NGS,72.24,129.54,58.86,1.56,shale,SHALE,,SHALE,QLD DNRME GWDB,1,6958221
40146604,11591A,131.1,NGS,129.54,146.3,1.56,-15.2,sand,SAND,,GREEN SAND,QLD DNRME GWDB,1,6958220
40146604,11591A,131.1,NGS,138.7,146.3,-7.6,-15.2,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SUITABLE,QLD DNRME GWDB,1,6958224
40146604,11591A,131.1,NGS,146.3,153.92,-15.2,-22.82,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,6958219
40146604,11591A,131.1,NGS,153.92,160.02,-22.82,-28.92,shale,SHALE,,SAND SHALE,QLD DNRME GWDB,1,6958218
40146604,11591A,131.1,NGS,157,158.5,-25.9,-27.4,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SUITABLE,QLD DNRME GWDB,1,6958215
40143307,12104A,147.24,NGS,0,1.83,147.24,145.41,sand,SAND,,SAND,QLD DNRME GWDB,1,7037204
40143307,12104A,147.24,NGS,1.83,4.57,145.41,142.67,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7037205
40143307,12104A,147.24,NGS,4.57,10.67,142.67,136.57,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,7037206
40143307,12104A,147.24,NGS,10.67,28.04,136.57,119.2,sandstone,SANDSTONE,,SANDSTONE AND CLAY,QLD DNRME GWDB,1,7037207
40143307,12104A,147.24,NGS,18.3,,128.94,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: POTABLE,QLD DNRME GWDB,1,7037200
40143307,12104A,147.24,NGS,27.4,,119.84,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7037212
40143307,12104A,147.24,NGS,28.04,57.91,119.2,89.33,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1,7037208
40143307,12104A,147.24,NGS,57.91,182.88,89.33,-35.64,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7037209
40143307,12104A,147.24,NGS,182.88,219.46,-35.64,-72.22,sandy shale,SANDY SHALE,,SANDY SHALE WITH SALT WATER,QLD DNRME GWDB,1,7037210
40143307,12104A,147.24,NGS,195.1,,-47.86,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7037198
40143307,12104A,147.24,NGS,219.46,335.28,-72.22,-188.04,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7037211
40143307,12104A,147.24,NGS,335.28,361.19,-188.04,-213.95,sandy shale,SANDY SHALE,,"SANDY SHALE, FRESH WATER",QLD DNRME GWDB,1,7037199
40143307,12104A,147.24,NGS,361.19,463.91,-213.95,-316.67,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7037202
40143307,12104A,147.24,NGS,463.9,,-316.66,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1,7037203
40143307,12104A,147.24,NGS,463.91,471.83,-316.67,-324.59,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7037201
40149635,12214A,137,NGS,0,6.1,137,130.9,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,6978990
40149635,12214A,137,NGS,6.1,12.19,130.9,124.81,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,6978985
40149635,12214A,137,NGS,12.19,15.24,124.81,121.76,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,6978976
40149635,12214A,137,NGS,12.2,,124.8,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,6978986
40149635,12214A,137,NGS,15.24,30.48,121.76,106.52,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,6978977
40149635,12214A,137,NGS,30.48,45.72,106.52,91.28,clay,CLAY,,WHITE CLAY,QLD DNRME GWDB,1,6978984
40149635,12214A,137,NGS,45.72,182.88,91.28,-45.88,shale,SHALE,,SHALE,QLD DNRME GWDB,1,6978975
40149635,12214A,137,NGS,182.88,184.4,-45.88,-47.4,unk,UNKN,,WATER SAND,QLD DNRME GWDB,1,6978983
40149635,12214A,137,NGS,184.4,190.5,-47.4,-53.5,shale,SHALE,,SHALE,QLD DNRME GWDB,1,6978982
40149635,12214A,137,NGS,190.5,201.17,-53.5,-64.17,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,6978981
40149635,12214A,137,NGS,201.17,292.61,-64.17,-155.61,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1,6978980
40149635,12214A,137,NGS,292.61,300.23,-155.61,-163.23,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6978979
40149635,12214A,137,NGS,300.2,,-163.2,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1,6978987
40149635,12214A,137,NGS,300.23,301.75,-163.23,-164.75,unk,UNKN,,WATER,QLD DNRME GWDB,1,6978978
40149635,12214A,137,NGS,301.75,316.99,-164.75,-179.99,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6978994
40149635,12214A,137,NGS,316.99,352.04,-179.99,-215.04,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,6978993
40149635,12214A,137,NGS,352.04,353.57,-215.04,-216.57,unk,UNKN,,WATER,QLD DNRME GWDB,1,6978991
40149635,12214A,137,NGS,353.57,365.76,-216.57,-228.76,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,6978992
40149635,12214A,137,NGS,365.76,368.2,-228.76,-231.2,unk,UNKN,,WATER,QLD DNRME GWDB,1,6978988
40149635,12214A,137,NGS,368.2,370.33,-231.2,-233.33,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,6978989
40136062,12472A,132.3,NGS,0,2.7,132.3,129.6,boulders,BLDR,,BOULDERS,QLD DNRME GWDB,1,6996653
40136062,12472A,132.3,NGS,2.7,12,129.6,120.3,sandstone,SANDSTONE,,YELLOW SANDSTONE,QLD DNRME GWDB,1,6996658
40136062,12472A,132.3,NGS,12,24,120.3,108.3,unk,UNKN,,WHITE ROCK,QLD DNRME GWDB,1,6996659
40136062,12472A,132.3,NGS,24,48.5,108.3,83.8,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1,6996656
40136062,12472A,132.3,NGS,48.5,61.5,83.8,70.8,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1,6996655
40136062,12472A,132.3,NGS,61.5,122,70.8,10.3,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1,6996660
40136062,12472A,132.3,NGS,122,134,10.3,-1.7,sandy shale,SANDY SHALE,,SANDY GREY SHALE,QLD DNRME GWDB,1,6996661
40136062,12472A,132.3,NGS,134,143.25,-1.7,-10.95,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6996662
40136062,12472A,132.3,NGS,143.25,144,-10.95,-11.7,sandstone,SANDSTONE,,HARD SANDSTONE BAND,QLD DNRME GWDB,1,6996663
40136062,12472A,132.3,NGS,144,152.5,-11.7,-20.2,unk,UNKN,,SANDY BROWN SHALE,QLD DNRME GWDB,1,6996664
40136062,12472A,132.3,NGS,152.5,155.5,-20.2,-23.2,sandstone,SANDSTONE,,GREY SANDSTONE & SHALE,QLD DNRME GWDB,1,6996665
40136062,12472A,132.3,NGS,155.5,175,-23.2,-42.7,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6996666
40136062,12472A,132.3,NGS,175,236,-42.7,-103.7,shale,SHALE,,DARK SHALE,QLD DNRME GWDB,1,6996667
40136062,12472A,132.3,NGS,236,237.5,-103.7,-105.2,unk,UNKN,,WATER INCREASE TO 4000 GPD,QLD DNRME GWDB,1,6996668
40136062,12472A,132.3,NGS,237.5,247,-105.2,-114.7,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6996669
40136062,12472A,132.3,NGS,247,327.5,-114.7,-195.2,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6996670
40136062,12472A,132.3,NGS,327.5,337,-195.2,-204.7,shale,SHALE,,GREY SHALE & SANDSTONE,QLD DNRME GWDB,1,6996671
40136062,12472A,132.3,NGS,337,343,-204.7,-210.7,sandstone,SANDSTONE,,"GREY SANDSTONE 28,000 GPD",QLD DNRME GWDB,1,6996672
40136062,12472A,132.3,NGS,337,343,-204.7,-210.7,unk,UNKN,,QUALITY DESCRIP/ CONDUT: 1000,QLD DNRME GWDB,1,6996657
40136062,12472A,132.3,NGS,343,346,-210.7,-213.7,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,6996654
40151891,12580A,144.84,NGS,0,12.19,144.84,132.65,sand,SAND,,SAND,QLD DNRME GWDB,1,7076445
40151891,12580A,144.84,NGS,12.19,18.29,132.65,126.55,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7076236
40151891,12580A,144.84,NGS,18.29,21.34,126.55,123.5,unk,UNKN,,SALT WATER,QLD DNRME GWDB,1,7076235
40151891,12580A,144.84,NGS,21.34,91.44,123.5,53.4,shale,SHALE,,BROWN SHALE,QLD DNRME GWDB,1,7076234
40151891,12580A,144.84,NGS,91.44,94.49,53.4,50.35,clay,CLAY,,CLAY,QLD DNRME GWDB,1,7076233
40151891,12580A,144.84,NGS,94.49,106.68,50.35,38.16,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,7076232
40151891,12580A,144.84,NGS,106.68,208.79,38.16,-63.95,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7076231
40151891,12580A,144.84,NGS,208.79,210.31,-63.95,-65.47,unk,UNKN,,WATER,QLD DNRME GWDB,1,7076230
40151891,12580A,144.84,NGS,210.31,211.53,-65.47,-66.69,unk,UNKN,,HARD BAND,QLD DNRME GWDB,1,7076240
40151891,12580A,144.84,NGS,211.53,219.46,-66.69,-74.62,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7076443
40151891,12580A,144.84,NGS,219.46,365.76,-74.62,-220.92,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7076444
40151891,12580A,144.84,NGS,365.76,368.81,-220.92,-223.97,unk,UNKN,,WATER,QLD DNRME GWDB,1,7076239
40151891,12580A,144.84,NGS,368.81,426.72,-223.97,-281.88,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7076238
40151891,12580A,144.84,NGS,426.72,457.2,-281.88,-312.36,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7076226
40151891,12580A,144.84,NGS,457.2,481.58,-312.36,-336.74,shale,SHALE,,SHALE & STREAKS SANDY SHALE,QLD DNRME GWDB,1,7076229
40151891,12580A,144.84,NGS,481.58,493.78,-336.74,-348.94,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7076228
40151891,12580A,144.84,NGS,493.78,501.4,-348.94,-356.56,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7076227
40151891,12580A,144.84,NGS,501.4,507.5,-356.56,-362.66,unk,UNKN,,QUALITY DESCRIP/CONDUCT:    990,QLD DNRME GWDB,1,7076446
40151891,12580A,144.84,NGS,501.4,502.92,-356.56,-358.08,unk,UNKN,,WATER,QLD DNRME GWDB,1,7076237
40151891,12580A,144.84,NGS,502.92,518.16,-358.08,-373.32,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7076225
40146373,13260A,143.46,NGS,0,0.61,143.46,142.85,soil,LOAM,,SANDY LOAM,QLD DNRME GWDB,1,7150370
40146373,13260A,143.46,NGS,0.61,2.74,142.85,140.72,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1,7150371
40146373,13260A,143.46,NGS,2.74,7.32,140.72,136.14,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7150372
40146373,13260A,143.46,NGS,7.3,,136.16,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7150131
40146373,13260A,143.46,NGS,7.32,11.58,136.14,131.88,sand,SAND,,DRIFTSAND WATER BED,QLD DNRME GWDB,1,7150373
40146373,13260A,143.46,NGS,11.58,12.8,131.88,130.66,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1,7150374
40146373,13260A,143.46,NGS,12.8,17.37,130.66,126.09,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,7150375
40146373,13260A,143.46,NGS,17.37,21.03,126.09,122.43,unk,UNKN,,HARD ROCK,QLD DNRME GWDB,1,7150376
40146373,13260A,143.46,NGS,21.03,35.05,122.43,108.41,unk,UNKN,,GRITTY CLAY,QLD DNRME GWDB,1,7150377
40146373,13260A,143.46,NGS,35.05,49.68,108.41,93.78,clay,CLAY,,YELLOW CLAY,QLD DNRME GWDB,1,7150378
40146373,13260A,143.46,NGS,49.68,51.82,93.78,91.64,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150379
40146373,13260A,143.46,NGS,51.82,56.39,91.64,87.07,clay,CLAY,,CLAY,QLD DNRME GWDB,1,7150380
40146373,13260A,143.46,NGS,56.39,82.91,87.07,60.55,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150136
40146373,13260A,143.46,NGS,82.9,83.5,60.56,59.96,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7150132
40146373,13260A,143.46,NGS,82.91,83.52,60.55,59.94,gravel,GRAVEL,,GRAVEL,QLD DNRME GWDB,1,7150137
40146373,13260A,143.46,NGS,83.52,166.12,59.94,-22.66,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150138
40146373,13260A,143.46,NGS,166.1,182.9,-22.64,-39.44,unk,UNKN,,QUALITY DESCRIP/CONDUCT: BRACKISH,QLD DNRME GWDB,1,7150133
40146373,13260A,143.46,NGS,166.12,187.45,-22.66,-43.99,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7150139
40146373,13260A,143.46,NGS,187.45,267.92,-43.99,-124.46,sandy shale,SANDY SHALE,,SANDY SHALE SHALE,QLD DNRME GWDB,1,7150140
40146373,13260A,143.46,NGS,267.92,269.75,-124.46,-126.29,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7150141
40146373,13260A,143.46,NGS,269.75,274.32,-126.29,-130.86,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150142
40146373,13260A,143.46,NGS,274.32,326.14,-130.86,-182.68,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150143
40146373,13260A,143.46,NGS,326.14,327.05,-182.68,-183.59,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150144
40146373,13260A,143.46,NGS,327.05,345.34,-183.59,-201.88,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150145
40146373,13260A,143.46,NGS,345.3,346.2,-201.84,-202.74,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1,7150134
40146373,13260A,143.46,NGS,345.34,346.25,-201.88,-202.79,sandstone,SANDSTONE,,SANDSTONE,QLD DNRME GWDB,1,7150146
40146373,13260A,143.46,NGS,346.25,347.47,-202.79,-204.01,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150363
40146373,13260A,143.46,NGS,347.47,356.62,-204.01,-213.16,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7150364
40146373,13260A,143.46,NGS,356.6,357.8,-213.14,-214.34,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1000,QLD DNRME GWDB,1,7150135
40146373,13260A,143.46,NGS,356.62,357.84,-213.16,-214.38,sandstone,SANDSTONE,,SANDSTONE WATER BED,QLD DNRME GWDB,1,7150365
40146373,13260A,143.46,NGS,357.84,363.32,-214.38,-219.86,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7150366
40146373,13260A,143.46,NGS,363.32,430.99,-219.86,-287.53,shale,SHALE,,HARD BANDS SHALE,QLD DNRME GWDB,1,7150367
40146373,13260A,143.46,NGS,430.99,433.12,-287.53,-289.66,sandstone,SANDSTONE,,SANDSTONE WATERBED,QLD DNRME GWDB,1,7150368
40146373,13260A,143.46,NGS,433.12,434.34,-289.66,-290.88,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7150369
40150892,14100A,137.2,NGS,0,1.22,137.2,135.98,soil,TPSL,,TOP SOIL,QLD DNRME GWDB,1,7188858
40150892,14100A,137.2,NGS,1.22,7.62,135.98,129.58,sandy clay,SANDY CLAY,,SANDY CLAY,QLD DNRME GWDB,1,7188859
40150892,14100A,137.2,NGS,7.6,8.2,129.6,129,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7188878
40150892,14100A,137.2,NGS,7.62,8.84,129.58,128.36,sand,SAND,,SAND,QLD DNRME GWDB,1,7188860
40150892,14100A,137.2,NGS,8.84,13.72,128.36,123.48,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1,7188861
40150892,14100A,137.2,NGS,13.72,18.12,123.48,119.08,limestone,LIMESTONE,,LIMESTONE,QLD DNRME GWDB,1,7188862
40150892,14100A,137.2,NGS,18.12,28.96,119.08,108.24,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1,7188863
40150892,14100A,137.2,NGS,28.96,51.82,108.24,85.38,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1,7188864
40150892,14100A,137.2,NGS,51.82,58.83,85.38,78.37,clay,CLAY,,COLOURED CLAY,QLD DNRME GWDB,1,7188865
40150892,14100A,137.2,NGS,58.83,64.01,78.37,73.19,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188866
40150892,14100A,137.2,NGS,64.01,71.63,73.19,65.57,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7188867
40150892,14100A,137.2,NGS,71.63,74.07,65.57,63.13,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188868
40150892,14100A,137.2,NGS,74.07,74.68,63.13,62.52,unk,UNKN,,ROCK,QLD DNRME GWDB,1,7188869
40150892,14100A,137.2,NGS,74.68,90.53,62.52,46.67,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188870
40150892,14100A,137.2,NGS,90.53,156.67,46.67,-19.47,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188871
40150892,14100A,137.2,NGS,152.4,156.9,-15.2,-19.7,unk,UNKN,,QUALITY DESCRIP/CONDUCT: BRACKISH,QLD DNRME GWDB,1,7188879
40150892,14100A,137.2,NGS,156.67,160.02,-19.47,-22.82,sandstone,SANDSTONE,,WATER BED SANDSTONE,QLD DNRME GWDB,1,7188872
40150892,14100A,137.2,NGS,160.02,167.03,-22.82,-29.83,sandstone,SANDSTONE,,SANDROCK,QLD DNRME GWDB,1,7188873
40150892,14100A,137.2,NGS,166.1,,-28.9,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: BRACKISH,QLD DNRME GWDB,1,7188880
40150892,14100A,137.2,NGS,167.03,336.8,-29.83,-199.6,sandy shale,SANDY SHALE,,SANDY SHALE & SHALE,QLD DNRME GWDB,1,7188874
40150892,14100A,137.2,NGS,336.8,342.29,-199.6,-205.09,sandy shale,SANDY SHALE,,SANDY SHALE,QLD DNRME GWDB,1,7188875
40150892,14100A,137.2,NGS,342.29,345.95,-205.09,-208.75,unk,UNKN,,WATER BEARING SANDSTONE,QLD DNRME GWDB,1,7188876
40150892,14100A,137.2,NGS,342.3,346,-205.1,-208.8,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1050,QLD DNRME GWDB,1,7188881
40150892,14100A,137.2,NGS,345.95,350.52,-208.75,-213.32,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188877
40150892,14100A,137.2,NGS,350.52,355.09,-213.32,-217.89,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188853
40150892,14100A,137.2,NGS,355.09,356.01,-217.89,-218.81,unk,UNKN,,WATER BEARING SAND,QLD DNRME GWDB,1,7188854
40150892,14100A,137.2,NGS,355.1,,-217.9,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1050,QLD DNRME GWDB,1,7188882
40150892,14100A,137.2,NGS,356.01,356.92,-218.81,-219.72,shale,SHALE,,SHALE,QLD DNRME GWDB,1,7188855
40150892,14100A,137.2,NGS,356.92,357.23,-219.72,-220.03,sand,SAND,,WATER BED SAND,QLD DNRME GWDB,1,7188856
40150892,14100A,137.2,NGS,357.2,,-220,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   1050,QLD DNRME GWDB,1,7188883
40150892,14100A,137.2,NGS,357.23,357.23,-220.03,-220.03,unk,UNKN,,WATER,QLD DNRME GWDB,1,7188857
40141615,18194A,140.62,NGS,0,6.71,140.62,133.91,soil,TPSL,,BLACK SUB SOIL,QLD DNRME GWDB,1,7621768
40141615,18194A,140.62,NGS,6.7,,133.92,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7621790
40141615,18194A,140.62,NGS,6.71,12.8,133.91,127.82,sand,SAND,,DRIFT SAND,QLD DNRME GWDB,1,7621769
40141615,18194A,140.62,NGS,12.8,48.46,127.82,92.16,clay,CLAY,,COLOURED CLAYS,QLD DNRME GWDB,1,7621770
40141615,18194A,140.62,NGS,48.46,60.05,92.16,80.57,shale,SHALE,,GREY SHALE,QLD DNRME GWDB,1,7621771
40141615,18194A,140.62,NGS,60.05,79.55,80.57,61.07,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1,7621772
40141615,18194A,140.62,NGS,79.55,80.77,61.07,59.85,sandy shale,SANDY SHALE,,GREY SANDY SHALE,QLD DNRME GWDB,1,7621773
40141615,18194A,140.62,NGS,79.6,,61.02,,unk,UNKN,,QUALITY DESCRIP/CONDUCT: SALTY,QLD DNRME GWDB,1,7621789
40141615,18194A,140.62,NGS,80.77,166.73,59.85,-26.11,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1,7621774
40141615,18194A,140.62,NGS,166.7,,-26.08,,unk,UNKN,,QUALITY DESCRIP/CONDUCT:   2260,QLD DNRME GWDB,1,7621791
40141615,18194A,140.62,NGS,166.73,170.08,-26.11,-29.46,sandstone,SANDSTONE,,GREY SANDSTONE,QLD DNRME GWDB,1,7621775
40141615,18194A,140.62,NGS,170.08,171.6,-29.46,-30.98,sandstone,SANDSTONE,,HARD GREY SANDSTONE,QLD DNRME GWDB,1,7621776
40141615,18194A,140.62,NGS,171.6,306.02,-30.98,-165.4,shale,SHALE,,BLUE SHALE,QLD DNRME GWDB,1,7621777
