BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,ConstructionType,Material,InnerDiameter,OuterDiameter,Property,PropertySize,DrillMethod,LogType
40152181,10641A,137.2,NGS,,478.8,,-341.6,PFC,UNK,,,SLAP,,UNK,1
40152181,10641A,137.2,NGS,,131.1,,6.1,LIN,STL,,127,UNK,,UNK,1
40152181,10641A,137.2,NGS,,473,,-335.8,LIN,STL,,152,UNK,,UNK,1
40152181,10641A,137.2,NGS,0,61,137.2,76.2,LIN,STL,,203,UNK,,UNK,1
40146604,11591A,131.1,NGS,,159.2,,-28.1,LIN,STL,,127,UNK,,UNK,1
40146604,11591A,131.1,NGS,,160.1,,-29,PFC,UNK,,,SLAP,,UNK,1
40146604,11591A,131.1,NGS,0,49.4,131.1,81.7,LIN,STL,,152,UNK,,UNK,1
40143307,12104A,147.24,NGS,472.1,472.1,-324.86,-324.86,OPEN,UNK,,,UNK,,UNK,1
40143307,12104A,147.24,NGS,,458.4,,-311.16,LIN,STL,,152,UNK,,UNK,1
40143307,12104A,147.24,NGS,0,75.6,147.24,71.64,LIN,STL,,203,UNK,,UNK,1
40149635,12214A,137,NGS,0,92.4,137,44.6,LIN,STL,,152,UNK,,UNK,1
40149635,12214A,137,NGS,,365.3,,-228.3,LIN,STL,,127,UNK,,UNK,1
40149635,12214A,137,NGS,370.5,370.5,-233.5,-233.5,OPEN,UNK,,,UNK,,UNK,1
40136062,12472A,132.3,NGS,0,61.6,132.3,70.7,LIN,STL,,152,UNK,,UNK,1
40136062,12472A,132.3,NGS,,346.1,,-213.8,LIN,STL,,127,UNK,,UNK,1
40136062,12472A,132.3,NGS,339,346.1,-206.7,-213.8,PFC,UNK,,,SLAP,,UNK,1
40136062,12472A,132.3,NGS,0,61.6,132.3,70.7,SEAL,CMT,,168,UNK,,UNK,1
40151891,12580A,144.84,NGS,0,110.4,144.84,34.44,LIN,STL,,152,UNK,,UNK,1
40151891,12580A,144.84,NGS,,518.5,,-373.66,PFC,UNK,,,SLAP,,UNK,1
40151891,12580A,144.84,NGS,,518.5,,-373.66,LIN,STL,,127,UNK,,UNK,1
40146373,13260A,143.46,NGS,,434.6,,-291.14,LIN,STL,,127,UNK,,UNK,1
40146373,13260A,143.46,NGS,424.3,424.3,-280.84,-280.84,OPEN,UNK,,,UNK,,UNK,1
40146373,13260A,143.46,NGS,0,20.8,143.46,122.66,LIN,STL,,203,UNK,,UNK,1
40146373,13260A,143.46,NGS,,92.4,,51.06,LIN,STL,,152,UNK,,UNK,1
40150892,14100A,137.2,NGS,0,90.8,137.2,46.4,LIN,STL,,152,UNK,,UNK,1
40150892,14100A,137.2,NGS,,359.9,,-222.7,LIN,STL,,127,UNK,,UNK,1
40141615,18194A,140.62,NGS,0,18.6,140.62,122.02,LIN,STL,,203,UNK,,UNK,1
40141615,18194A,140.62,NGS,,71,,69.62,LIN,STL,,152,UNK,,UNK,1
40141615,18194A,140.62,NGS,497.1,497.1,-356.48,-356.48,OPEN,UNK,,,UNK,,UNK,1
40137532,7080A,137.79,NGS,0,245.3,137.79,-107.51,LIN,STL,,152,UNK,,UNK,1
40137532,7080A,137.79,NGS,0,45.5,137.79,92.29,SEAL,CMT,,,UNK,,UNK,1
40137532,7080A,137.79,NGS,0,45.5,137.79,92.29,LIN,STL,,203,UNK,,UNK,1
40095561,7105A,136.96,NGS,0,239,136.96,-102.04,LIN,STL,,152,UNK,,UNK,1
40095561,7105A,136.96,NGS,239,242.6,-102.04,-105.64,VOID,UNK,,,UNK,,UNK,1
40095561,7105A,136.96,NGS,0,57.9,136.96,79.06,SEAL,CMT,,,UNK,,UNK,1
40095561,7105A,136.96,NGS,0,57.9,136.96,79.06,LIN,STL,,203,UNK,,UNK,1
40005648,7114A,138,NGS,82,94.7,56,43.3,VOID,UNK,,,UNK,,UNK,1
40005648,7114A,138,NGS,,82,,56,LIN,STL,,152,UNK,,UNK,1
40005648,7114A,138,NGS,0,40.5,138,97.5,SEAL,CMT,,,UNK,,UNK,1
40005648,7114A,138,NGS,0,40.5,138,97.5,LIN,STL,,203,UNK,,UNK,1
40142426,6963A,127.1,NGS,0,49.1,127.1,78,LIN,STL,,152,UNK,,UNK,1
40142426,6963A,127.1,NGS,,360.5,,-233.4,LIN,STL,,127,UNK,,UNK,1
40142426,6963A,127.1,NGS,,390.4,,-263.3,PFC,UNK,,,SLAP,,UNK,1
40105296,26246A,137.59,NGS,0,127.9,137.59,9.69,LIN,STL,,177,UNK,,UNK,1
40105296,26246A,137.59,NGS,0,15.2,137.59,122.39,LIN,STL,,244,UNK,,UNK,1
40141857,4640A,135.67,NGS,,533.4,,-397.73,LIN,STL,,127,UNK,,UNK,1
40142449,4642A,137.2,NGS,0,74.4,137.2,62.8,LIN,STL,,101,UNK,,UNK,1
40135252,4643A,137.2,NGS,0,76.2,137.2,61,LIN,STL,,101,UNK,,UNK,1
40132454,4647A,129,NGS,0,61,129,68,LIN,STL,,152,UNK,,UNK,1
40132454,4647A,129,NGS,,167.4,,-38.4,PFC,UNK,,,SLAP,,UNK,1
40132454,4647A,129,NGS,,112.8,,16.2,LIN,STL,,127,UNK,,UNK,1
40027463,4648A,131.7,NGS,,106.7,,25,LIN,STL,,127,UNK,,UNK,1
40027463,4648A,131.7,NGS,,106.7,,25,PFC,UNK,,,SLAP,,UNK,1
40027463,4648A,131.7,NGS,0,61.6,131.7,70.1,LIN,STL,,152,UNK,,UNK,1
40140599,4649A,131.7,NGS,0,91.5,131.7,40.2,LIN,STL,,152,UNK,,UNK,1
40140599,4649A,131.7,NGS,,176.9,,-45.2,LIN,STL,,127,UNK,,UNK,1
40140599,4649A,131.7,NGS,,189.7,,-58,PFC,UNK,,,SLAP,,UNK,1
40144527,4654A,129.3,NGS,0,91.5,129.3,37.8,LIN,STL,,152,UNK,,UNK,1
40144527,4654A,129.3,NGS,,305,,-175.7,LIN,STL,,127,UNK,,UNK,1
40144527,4654A,129.3,NGS,,427,,-297.7,LIN,STL,,101,UNK,,UNK,1
10055523,GW850020.1.0,,NGS,0,430,,,LIN,UNK,,,UNK,,UNK,1
10055523,GW850020.1.0,,NGS,0,82.7,,,UNK,UNK,,355.6,UNK,,ROT,1
10055523,GW850020.1.0,,NGS,82.7,531,,,UNK,UNK,,247.7,UNK,,ROT,1
10000076,GW007314.1.1,,NGS,52.7,55.7,,,INLT,UNK,,,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,386,414,,,LIN,UNK,,,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,244,254,,,INLT,UNK,155.5,168.3,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,0.001,12,,,LIN,UNK,240.4,250,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,0.002,122,,,LIN,UNK,206.3,219.1,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,122,254,,,LIN,UNK,155.5,168.3,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,254,386,,,LIN,UNK,128.5,141.3,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,314,324,,,INLT,UNK,128.5,141.3,UNK,,UNK,1
10152521,GW904015.1.1,,NGS,363,372,,,INLT,UNK,128.5,141.3,UNK,,UNK,1
10036294,GW063611.1.1,,NGS,0,64.5,,,LIN,UNK,,135,UNK,,UNK,1
10036294,GW063611.1.1,,NGS,0,46,,,LIN,UNK,,165,UNK,,UNK,1
10036294,GW063611.1.1,,NGS,64.5,66,,,INLT,UNK,,125,UNK,,UNK,1
10043691,GW006481.1.1,,NGS,0,93.8,,,LIN,UNK,,152,UNK,,UNK,1
10129506,GW003636.1.1,,NGS,205.9,221.8,,,LIN,UNK,,152,UNK,,UNK,1
10129506,GW003636.1.1,,NGS,211.6,315.8,,,LIN,UNK,,127,UNK,,UNK,1
10129506,GW003636.1.1,,NGS,248.7,249.9,,,INLT,UNK,,127,UNK,,UNK,1
10129506,GW003636.1.1,,NGS,251.2,252.4,,,INLT,UNK,,127,UNK,,UNK,1
10129506,GW003636.1.1,,NGS,254.8,256,,,INLT,UNK,,127,UNK,,UNK,1
10129506,GW003636.1.1,,NGS,256.9,258.1,,,INLT,UNK,,127,UNK,,UNK,1
10005278,GW006433.1.1,,NGS,0,145.7,,,LIN,UNK,,102,UNK,,UNK,1
10005278,GW006433.1.1,,NGS,0,48.6,,,LIN,UNK,,152,UNK,,UNK,1
10005278,GW006433.1.1,,NGS,0.001,145.7,,,LIN,UNK,,102,UNK,,UNK,1
10005278,GW006433.1.1,,NGS,0.001,256.7,,,LIN,UNK,,127,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,0,354.3,,,LIN,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,0,71.5,,,LIN,UNK,,203,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,305.4,306.6,,,INLT,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,311.2,312.4,,,INLT,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,316,317.2,,,INLT,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,321.8,323,,,INLT,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,327.3,328.2,,,INLT,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,328.5,329.7,,,INLT,UNK,,152,UNK,,UNK,1
10013318,GW003665.1.1,,NGS,333.4,334.6,,,INLT,UNK,,152,UNK,,UNK,1
10126313,GW006645.1.1,,NGS,0,54.3,,,LIN,UNK,,127,UNK,,UNK,1
10013916,GW006727.1.1,,NGS,0,118,,,LIN,UNK,,127,UNK,,UNK,1
10013916,GW006727.1.1,,NGS,0,35,,,LIN,UNK,,203,UNK,,UNK,1
10013916,GW006727.1.1,,NGS,0.001,35,,,LIN,UNK,,203,UNK,,UNK,1
10013916,GW006727.1.1,,NGS,45.7,46.6,,,INLT,UNK,,127,UNK,,UNK,1
10013916,GW006727.1.1,,NGS,63,63.9,,,INLT,UNK,,127,UNK,,UNK,1
10013916,GW006727.1.1,,NGS,67.6,68.5,,,INLT,UNK,,127,UNK,,UNK,1
10055740,GW850008.1.1,,NGS,206,236,,,LIN,UNK,129.2,142,UNK,,UNK,1
10055740,GW850008.1.1,,NGS,210,236,,,LIN,UNK,129.2,142,UNK,,UNK,1
10055740,GW850008.1.1,,NGS,0,2,,,UNK,UNK,,300,UNK,,ROT,1
10055740,GW850008.1.1,,NGS,2,210,,,UNK,UNK,,212,UNK,,ROT,1
10055740,GW850008.1.1,,NGS,210,236,,,UNK,UNK,,150,UNK,,ROT,1
10115735,GW006467.1.1,,NGS,0,3,,,INLT,UNK,,,UNK,,UNK,1
10115735,GW006467.1.1,,NGS,0,50.7,,,LIN,UNK,,127,UNK,,UNK,1
10079953,GW003861.1.1,,NGS,72.2,75.2,,,INLT,UNK,,95,UNK,,UNK,1
10079953,GW003861.1.1,,NGS,72.5,75.2,,,INLT,UNK,,102,UNK,,UNK,1
10145809,GW003862.1.1,,NGS,0,106,,,LIN,UNK,,203,UNK,,UNK,1
10108473,GW006413.1.1,,NGS,0,90.3,,,LIN,UNK,,127,UNK,,UNK,1
10108473,GW006413.1.1,,NGS,39.6,40.2,,,INLT,UNK,,127,UNK,,UNK,1
10067371,GW003669.1.1,233.31,NGS,169.4,365.4,63.91,-132.09,LIN,UNK,,127,UNK,,UNK,1
10067371,GW003669.1.1,233.31,NGS,300.8,302,-67.49,-68.69,INLT,UNK,,127,UNK,,UNK,1
10067371,GW003669.1.1,233.31,NGS,306.9,308.1,-73.59,-74.79,INLT,UNK,,127,UNK,,UNK,1
10067371,GW003669.1.1,233.31,NGS,337.4,338.6,-104.09,-105.29,INLT,UNK,,127,UNK,,UNK,1
10067371,GW003669.1.1,233.31,NGS,344.1,345.9,-110.79,-112.59,INLT,UNK,,127,UNK,,UNK,1
10030979,GW006425.1.1,,NGS,0,52.4,,,LIN,UNK,,127,UNK,,UNK,1
10030979,GW006425.1.1,,NGS,51.2,54.2,,,INLT,UNK,,76,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,0,254.5,,,LIN,UNK,,127,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,0,91.3,,,LIN,UNK,,152,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,158.4,159.6,,,INLT,UNK,,127,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,163.9,165.1,,,INLT,UNK,,127,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,212.7,213.9,,,INLT,UNK,,127,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,217.9,219.1,,,INLT,UNK,,127,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,223.1,224.3,,,INLT,UNK,,127,UNK,,UNK,1
10108047,GW003673.1.1,,NGS,247.1,275.2,,,LIN,UNK,,101,UNK,,UNK,1
10094131,GW003853.1.1,,NGS,0,35.7,,,LIN,UNK,,203,UNK,,UNK,1
10080003,GW003864.1.1,,NGS,420,527,,,LIN,UNK,,127,UNK,,UNK,1
10080003,GW003864.1.1,,NGS,434.6,435.8,,,INLT,UNK,,127,UNK,,UNK,1
10080003,GW003864.1.1,,NGS,436.8,438,,,INLT,UNK,,127,UNK,,UNK,1
10080003,GW003864.1.1,,NGS,490.7,491.9,,,INLT,UNK,,127,UNK,,UNK,1
10018417,GW003866.1.1,,NGS,0,19.6,,,LIN,UNK,,203,UNK,,UNK,1
10056632,GW850007.1.1,,NGS,206,236,,,LIN,UNK,129.2,142,UNK,,UNK,1
10056632,GW850007.1.1,,NGS,210,236,,,LIN,UNK,129.2,142,UNK,,UNK,1
10056632,GW850007.1.1,,NGS,0,2,,,UNK,UNK,,300,UNK,,ROT,1
10056632,GW850007.1.1,,NGS,2,210,,,UNK,UNK,,212,UNK,,ROT,1
10056632,GW850007.1.1,,NGS,210,236,,,UNK,UNK,,150,UNK,,ROT,1
10046151,GW006401.1.1,,NGS,0,284.1,,,LIN,UNK,,127,UNK,,UNK,1
10046151,GW006401.1.1,,NGS,0,78,,,LIN,UNK,,152,UNK,,UNK,1
10020455,GW003676.1.1,,NGS,0,121.6,,,LIN,UNK,,152,UNK,,UNK,1
10111423,GW006646.1.1,,NGS,0,213.6,,,LIN,UNK,,127,UNK,,UNK,1
10111423,GW006646.1.1,,NGS,0,74.6,,,LIN,UNK,,152,UNK,,UNK,1
10076791,GW006730.1.1,,NGS,0,193.9,,,LIN,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,0,197.4,,,LIN,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,0,55.7,,,LIN,UNK,,203,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,0.5,270.7,,,LIN,UNK,,152,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,259.2,410,,,LIN,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,385.9,387.1,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,387.1,388.3,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,388.3,389.5,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,392.3,393.5,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,393.5,394.7,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,394.7,395.9,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,399,400.5,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,399.9,401.1,,,INLT,UNK,,127,UNK,,UNK,1
10120262,GW003717.1.1,,NGS,401.1,402.3,,,INLT,UNK,,127,UNK,,UNK,1
10155185,GW850147.1.1,,NGS,0,60,,,LIN,UNK,203,225,UNK,,UNK,1
10155185,GW850147.1.1,,NGS,135.5,174,,,LIN,UNK,101,114,UNK,,UNK,1
10155185,GW850147.1.1,,NGS,186,192,,,LIN,UNK,101,114,UNK,,UNK,1
10155185,GW850147.1.1,,NGS,174,186,,,INLT,UNK,104,116,UNK,,UNK,1
10140412,GW003638.1.1,,NGS,0,109.7,,,LIN,UNK,,152,UNK,,UNK,1
10140412,GW003638.1.1,,NGS,328.3,414.5,,,LIN,UNK,,127,UNK,,UNK,1
10140412,GW003638.1.1,,NGS,377,380,,,INLT,UNK,,127,UNK,,UNK,1
10140412,GW003638.1.1,,NGS,400.2,402.6,,,INLT,UNK,,127,UNK,,UNK,1
10140412,GW003638.1.1,,NGS,405.1,408.1,,,INLT,UNK,,127,UNK,,UNK,1
10012219,GW003651.1.1,,NGS,0,31.8,,,LIN,UNK,,203,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,0,353,,,LIN,UNK,,152,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,0.001,353,,,LIN,UNK,,152,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,0.001,89.8,,,LIN,UNK,,203,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,343.8,408.4,,,LIN,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,396.2,397.4,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,396.8,398,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,398.7,399.9,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,399.3,400.5,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,402.3,403.5,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,402.9,404.1,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,404.8,406,,,INLT,UNK,,127,UNK,,UNK,1
10145972,GW003708.1.1,,NGS,405.4,406.6,,,INLT,UNK,,127,UNK,,UNK,1
10088372,GW006672.1.1,,NGS,0,308.3,,,LIN,UNK,,152,UNK,,UNK,1
10088372,GW006672.1.1,,NGS,0,12.6,,,LIN,UNK,,203,UNK,,UNK,1
10026742,GW006729.1.1,,NGS,0,62,,,LIN,UNK,,152,UNK,,UNK,1
10049952,GW003804.1.1,,NGS,0,120,,,LIN,UNK,,127,UNK,,UNK,1
10049952,GW003804.1.1,,NGS,0,120,,,LIN,UNK,,187,UNK,,UNK,1
10145710,GW003859.1.1,,NGS,0,503.5,,,LIN,UNK,,127,UNK,,UNK,1
10145710,GW003859.1.1,,NGS,0,179.8,,,LIN,UNK,,152,UNK,,UNK,1
10145710,GW003859.1.1,,NGS,499.9,535.2,,,LIN,UNK,,102,UNK,,UNK,1
10145710,GW003859.1.1,,NGS,504.4,506.5,,,INLT,UNK,,102,UNK,,UNK,1
10145710,GW003859.1.1,,NGS,518.8,529.8,,,INLT,UNK,,102,UNK,,UNK,1
10151459,GW904489.1.1,,NGS,0,28.5,,,LIN,UNK,125,141,UNK,,UNK,1
10151459,GW904489.1.1,,NGS,29.5,30.5,,,LIN,UNK,125,141,UNK,,UNK,1
10151459,GW904489.1.1,,NGS,28.6,29.6,,,INLT,UNK,141,141,UNK,,UNK,1
10151459,GW904489.1.1,,NGS,0,43,,,UNK,UNK,,260,UNK,,CBT,1
10073018,GW006716.1.1,,NGS,0,201.7,,,LIN,UNK,,127,UNK,,UNK,1
10073018,GW006716.1.1,,NGS,0,34.2,,,LIN,UNK,,152,UNK,,UNK,1
10031003,GW006719.1.1,,NGS,0,140,,,LIN,UNK,,127,UNK,,UNK,1
10044005,GW006724.1.1,,NGS,0,35.3,,,LIN,UNK,,114,UNK,,UNK,1
10044005,GW006724.1.1,,NGS,0,34.4,,,LIN,UNK,,152,UNK,,UNK,1
10044005,GW006724.1.1,,NGS,29.3,35.3,,,INLT,UNK,,114,UNK,,UNK,1
10051635,GW003696.1.1,,NGS,0,111.3,,,LIN,UNK,,127,UNK,,UNK,1
10051635,GW003696.1.1,,NGS,111.3,143.3,,,LIN,UNK,,127,UNK,,UNK,1
10051635,GW003696.1.1,,NGS,143.3,146.3,,,INLT,UNK,,,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,0,440.2,,,LIN,UNK,,152,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,432.1,566.3,,,LIN,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,470,472.4,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,482.2,484.6,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,493.8,495,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,496.2,497.4,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,499.9,501.1,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,502.6,503.8,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,512.7,513.6,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,514.5,515.7,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,533.4,534.6,,,INLT,UNK,,127,UNK,,UNK,1
10124281,GW003558.1.1,,NGS,537.7,538.9,,,INLT,UNK,,127,UNK,,UNK,1
10122200,GW003695.1.1,,NGS,106.3,220.4,,,LIN,UNK,,127,UNK,,UNK,1
10008810,GW006616.1.1,,NGS,0,231.3,,,LIN,UNK,,127,UNK,,UNK,1
10008810,GW006616.1.1,,NGS,0,50,,,LIN,UNK,,152,UNK,,UNK,1
10039360,GW006763.1.1,,NGS,0,106.9,,,LIN,UNK,,127,UNK,,UNK,1
10101996,GW006778.1.1,,NGS,0,59.6,,,LIN,UNK,,127,UNK,,UNK,1
10029528,GW003899.1.1,,NGS,0,237.7,,,LIN,UNK,,162,UNK,,UNK,1
10029528,GW003899.1.1,,NGS,0.001,67.4,,,LIN,UNK,,203,UNK,,UNK,1
10143261,GW004001.1.1,113,NGS,0,260.6,113,-147.6,LIN,UNK,,152,UNK,,UNK,1
10143261,GW004001.1.1,113,NGS,0,102.6,113,10.4,LIN,UNK,,203,UNK,,UNK,1
10138816,GW004008.1.1,101.3,NGS,0,169,101.3,-67.7,LIN,UNK,,127,UNK,,UNK,1
10138816,GW004008.1.1,101.3,NGS,264,308,-162.7,-206.7,INLT,UNK,,127,UNK,,UNK,1
10138816,GW004008.1.1,101.3,NGS,3,68.3,98.3,33,LIN,UNK,,203,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,0,6.2,,,LIN,UNK,,127,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,0,505.9,,,LIN,UNK,,152,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,0,55.5,,,LIN,UNK,,203,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,433.4,434.6,,,INLT,UNK,,152,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,435.9,437.1,,,INLT,UNK,,152,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,437.4,438.6,,,INLT,UNK,,152,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,438.9,440.1,,,INLT,UNK,,152,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,441,442.2,,,INLT,UNK,,152,UNK,,UNK,1
10001158,GW008363.1.1,,NGS,497.4,498.6,,,INLT,UNK,,152,UNK,,UNK,1
10047847,GW006403.1.1,,NGS,0,19.5,,,LIN,UNK,,152,UNK,,UNK,1
10103547,GW006434.1.1,,NGS,0,127,,,LIN,UNK,,152,UNK,,UNK,1
10000119,GW003712.1.1,,NGS,0.2,155.1,,,LIN,UNK,,152,UNK,,UNK,1
10055574,GW850028.1.1,,NGS,0,132,,,LIN,UNK,110,140,UNK,,UNK,1
10055574,GW850028.1.1,,NGS,80,90,,,LIN,UNK,110,140,UNK,,UNK,1
10055574,GW850028.1.1,,NGS,108,129,,,LIN,UNK,110,140,UNK,,UNK,1
10055574,GW850028.1.1,,NGS,0,5,,,UNK,UNK,,220,UNK,,ROT,1
10055574,GW850028.1.1,,NGS,5,132,,,UNK,UNK,,194,UNK,,ROT,1
10045153,GW850026.1.1,,NGS,0,119.5,,,LIN,UNK,110,140,UNK,,UNK,1
10045153,GW850026.1.1,,NGS,101.5,116.5,,,LIN,UNK,110,140,UNK,,UNK,1
10045153,GW850026.1.1,,NGS,0,5,,,UNK,UNK,,220,UNK,,ROT,1
10045153,GW850026.1.1,,NGS,5,120,,,UNK,UNK,,194,UNK,,ROT,1
10125008,GW006641.1.1,,NGS,0,94.5,,,LIN,UNK,,152,UNK,,UNK,1
10020819,GW006670.1.1,,NGS,0,87.5,,,LIN,UNK,,127,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,0.2,344.2,,,LIN,UNK,,127,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,0.2,91.5,,,LIN,UNK,,152,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,330.1,581.5,,,LIN,UNK,,102,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,534.6,535.2,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,551.9,552.5,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,552.6,553.2,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,555.6,556.2,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,557.4,558,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,559.6,560.2,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,560.8,561.4,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,576.9,577.5,,,INLT,UNK,,101,UNK,,UNK,1
10118705,GW003761.1.1,,NGS,577.9,578.5,,,INLT,UNK,,101,UNK,,UNK,1
10056094,GW850030.1.1,,NGS,0,135,,,LIN,UNK,110,140,UNK,,UNK,1
10056094,GW850030.1.1,,NGS,108,132,,,LIN,UNK,110,140,UNK,,UNK,1
10056094,GW850030.1.1,,NGS,0,5,,,UNK,UNK,,220,UNK,,ROT,1
10056094,GW850030.1.1,,NGS,5,135,,,UNK,UNK,,194,UNK,,ROT,1
10055341,GW850031.1.1,,NGS,0,131,,,LIN,UNK,124.8,140.2,UNK,,UNK,1
10055341,GW850031.1.1,,NGS,119,131,,,LIN,UNK,124.6,140,UNK,,UNK,1
10059564,GW006944.1.1,,NGS,0,285.6,,,LIN,UNK,,127,UNK,,UNK,1
10059564,GW006944.1.1,,NGS,0,67.8,,,LIN,UNK,,152,UNK,,UNK,1
10054876,GW850031.1.0,,NGS,0,114,,,LIN,UNK,,,UNK,,UNK,1
10054876,GW850031.1.0,,NGS,0,131,,,UNK,UNK,,200,UNK,,ROT,1
10054990,GW850027.1.1,,NGS,0,114,,,LIN,UNK,124.8,140.2,UNK,,UNK,1
10054990,GW850027.1.1,,NGS,99,111,,,LIN,UNK,124.6,140,UNK,,UNK,1
10055473,GW850024.1.0,,NGS,0,90,,,LIN,UNK,,,UNK,,UNK,1
10055473,GW850024.1.0,,NGS,0,126,,,UNK,UNK,,200,UNK,,ROT,1
10052092,GW006666.1.1,,NGS,0,57.6,,,LIN,UNK,,152,UNK,,UNK,1
10120839,GW003843.1.1,,NGS,0,262.7,,,LIN,UNK,,152,UNK,,UNK,1
10120839,GW003843.1.1,,NGS,253.5,468.7,,,LIN,UNK,,127,UNK,,UNK,1
10120839,GW003843.1.1,,NGS,345.6,345.9,,,INLT,UNK,,127,UNK,,UNK,1
10120839,GW003843.1.1,,NGS,352,354.7,,,INLT,UNK,,127,UNK,,UNK,1
10109249,GW006747.1.1,,NGS,61,64,,,INLT,UNK,,,UNK,,UNK,1
