BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,HGUID,HGUNumber,NafHGUNumber,Description,Author,Source,Comment,Scenario,LogType,HydroID,NafHGUName,GA_UNIT,GA_STRATNO
10079539,GW003671.1.1,71.8,UNK,63.09,63.4,8.71,8.4,11000023,110007,110008,Ironstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10079539,GW003671.1.1,71.8,UNK,63.09,63.4,8.71,8.4,11000023,110007,110008,Ironstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,63.4,71.63,8.4,0.17,11000023,110007,110008,Invalid Code,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10079539,GW003671.1.1,71.8,UNK,63.4,71.63,8.4,0.17,11000023,110007,110008,Invalid Code,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,71.63,75.59,0.17,-3.79,11000024,115028,115024,Shale,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,75.59,76.2,-3.79,-4.4,11000024,115028,115024,Ironstone,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,76.2,77.72,-4.4,-5.92,11000024,115028,115024,Shale,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,77.72,79.55,-5.92,-7.75,11000024,115028,115024,Clay,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,79.55,85.65,-7.75,-13.85,11000024,115028,115024,Shale,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,85.65,86.56,-13.85,-14.76,11000024,115028,115024,Rock,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,86.56,92.05,-14.76,-20.25,11000024,115028,115024,Shale,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,92.05,92.66,-20.25,-20.86,11000024,115028,115024,Quartz,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,92.66,93.27,-20.86,-21.47,11000024,115028,115024,Sandstone,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10079539,GW003671.1.1,71.8,UNK,93.27,96.93,-21.47,-25.13,11000024,115028,115024,Sandstone,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10047847,GW006403.1.1,73.26,UNK,0,0.61,73.26,72.65,11000014,104011,104010,Soil,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10047847,GW006403.1.1,73.26,UNK,0.61,2.44,72.65,70.82,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10047847,GW006403.1.1,73.26,UNK,2.44,3.66,70.82,69.6,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10047847,GW006403.1.1,73.26,UNK,3.66,9.14,69.6,64.12,11000014,104011,104010,Sandstone,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10047847,GW006403.1.1,73.26,UNK,9.14,17.68,64.12,55.58,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10047847,GW006403.1.1,73.26,UNK,9.14,17.68,64.12,55.58,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10047847,GW006403.1.1,73.26,UNK,9.14,17.68,64.12,55.58,11000014,104011,104010,Shale,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10047847,GW006403.1.1,73.26,UNK,17.68,20.42,55.58,52.84,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10047847,GW006403.1.1,73.26,UNK,17.68,20.42,55.58,52.84,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10047847,GW006403.1.1,73.26,UNK,20.42,22.86,52.84,50.4,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10047847,GW006403.1.1,73.26,UNK,20.42,22.86,52.84,50.4,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,0,3.35,73.21,69.86,11000014,104011,104010,Kopi (Copi),UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10091178,GW006683.1.1,73.21,UNK,0,3.35,73.21,69.86,11000014,104011,104010,Sand,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10091178,GW006683.1.1,73.21,UNK,3.35,5.79,69.86,67.42,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,3.35,5.79,69.86,67.42,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,5.79,6.4,67.42,66.81,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,5.79,6.4,67.42,66.81,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,6.4,8.84,66.81,64.37,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,6.4,8.84,66.81,64.37,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,8.84,9.75,64.37,63.46,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,8.84,9.75,64.37,63.46,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,9.75,11.89,63.46,61.32,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,9.75,11.89,63.46,61.32,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,11.89,14.63,61.32,58.58,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,11.89,14.63,61.32,58.58,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,14.63,16.46,58.58,56.75,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,14.63,16.46,58.58,56.75,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,16.46,19.51,56.75,53.7,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,16.46,19.51,56.75,53.7,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,19.51,22.25,53.7,50.96,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,19.51,22.25,53.7,50.96,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,22.25,23.47,50.96,49.74,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,22.25,23.47,50.96,49.74,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,23.47,34.75,49.74,38.46,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,23.47,34.75,49.74,38.46,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10091178,GW006683.1.1,73.21,UNK,34.75,35.07,38.46,38.14,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10091178,GW006683.1.1,73.21,UNK,34.75,35.07,38.46,38.14,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10053670,GW007720.1.1,105.72,UNK,0,0.61,105.72,105.11,11000005,100128,100018,Soil,UNK,UNK,,0,1,11000005,Stuarts Point - Upper Quaternary Sands,,-999999
10053670,GW007720.1.1,105.72,UNK,0.61,6.71,105.11,99.01,11000005,100128,100018,Claystone,UNK,UNK,,0,1,11000005,Stuarts Point - Upper Quaternary Sands,,-999999
10053670,GW007720.1.1,105.72,UNK,6.71,8.53,99.01,97.19,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10053670,GW007720.1.1,105.72,UNK,6.71,8.53,99.01,97.19,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10053670,GW007720.1.1,105.72,UNK,8.53,10.97,97.19,94.75,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10053670,GW007720.1.1,105.72,UNK,8.53,10.97,97.19,94.75,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10053670,GW007720.1.1,105.72,UNK,10.97,14.02,94.75,91.7,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10053670,GW007720.1.1,105.72,UNK,10.97,14.02,94.75,91.7,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10053670,GW007720.1.1,105.72,UNK,14.02,16.46,91.7,89.26,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10053670,GW007720.1.1,105.72,UNK,14.02,16.46,91.7,89.26,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10053670,GW007720.1.1,105.72,UNK,16.46,18.29,89.26,87.43,11000010,133238,133270,Boulders,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10053670,GW007720.1.1,105.72,UNK,18.29,22.86,87.43,82.86,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10053670,GW007720.1.1,105.72,UNK,22.86,24.38,82.86,81.34,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10053670,GW007720.1.1,105.72,UNK,24.38,25.6,81.34,80.12,11000010,133238,133270,Boulders,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10053670,GW007720.1.1,105.72,UNK,25.6,35.05,80.12,70.67,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,0,0.61,110.29,109.68,11000005,100128,100018,Soil,UNK,UNK,,0,1,11000005,Stuarts Point - Upper Quaternary Sands,,-999999
10045793,GW007807.1.1,110.29,UNK,0.61,18.29,109.68,92,11000005,100128,100018,Clay,UNK,UNK,,0,1,11000005,Stuarts Point - Upper Quaternary Sands,,-999999
10045793,GW007807.1.1,110.29,UNK,18.29,21.34,92,88.95,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,18.29,21.34,92,88.95,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,21.34,24.38,88.95,85.91,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,21.34,24.38,88.95,85.91,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,24.38,25.91,85.91,84.38,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,24.38,25.91,85.91,84.38,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,25.91,29.87,84.38,80.42,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,25.91,29.87,84.38,80.42,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,29.87,32.31,80.42,77.98,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,29.87,32.31,80.42,77.98,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,32.31,33.53,77.98,76.76,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,32.31,33.53,77.98,76.76,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,33.53,35.05,76.76,75.24,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,33.53,35.05,76.76,75.24,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,35.05,39.62,75.24,70.67,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,35.05,39.62,75.24,70.67,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,39.62,40.84,70.67,69.45,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,39.62,40.84,70.67,69.45,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,40.84,45.72,69.45,64.57,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10045793,GW007807.1.1,110.29,UNK,40.84,45.72,69.45,64.57,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10045793,GW007807.1.1,110.29,UNK,45.72,61.57,64.57,48.72,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,61.57,67.97,48.72,42.32,11000010,133238,133270,Clay,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,67.97,70.71,42.32,39.58,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,70.71,79.25,39.58,31.04,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,79.25,80.77,31.04,29.52,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,80.77,85.04,29.52,25.25,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10045793,GW007807.1.1,110.29,UNK,85.04,85.34,25.25,24.95,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10049581,GW008852.1.1,74.54,UNK,0,11.28,74.54,63.26,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10049581,GW008852.1.1,74.54,UNK,11.28,15.24,63.26,59.3,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049581,GW008852.1.1,74.54,UNK,11.28,15.24,63.26,59.3,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10049581,GW008852.1.1,74.54,UNK,15.24,35.97,59.3,38.57,11000023,110007,110008,Invalid Code,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049581,GW008852.1.1,74.54,UNK,15.24,35.97,59.3,38.57,11000023,110007,110008,Invalid Code,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10027658,GW010165.1.1,95.24,UNK,0,15.24,95.24,80,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10027658,GW010165.1.1,95.24,UNK,15.24,18.29,80,76.95,11000014,104011,104010,Rock,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10027658,GW010165.1.1,95.24,UNK,18.29,27.43,76.95,67.81,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10027658,GW010165.1.1,95.24,UNK,27.43,60.35,67.81,34.89,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10027658,GW010165.1.1,95.24,UNK,27.43,60.35,67.81,34.89,11000023,110007,110008,Sandstone,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10027658,GW010165.1.1,95.24,UNK,60.35,60.96,34.89,34.28,11000024,115028,115024,Gravel,UNK,UNK,,0,1,11000024,Lower Renmark Group,Renmark Group,16036
10021940,GW010436.1.1,79.32,UNK,0,6.1,79.32,73.22,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10021940,GW010436.1.1,79.32,UNK,6.1,9.14,73.22,70.18,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10021940,GW010436.1.1,79.32,UNK,9.14,12.19,70.18,67.13,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10021940,GW010436.1.1,79.32,UNK,12.19,19.81,67.13,59.51,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10021940,GW010436.1.1,79.32,UNK,19.81,21.34,59.51,57.98,11000014,104011,104010,(Unknown),UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10021940,GW010436.1.1,79.32,UNK,21.34,25.91,57.98,53.41,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10021940,GW010436.1.1,79.32,UNK,25.91,29.26,53.41,50.06,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10021940,GW010436.1.1,79.32,UNK,25.91,29.26,53.41,50.06,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10021940,GW010436.1.1,79.32,UNK,29.26,33.53,50.06,45.79,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10021940,GW010436.1.1,79.32,UNK,29.26,33.53,50.06,45.79,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10021940,GW010436.1.1,79.32,UNK,33.53,38.1,45.79,41.22,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10021940,GW010436.1.1,79.32,UNK,33.53,38.1,45.79,41.22,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10021940,GW010436.1.1,79.32,UNK,38.1,52.12,41.22,27.2,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10021940,GW010436.1.1,79.32,UNK,38.1,52.12,41.22,27.2,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10089672,GW010447.1.1,76.06,UNK,0,7.62,76.06,68.44,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10089672,GW010447.1.1,76.06,UNK,7.62,36.58,68.44,39.48,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10089672,GW010447.1.1,76.06,UNK,7.62,36.58,68.44,39.48,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10089672,GW010447.1.1,76.06,UNK,36.58,38.71,39.48,37.35,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10089672,GW010447.1.1,76.06,UNK,36.58,38.71,39.48,37.35,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10089672,GW010447.1.1,76.06,UNK,38.71,42.06,37.35,34,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10089672,GW010447.1.1,76.06,UNK,38.71,42.06,37.35,34,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10094051,GW010992.1.1,94.25,UNK,0,24.38,94.25,69.87,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10094051,GW010992.1.1,94.25,UNK,24.38,32.92,69.87,61.33,11000010,133238,133270,Clay,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10094051,GW010992.1.1,94.25,UNK,32.92,36.58,61.33,57.67,11000010,133238,133270,Sandstone,UNK,UNK,,0,1,11000010,Lachlan Fold Belt - Undifferentiated,,-999999
10104309,GW011333.1.1,70.78,UNK,0,8.84,70.78,61.94,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10104309,GW011333.1.1,70.78,UNK,8.84,12.19,61.94,58.59,11000014,104011,104010,Sand,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10104309,GW011333.1.1,70.78,UNK,12.19,12.8,58.59,57.98,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10104309,GW011333.1.1,70.78,UNK,12.8,13.41,57.98,57.37,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10104309,GW011333.1.1,70.78,UNK,13.41,14.33,57.37,56.45,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10104309,GW011333.1.1,70.78,UNK,14.33,28.04,56.45,42.74,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10104309,GW011333.1.1,70.78,UNK,28.04,29.57,42.74,41.21,11000016,105002,105002,Clay,UNK,UNK,,0,1,11000016,Blanchetown Clay,Blanchetown Clay,1918
10104309,GW011333.1.1,70.78,UNK,29.57,45.72,41.21,25.06,11000016,105002,105002,Clay,UNK,UNK,,0,1,11000016,Blanchetown Clay,Blanchetown Clay,1918
10104309,GW011333.1.1,70.78,UNK,45.72,56.39,25.06,14.39,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10104309,GW011333.1.1,70.78,UNK,45.72,56.39,25.06,14.39,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10049589,GW015936.1.1,88.8,UNK,0,0.61,88.8,88.19,11000014,104011,104010,Soil,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10049589,GW015936.1.1,88.8,UNK,0.61,4.57,88.19,84.23,11000014,104011,104010,Clay,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10049589,GW015936.1.1,88.8,UNK,4.57,8.23,84.23,80.57,11000014,104011,104010,Sand,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10049589,GW015936.1.1,88.8,UNK,8.23,17.07,80.57,71.73,11000014,104011,104010,Sand,UNK,UNK,,0,1,11000014,Shepparton Formation,Shepparton Formation,25474
10049589,GW015936.1.1,88.8,UNK,17.07,27.74,71.73,61.06,11000016,105002,105002,Clay,UNK,UNK,,0,1,11000016,Blanchetown Clay,Blanchetown Clay,1918
10049589,GW015936.1.1,88.8,UNK,27.74,31.39,61.06,57.41,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049589,GW015936.1.1,88.8,UNK,27.74,31.39,61.06,57.41,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10049589,GW015936.1.1,88.8,UNK,31.39,34.75,57.41,54.05,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049589,GW015936.1.1,88.8,UNK,31.39,34.75,57.41,54.05,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10049589,GW015936.1.1,88.8,UNK,34.75,35.05,54.05,53.75,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049589,GW015936.1.1,88.8,UNK,34.75,35.05,54.05,53.75,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10049589,GW015936.1.1,88.8,UNK,35.05,39.01,53.75,49.79,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049589,GW015936.1.1,88.8,UNK,35.05,39.01,53.75,49.79,11000023,110007,110008,Sand,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
10049589,GW015936.1.1,88.8,UNK,39.01,39.32,49.79,49.48,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Loxton Parilla Sand,Loxton Sand,10825
10049589,GW015936.1.1,88.8,UNK,39.01,39.32,49.79,49.48,11000023,110007,110008,Clay,UNK,UNK,,0,1,11000023,Renmark Group,Renmark Group,16036
